Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_IWF,Predicted_Covariance,Future_Cov_45_IWF,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.9779810374222571,5.380875917346207e-05,1.001543644976623,5.319303958209519e-05,5.485326769340218e-05,0.9675179651870386
2013-03-01,5.488021190183326e-05,0.9776392356708659,5.374804448996811e-05,1.0014134540628428,5.3096738684848e-05,5.479396979177616e-05,0.9675024356652367
2013-03-04,5.501029900576039e-05,0.9778109052697642,5.2867771473708186e-05,0.999933699643036,5.2731773906552e-05,5.466863754811753e-05,0.9585800270060377
2013-03-05,5.845535101370509e-05,0.9777213160129977,5.5070735120455726e-05,0.9956565860055656,5.547376685069502e-05,5.336198971416748e-05,0.9489938198761132
2013-03-06,5.9250468430820016e-05,0.976890752048853,5.2809671856061286e-05,0.9945795539835108,5.464477308067278e-05,5.367172438991999e-05,0.9222673596998684
2013-03-07,5.369174155549812e-05,0.9794421829098733,4.845882564577486e-05,0.9961902228291514,4.995960460018129e-05,5.384600612773505e-05,0.9304895530077166
2013-03-08,4.524810700565277e-05,0.9796284694730192,3.986039745324988e-05,0.9960706721707444,4.160374422276866e-05,5.362325751921677e-05,0.9194582265634046
2013-03-11,4.8373919939468494e-05,0.9812018464952693,4.398783149765909e-05,0.9915089679596476,4.526163874049715e-05,5.5084619684674224e-05,0.9356620012836293
2013-03-12,5.1431479865635213e-05,0.9825202122165081,4.902227188792688e-05,0.9886015588084012,4.933472603980112e-05,5.498810808498551e-05,0.9592320922650512
2013-03-13,5.5261000285198275e-05,0.9832940706455825,5.416710671161132e-05,0.9918933426165432,5.3797316223366326e-05,5.599624505724192e-05,0.9735132542972806
2013-03-14,6.195858588029715e-05,0.9839374744219471,5.805727711735869e-05,0.9906568748241932,5.901284899475884e-05,5.712207913583676e-05,0.9524563570377571
2013-03-15,6.386120353979619e-05,0.9840097213961685,5.913171860637915e-05,1.0016513272020404,6.0468359904821614e-05,5.6620787105012776e-05,0.9468715989221803
2013-03-18,6.402550064969363e-05,0.984488264605651,6.083096455845769e-05,1.003886087731221,6.143974246073386e-05,5.558442582383627e-05,0.9596136201557037
2013-03-19,6.71640875084588e-05,0.9848084049480491,6.363518614802712e-05,1.0104643472971215,6.438266733801743e-05,5.748003348128771e-05,0.958587687652407
2013-03-20,6.839791392936718e-05,0.9854702874828349,6.641224535371376e-05,1.0084658773055166,6.64184971499824e-05,5.7108173501050864e-05,0.971060275589269
2013-03-21,6.814178529168062e-05,0.9868249723084744,6.784735969507235e-05,1.010362359301463,6.709858485454907e-05,5.502981770589508e-05,0.9846907381034098
2013-03-22,6.79733209422515e-05,0.9874685782034945,6.800664728354057e-05,1.0089475777070414,6.713797092770022e-05,5.444256474815136e-05,0.9877106193581306
2013-03-25,7.243408887933498e-05,0.9875303906918991,6.920024918518109e-05,1.0128789117316268,6.991587539150348e-05,5.538424901885032e-05,0.9652344148067288
2013-03-26,7.339742545776695e-05,0.9878709921421859,7.090571948251595e-05,1.0160558985100827,7.126581897674325e-05,5.467731459167384e-05,0.9709580211059279
2013-03-27,7.311742529462491e-05,0.9881254578991313,7.048108129439544e-05,1.000742579200636,7.093471246850269e-05,5.939734195584357e-05,0.9701478434541829
2013-03-28,6.422356192814954e-05,0.9877676985217263,6.9640160919397e-05,0.996453739221946,6.60589851157413e-05,5.950490589561321e-05,1.0285786576217175
2013-04-01,6.678777769649997e-05,0.9882300872455553,6.947831591890397e-05,0.9952352606771336,6.731800083517208e-05,5.964233226471511e-05,1.007938924709871
2013-04-02,6.451960799026473e-05,0.987684904597609,6.857972594813191e-05,0.9944774726918736,6.569951277920692e-05,6.425088956271906e-05,1.0182875380941594
2013-04-03,6.836168011312682e-05,0.9876424502608202,7.059531151998213e-05,0.9970011708404308,6.861104620190597e-05,6.31696784919111e-05,1.003647746637685
2013-04-04,6.901245142532413e-05,0.9875509560623444,6.97791739132883e-05,1.003266173647089,6.853085542694206e-05,6.638756259888539e-05,0.9930216071384859
2013-04-05,6.697476452894188e-05,0.9873309924395968,6.946543617671845e-05,1.0020777874794993,6.734459585320583e-05,6.557966050729804e-05,1.0055219503474946
2013-04-08,7.273438811092278e-05,0.9871908870913039,7.000081517687788e-05,0.9959530223889512,7.044052452772998e-05,6.747648084394192e-05,0.9684624612543028
2013-04-09,7.022991067372413e-05,0.986731229488974,6.7868470945321e-05,1.0000245896674107,6.81230311895807e-05,6.948955438271341e-05,0.9700002539668373
2013-04-10,6.636144982931065e-05,0.9862066359112664,6.989016985629594e-05,0.9867965044686604,6.71635899166758e-05,7.026033685142331e-05,1.0120874406666573
2013-04-11,6.716170407401359e-05,0.9859182704228682,6.856108325547777e-05,0.9824367136235144,6.690223147115472e-05,7.088462705948997e-05,0.9961365988782399
2013-04-12,6.98842565011876e-05,0.9860649740547248,6.934465507318415e-05,0.9831899268595542,6.864386099777641e-05,7.183586716733164e-05,0.9822507161768244
2013-04-15,9.593981606210937e-05,0.9884418828119214,8.505147888296653e-05,0.9833129625164884,8.928767509989112e-05,5.9349117093389716e-05,0.9306633967495644
2013-04-16,8.836558039441448e-05,0.9892631109065894,8.69006380017081e-05,0.9838678739983612,8.668917390005433e-05,6.0355029991182864e-05,0.9810287389402343
2013-04-17,8.959564094882932e-05,0.9900562504140258,8.964504726300735e-05,0.9877948704271744,8.872917847555741e-05,7.020074339692384e-05,0.9903291894103781
2013-04-18,9.719405369416862e-05,0.9906976539178283,8.691627345175051e-05,0.98164261312652,9.105662122357847e-05,6.88589567126301e-05,0.9368538276024351
2013-04-19,7.72897485213767e-05,0.9895716511319337,8.236372249266603e-05,0.9775177580906236,7.895437058577308e-05,7.093652870222291e-05,1.0215374237365513
2013-04-22,7.797978274745508e-05,0.988269527133364,7.912015813181072e-05,0.9733902122170768,7.762649691918415e-05,7.217738109895382e-05,0.9954695202291718
2013-04-23,8.499754389235151e-05,0.9880261771160653,7.794302607281395e-05,0.9772610928613004,8.04192967109361e-05,7.227658315377033e-05,0.9461367120535422
2013-04-24,7.773768893068322e-05,0.9876256656552369,7.563237312198865e-05,0.9768296583991052,7.572896894619063e-05,7.29063331741267e-05,0.9741602816841686
2013-04-25,6.90805921567358e-05,0.9865319891694725,7.128387103908803e-05,0.976445705133544,6.922848633290228e-05,7.301713041130518e-05,1.0021408932892601
2013-04-26,7.034557142953508e-05,0.9869212916604156,7.013922498690755e-05,0.983384982978434,6.93236435886479e-05,7.411025675527787e-05,0.9854727480334586
2013-04-29,6.776168711759701e-05,0.9873791744065727,6.989531075555248e-05,0.984668388443806,6.795166274896825e-05,7.334777053078887e-05,1.0028035847313181
2013-04-30,5.8041023931509805e-05,0.9869804189267568,6.389325415920316e-05,0.9831917305363806,6.010402732321589e-05,7.313631526132646e-05,1.035543883480424
2013-05-01,6.311211636341748e-05,0.9871621296492743,6.734057454213625e-05,0.9838122582522691,6.435514406263932e-05,7.364003297205749e-05,1.0196955477148655
2013-05-02,6.214021471172626e-05,0.9872785323476604,6.768572188456867e-05,0.9777578311845366,6.402868772897914e-05,7.209734544627945e-05,1.0303905132290525
