Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_XOP,Predicted_Covariance,Future_Cov_45_XOP,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.7835470508410755,0.0003005543590189105,1.6543532338673517,0.00010072203245455226,9.060681604034319e-05,1.8320136742614936
2013-03-01,5.488021190183326e-05,0.7798823757483857,0.00028267503414967275,1.6611090800086423,9.713611338031863e-05,9.08902914990466e-05,1.7699660772824717
2013-03-04,5.501029900576039e-05,0.7695834467263122,0.0002891128327322538,1.690588464617517,9.705354540468206e-05,9.242829604422508e-05,1.7642795468993748
2013-03-05,5.845535101370509e-05,0.7679781210512227,0.0002915092720711503,1.691575509731915,0.00010025064382912833,9.065960715751018e-05,1.7149951559716776
2013-03-06,5.9250468430820016e-05,0.7531893366840339,0.00029189849186277286,1.6878479399197952,9.905262345449558e-05,9.108342221659182e-05,1.6717610185672704
2013-03-07,5.369174155549812e-05,0.7063546926281392,0.0002785882404361672,1.679261481340625,8.638890523214747e-05,9.076732730576544e-05,1.6089793835957462
2013-03-08,4.524810700565277e-05,0.7087378848334772,0.0002726486359587712,1.6727385457145625,7.872044132602038e-05,9.005153178909836e-05,1.7397510423184328
2013-03-11,4.8373919939468494e-05,0.7028434362927971,0.0002865353069588171,1.6978702697530708,8.274719978210781e-05,9.432747570173237e-05,1.7105746213176742
2013-03-12,5.1431479865635213e-05,0.6927166618622722,0.00029601882996240495,1.6939132167684392,8.547317035237331e-05,9.421903315883901e-05,1.6618843279577418
2013-03-13,5.5261000285198275e-05,0.6865331108548228,0.00030772306992851023,1.68683021746409,8.952635169572924e-05,9.522814013239727e-05,1.6200639010095694
2013-03-14,6.195858588029715e-05,0.6985568294862073,0.00034247629835610467,1.68383778040442,0.00010175781004048003,9.709145253874359e-05,1.6423520420087419
2013-03-15,6.386120353979619e-05,0.7181684449318755,0.0003210607145930093,1.6972726459406928,0.00010283440808149598,9.594248071673116e-05,1.6102798315946705
2013-03-18,6.402550064969363e-05,0.7190656847019808,0.00031046934081535045,1.717355709642451,0.0001013804968204989,9.508870799424866e-05,1.5834393451319932
2013-03-19,6.71640875084588e-05,0.721133486048849,0.0003287007767045911,1.7008088294699713,0.0001071481278393521,9.6750121589849e-05,1.5953187456891695
2013-03-20,6.839791392936718e-05,0.7248808806338142,0.00033575299373039727,1.6912614507396366,0.00010984948370083245,9.577404108361104e-05,1.60603558486113
2013-03-21,6.814178529168062e-05,0.7417018071332743,0.00034117463852012883,1.703944502345965,0.0001130900669235109,9.280606554849215e-05,1.6596287643393748
2013-03-22,6.79733209422515e-05,0.7407660789845144,0.000335262904419049,1.7421586400654463,0.0001118260752587717,9.400645450665286e-05,1.6451465620427232
2013-03-25,7.243408887933498e-05,0.7469572038850184,0.0003378115249388847,1.7129937268525282,0.00011684347157648105,9.366654793269774e-05,1.6131005909541551
2013-03-26,7.339742545776695e-05,0.7480445502047239,0.0003410771703072395,1.7036049478308706,0.00011835706912504258,9.167659359004892e-05,1.6125506908024385
2013-03-27,7.311742529462491e-05,0.7452684004827921,0.00032699829813851773,1.671292564919362,0.00011523804944668378,9.91966745994447e-05,1.5760682078496995
2013-03-28,6.422356192814954e-05,0.7559322326759402,0.0003162592289253271,1.6793361523977408,0.00010773372146202367,0.000100284374258614,1.6774797010254796
2013-04-01,6.678777769649997e-05,0.7661084819789417,0.0003196889065917471,1.6544993936760497,0.0001119444457025091,9.915062947253163e-05,1.6761217330993121
2013-04-02,6.451960799026473e-05,0.7405622478694917,0.0003285080782729022,1.6473005733512711,0.00010781531492896294,0.00010642828029930643,1.6710472720979805
2013-04-03,6.836168011312682e-05,0.7564567122249013,0.0003478854389602452,1.6084236588210117,0.00011665640009682034,0.00010190921372826392,1.7064589387471762
2013-04-04,6.901245142532413e-05,0.7608288516509127,0.00031753620084028504,1.6004218494776798,0.00011262824650448369,0.00010590221070704378,1.6319989245180577
2013-04-05,6.697476452894188e-05,0.7265844090017405,0.0003265010162103974,1.6445057983003175,0.0001074444385747981,0.00010762251524014,1.6042525767801397
2013-04-08,7.273438811092278e-05,0.7246938181426366,0.0003324684342919548,1.6470467543076954,0.0001126937058458847,0.00011158851498792647,1.5493868687535035
2013-04-09,7.022991067372413e-05,0.7300460391214193,0.0003366533207555498,1.6259284356973478,0.00011225424116567219,0.00011298226425848978,1.5983822290076053
2013-04-10,6.636144982931065e-05,0.7149867216195269,0.000326870671285535,1.6500715296396995,0.00010530376198920835,0.00011748580480010281,1.5868212985108348
2013-04-11,6.716170407401359e-05,0.7061820357426807,0.00030282643999645547,1.6609661870396957,0.00010071042170177817,0.00011984178430433821,1.4995215367196937
2013-04-12,6.98842565011876e-05,0.7397657932557294,0.0003210514839655842,1.6590342170778023,0.00011080803694011713,0.00012121580824646052,1.5855937014688577
2013-04-15,9.593981606210937e-05,0.8142669126469209,0.0005104198374649609,1.436092221973136,0.00018018971608674186,8.667719097353078e-05,1.8781536538499397
2013-04-16,8.836558039441448e-05,0.8341571200111892,0.0005171316758291763,1.3652162124976437,0.0001783158706632485,8.374871019508633e-05,2.0179335649394967
2013-04-17,8.959564094882932e-05,0.8577554813877614,0.0005381928018779413,1.3909049625926242,0.0001883544498671382,9.884902755796576e-05,2.1022724752280406
2013-04-18,9.719405369416862e-05,0.8356159384129622,0.0005291741792267096,1.4406518352074429,0.00018950727438043195,0.00010105692339757347,1.949782596543783
2013-04-19,7.72897485213767e-05,0.8139059624857257,0.0004851717509277619,1.4794173766675145,0.00015760969559240148,0.00010735839050896648,2.0392056981374442
2013-04-22,7.797978274745508e-05,0.811784319228984,0.00045906056458585356,1.493019065748815,0.00015359131607266548,0.00011070812583075803,1.9696299561398565
2013-04-23,8.499754389235151e-05,0.8153842468537404,0.0004331956864090579,1.4745946118287083,0.00015646152777026262,0.00010905853190971746,1.8407770460805255
2013-04-24,7.773768893068322e-05,0.7847942085812233,0.00044513739367094834,1.456277882873895,0.00014598849837079336,0.00010869027123615182,1.877962933796086
2013-04-25,6.90805921567358e-05,0.7698914582137503,0.0003832694221530398,1.4568055813018237,0.00012527361588834688,0.00010893771415512007,1.8134415467099017
2013-04-26,7.034557142953508e-05,0.7956116267747065,0.00036900350350865547,1.4512995578172014,0.00012818427365376506,0.00010937342416282654,1.8222081511153378
2013-04-29,6.776168711759701e-05,0.8022369188522038,0.0003552422221011825,1.4383049728979802,0.00012446780720759798,0.0001071390778291796,1.836846343444642
2013-04-30,5.8041023931509805e-05,0.7875770384074922,0.000307415204666612,1.4457880874120042,0.00010520181934868894,0.0001075472973153959,1.8125424436486566
2013-05-01,6.311211636341748e-05,0.8007497931385216,0.0003247123429195869,1.416582527420004,0.00011463113847254614,0.00010603362903016485,1.8163095310014246
2013-05-02,6.214021471172626e-05,0.8029083579015059,0.0003224665177967801,1.3949316614574612,0.00011365660191029435,0.00010285866976714613,1.829034586339249
2013-05-03,7.476459886581012e-05,0.8250586231515262,0.0003338728357781099,1.3597790053584806,0.00013035369747315808,9.882785141255355e-05,1.7435216593232987
2013-05-06,7.535412832838797e-05,0.8304441511788204,0.00032547307058926887,1.3568615399300297,0.00013005333292702905,9.848509118534048e-05,1.7258952603136197
2013-05-07,7.392273390092128e-05,0.8446966135634993,0.00031883938925326993,1.3213634958824052,0.00012968081982795855,0.00010034425755030546,1.7542752139249869
2013-05-08,6.958015556766957e-05,0.8415087160771523,0.00030517948385498883,1.331000197268801,0.00012262498955876793,0.00010060866417704868,1.7623557831731216
2013-05-09,7.111722928104653e-05,0.8267712004791403,0.00029498738197917163,1.319311179948904,0.00011974971100683882,9.967734570236084e-05,1.6838354392801598
