Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_DD,Predicted_Covariance,Future_Cov_45_DD,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.7383794806497657,0.00015601795405326003,1.0692127060386802,6.838562074238581e-05,5.855941583743525e-05,1.243852901592723
2013-03-01,5.488021190183326e-05,0.7376823426917556,0.00015866395343549093,1.067428196463175,6.883612486896385e-05,5.8406074049233775e-05,1.2542977237787303
2013-03-04,5.501029900576039e-05,0.7382845839190593,0.00016142710719028764,1.0825633585800836,6.957192736954963e-05,5.918618793847507e-05,1.2647073116665741
2013-03-05,5.845535101370509e-05,0.7344758557173946,0.00016673481805493378,1.0859257749374622,7.251081896019122e-05,5.819994649464242e-05,1.2404479265412462
2013-03-06,5.9250468430820016e-05,0.7302795453164477,0.00016803238156163584,1.0621989886164709,7.286710610341378e-05,5.7320755424678886e-05,1.2298148526621753
2013-03-07,5.369174155549812e-05,0.7358593463126621,0.00016250326339857087,1.0602715569769074,6.873526309006212e-05,5.730972603997648e-05,1.280183154778363
2013-03-08,4.524810700565277e-05,0.7548646788510555,0.00016798251173308948,1.0586145283810526,6.581143300035531e-05,5.699029301329602e-05,1.4544571553487
2013-03-11,4.8373919939468494e-05,0.7539846426429552,0.00017195137760387118,1.063743890447402,6.876555787814187e-05,5.9097728352141044e-05,1.4215419789049544
2013-03-12,5.1431479865635213e-05,0.75299818837567,0.00018046734448447216,1.0775797262255755,7.25450451993164e-05,5.9937261809805625e-05,1.4105183321351125
2013-03-13,5.5261000285198275e-05,0.7540293944271683,0.00018937646161182252,1.0705223747260075,7.713662733378332e-05,6.043516037348018e-05,1.395860135279608
2013-03-14,6.195858588029715e-05,0.7310101060860414,0.00018078795871787634,1.056992435602326,7.736755639075392e-05,6.0947041389251785e-05,1.2486979050849647
2013-03-15,6.386120353979619e-05,0.7138644031255446,0.00017260969518760307,1.0708018380447055,7.494917707258673e-05,6.0529688582298706e-05,1.1736261285129224
2013-03-18,6.402550064969363e-05,0.7117041743403557,0.00016637621717513812,1.0738304618947447,7.345504472598682e-05,5.9457193785262586e-05,1.147277943641325
2013-03-19,6.71640875084588e-05,0.7117545345232846,0.00016060497999928787,1.1011887762872985,7.39227825450129e-05,6.26408718917425e-05,1.1006295966680542
2013-03-20,6.839791392936718e-05,0.7079430365797004,0.00015719228746157848,1.114234630886194,7.340664230282289e-05,6.309772700643473e-05,1.0732292563575565
2013-03-21,6.814178529168062e-05,0.7056916478365144,0.00015811803564081347,1.110156962423414,7.32508108419741e-05,6.046517341493985e-05,1.074976397058344
2013-03-22,6.79733209422515e-05,0.6956459076737674,0.00015416862049657173,1.1461726064136055,7.1212375317382e-05,6.184719376505486e-05,1.0476518482579704
2013-03-25,7.243408887933498e-05,0.6883252439688876,0.00015162982688981307,1.1185306398558497,7.213690709266994e-05,6.116128865500999e-05,0.9958972109504945
2013-03-26,7.339742545776695e-05,0.6779770841481473,0.00014716027503173265,1.1548040195972176,7.046131166836092e-05,6.21438079970164e-05,0.9599970466117307
2013-03-27,7.311742529462491e-05,0.677826835084588,0.00013983603565257517,1.1175728261471694,6.853915647079037e-05,6.633159884957137e-05,0.9373847095218887
2013-03-28,6.422356192814954e-05,0.689382920230443,0.00013944685099772226,1.1141390948231495,6.523971712780124e-05,6.653268424065654e-05,1.0158221557500737
2013-04-01,6.678777769649997e-05,0.705427213328454,0.00013729773797201651,1.118869443529663,6.755109557673311e-05,6.705146586790979e-05,1.0114290055240622
2013-04-02,6.451960799026473e-05,0.7094498955950213,0.0001371969444041653,1.1670795702267207,6.67482384388269e-05,7.540231190412917e-05,1.034541909320008
2013-04-03,6.836168011312682e-05,0.715856098337494,0.00013786105436563797,1.1631824468171792,6.94948930273852e-05,7.369887151781065e-05,1.0165767270842834
2013-04-04,6.901245142532413e-05,0.7289093704453717,0.0001402884373801453,1.1473990586084797,7.172130769330971e-05,7.592504245644728e-05,1.0392517033091737
2013-04-05,6.697476452894188e-05,0.7407552495452523,0.00014203695350925962,1.1406528538061274,7.224886184924009e-05,7.464852314253788e-05,1.0787475306168357
2013-04-08,7.273438811092278e-05,0.7449814467663936,0.00014322282709154877,1.160380705950557,7.603638708672037e-05,7.861656595904648e-05,1.0453980443303093
2013-04-09,7.022991067372413e-05,0.7269219311888946,0.00014305708025213418,1.1669049215839038,7.286240602694569e-05,8.108570913724122e-05,1.0374839627157106
2013-04-10,6.636144982931065e-05,0.7132366993479703,0.0001415326383927123,1.069671619130939,6.912257616793376e-05,7.616108077015796e-05,1.0416073841925553
2013-04-11,6.716170407401359e-05,0.7212817611464198,0.00014298964197904455,1.100262796208767,7.068350767037312e-05,7.938599697585993e-05,1.0524376747867867
2013-04-12,6.98842565011876e-05,0.7238417531611214,0.00014827881151748494,1.1152704983559825,7.36839422538623e-05,8.148621256876294e-05,1.0543711265299094
2013-04-15,9.593981606210937e-05,0.7500017820949453,0.00015985729716207922,1.1466563925146531,9.28812323373532e-05,6.920791965466933e-05,0.968119766638117
2013-04-16,8.836558039441448e-05,0.769451395422263,0.000166665500398597,1.122551722813543,9.33782249433922e-05,6.886254210306522e-05,1.0567262108912099
2013-04-17,8.959564094882932e-05,0.7820393580711706,0.00016892297477892404,1.0662044025027493,9.620915744641841e-05,7.577316294059887e-05,1.0738151591701461
2013-04-18,9.719405369416862e-05,0.7873204676995861,0.00017156975075511112,1.0468276931836382,0.0001016697486367023,7.343147276474647e-05,1.0460490613614792
2013-04-19,7.72897485213767e-05,0.77912587739887,0.00017180457379855369,1.0113575363797402,8.97813097771286e-05,7.339221442661488e-05,1.1616198977836887
2013-04-22,7.797978274745508e-05,0.736179064488115,0.0001810857973733689,0.9685048691230154,8.74815900559989e-05,7.181513041482568e-05,1.1218496252973202
2013-04-23,8.499754389235151e-05,0.7153925771395073,0.000210038663543619,0.8834573748915082,9.558664993326983e-05,6.533901828855495e-05,1.1245813179534847
2013-04-24,7.773768893068322e-05,0.7063883650099587,0.00020760265227327886,0.8756941178115445,8.973787863822882e-05,6.535801463729374e-05,1.1543677188325714
2013-04-25,6.90805921567358e-05,0.6917269780935952,0.00020025685907391184,0.8899679864450326,8.135915697782354e-05,6.655045763067407e-05,1.1777426110249476
2013-04-26,7.034557142953508e-05,0.6831081773830987,0.0001904554569320911,0.8857775909552655,7.906869581311657e-05,6.675432900647195e-05,1.1240038883232246
2013-04-29,6.776168711759701e-05,0.6732701435555107,0.00018537366205593808,0.8533459687046342,7.54580322777322e-05,6.356558718701389e-05,1.113579597668201
2013-04-30,5.8041023931509805e-05,0.6725356552700232,0.00017162346317148205,0.8489844734179923,6.712297197150385e-05,6.315309025839281e-05,1.1564746350910526
2013-05-01,6.311211636341748e-05,0.6720512258556258,0.00017507410850148197,0.8230222823539438,7.064309387260983e-05,6.160462781481371e-05,1.1193269683086977
2013-05-02,6.214021471172626e-05,0.6594847260668092,0.00016852602588806657,0.8505911330979689,6.748769667275777e-05,6.272040049243264e-05,1.0860550930800439
2013-05-03,7.476459886581012e-05,0.6670761719446434,0.0001613786949793102,0.8449560047211416,7.327343159381474e-05,6.141085143663553e-05,0.9800551692296006
2013-05-06,7.535412832838797e-05,0.6730063793533018,0.00015421794053554818,0.8466697499686457,7.255045753986419e-05,6.145383672222831e-05,0.962793401626178
2013-05-07,7.392273390092128e-05,0.6790494989348355,0.00015065287710541324,0.8347747298244967,7.166038847628119e-05,6.339273844556885e-05,0.9693958095804153
2013-05-08,6.958015556766957e-05,0.6820376342514731,0.00014777711614765067,0.8376047810247683,6.915994362168923e-05,6.331351287560509e-05,0.993960750122617
2013-05-09,7.111722928104653e-05,0.6804663189590524,0.00014495919697379403,0.855138278214629,6.90902772030803e-05,6.46078916607242e-05,0.9714984385857334
2013-05-10,7.562958883543677e-05,0.6888912654225988,0.00013830318330583857,0.8560818586796031,7.045513252122525e-05,6.492036805237319e-05,0.9315815887156194
2013-05-13,7.357910230951406e-05,0.6993500877160262,0.00013825190149132215,0.8863720458287124,7.053544860412152e-05,6.729397117749917e-05,0.9586342642155476
2013-05-14,7.590263764609063e-05,0.6989248573483436,0.00013791144498462502,0.8741974560989407,7.150873163668333e-05,6.496545956308327e-05,0.9421112869635091
2013-05-15,7.650099964197039e-05,0.7055642318357285,0.00013651242924049515,0.868038752839687,7.210347716880783e-05,6.406954833398439e-05,0.9425167972478367
2013-05-16,7.639729836462006e-05,0.710491544635712,0.00013597411814185285,0.8717984443655191,7.241458393968746e-05,6.386336101659453e-05,0.9478683865766513
2013-05-17,7.425705624970095e-05,0.6840375581667357,0.00013663913805346005,0.8753273973053712,6.890272043669882e-05,6.256391747219669e-05,0.9278945856000899
2013-05-20,7.217439206379002e-05,0.676871330051206,0.00013669757018281115,0.8661250347768642,6.723231785939063e-05,6.220724645927936e-05,0.9315259323551845
2013-05-21,7.13709588975209e-05,0.6751413284379281,0.00013659266137319283,0.8645030684626068,6.666058847073323e-05,6.215756186159299e-05,0.9340015813217372
2013-05-22,7.35750525384875e-05,0.679514850941138,0.00014174653278840193,0.8434563805588111,6.939376731169865e-05,5.9496668062706894e-05,0.9431697962485097
2013-05-23,7.454058968752127e-05,0.6816992528801581,0.00014163291664510491,0.8412782049355068,7.004406290968526e-05,5.936682970719526e-05,0.9396768016367226
2013-05-24,7.630250921850573e-05,0.6724481603929174,0.00014106297574763873,0.8410876918907383,6.976454086633444e-05,5.932546549425481e-05,0.9143151592374419
2013-05-28,7.438631671877e-05,0.6713904954746678,0.0001418518661721805,0.833349790958516,6.896666781085612e-05,5.8186962946566664e-05,0.9271418569035516
2013-05-29,7.273626036607267e-05,0.6650874110758168,0.0001427083607880217,0.8607206717292631,6.776086177161513e-05,6.148489365210266e-05,0.9315967226055206
2013-05-30,7.309916508279677e-05,0.6686376025141227,0.00014366560012686225,0.8668062629015912,6.85209539452028e-05,6.17634952270812e-05,0.9373698573382008
2013-05-31,7.696255068093324e-05,0.6595015405362236,0.00014528865169499024,0.8851625047237759,6.973830496820111e-05,5.8462778511883205e-05,0.9061329744295771
2013-06-03,7.835861755638394e-05,0.6364807592349376,0.00014359719315674006,0.8888854603302394,6.751521230601923e-05,5.912980061394735e-05,0.8616182164959432
2013-06-04,7.696792659140356e-05,0.6226004710618186,0.00014512536464132459,0.871959739778353,6.580153133241264e-05,5.77068417554027e-05,0.8549214490567025
2013-06-05,8.390672708275947e-05,0.6245064381548704,0.00015484466249419615,0.8146916301205399,7.118417078842596e-05,4.986705640748829e-05,0.848372630697597
2013-06-06,8.864935953499249e-05,0.6264980363461833,0.00015951165536233657,0.8290290007902154,7.449956317251677e-05,4.982969582422884e-05,0.8403846746699801
2013-06-07,8.584609796353898e-05,0.6232322187934598,0.0001682830149746946,0.8269553756328268,7.490836510626102e-05,4.710590423872976e-05,0.8725890504432304
2013-06-10,7.344670994631798e-05,0.598869774818027,0.0001655717396833724,0.8210207982224965,6.60407008889645e-05,4.686314236779942e-05,0.8991648630310805
2013-06-11,7.540176794643908e-05,0.5890904663613002,0.0001684616947395989,0.8056529850817891,6.639316030247461e-05,4.436303469199991e-05,0.8805252464323694
2013-06-12,7.564969572692771e-05,0.5843816725987139,0.00016897566840669417,0.7880283078966637,6.607121092066342e-05,4.585516006042859e-05,0.8733836968645625
2013-06-13,7.668406692361186e-05,0.5710474625406545,0.0001668502694612649,0.9217191057365792,6.459341278319315e-05,4.941748551927941e-05,0.8423315999598364
2013-06-14,7.978958283363962e-05,0.5764357532259877,0.00017199753974230563,0.8952996892509435,6.752819238624324e-05,4.802507398802238e-05,0.846328430204213
2013-06-17,6.406673037804978e-05,0.5661970681162929,0.00016899266012969377,0.8485582962539363,5.8913906011542926e-05,4.485154920750937e-05,0.9195709795692604
2013-06-18,5.269216623890948e-05,0.5631511579670494,0.00015741122331586904,0.8631946050643858,5.128801077702848e-05,4.516579985705407e-05,0.9733517226163283
