Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MDLZ,Predicted_Covariance,Future_Cov_45_MDLZ,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.6055688535895412,0.00015980420402309358,0.980171250514074,5.676171580088445e-05,5.3682728915004336e-05,1.0324279304896524
2013-03-01,5.488021190183326e-05,0.6050886772892338,0.0001597676387536864,0.9681087641190084,5.6659315618348847e-05,5.2971649383254586e-05,1.032417945464532
2013-03-04,5.501029900576039e-05,0.6040568444598867,0.00022942511710084717,0.954708932092435,6.786100598080948e-05,5.219609719238781e-05,1.233605474016846
2013-03-05,5.845535101370509e-05,0.6040623451773671,0.0002168647072770185,0.9295477337006416,6.801243767472774e-05,4.981890071511484e-05,1.1634937862024293
2013-03-06,5.9250468430820016e-05,0.6158665656770866,0.0002061996418890432,0.944897077376484,6.80732483706762e-05,5.099064756627045e-05,1.1489065010542074
2013-03-07,5.369174155549812e-05,0.6096760406015406,0.00019133182109040488,0.943557120309061,6.179402387039053e-05,5.100108525231262e-05,1.1509036972942577
2013-03-08,4.524810700565277e-05,0.4546296065806038,0.0010854120290107393,0.947348350232912,0.00010075236219061242,5.100030144872762e-05,2.226664690702433
2013-03-11,4.8373919939468494e-05,0.44764041273839006,0.0016769247881935718,0.9605322343241288,0.00012749457938050475,5.3363665415448345e-05,2.635605705306536
2013-03-12,5.1431479865635213e-05,0.4626237951368324,0.0023128935407640693,0.957602678117261,0.00015955863010286696,5.326388482560441e-05,3.1023534714481094
2013-03-13,5.5261000285198275e-05,0.46710182374319664,0.002832251100074939,0.9520821814234778,0.00018479355099364648,5.37487498454085e-05,3.344013862216382
2013-03-14,6.195858588029715e-05,0.49224269990301217,0.002386604898505932,0.9295192934297546,0.0001892867857048675,5.3596836590877445e-05,3.055053355648983
2013-03-15,6.386120353979619e-05,0.49364722199178535,0.001972744319395399,0.945624644111842,0.00017521474366963288,5.3453742037233286e-05,2.7436805753346767
2013-03-18,6.402550064969363e-05,0.49138311017623804,0.0021430104183961162,0.9491483130355522,0.00018201570308514118,5.255363596180193e-05,2.8428626287674668
2013-03-19,6.71640875084588e-05,0.4953339677689341,0.0022900876161507863,0.8418488586057241,0.00019426417563481242,4.7888379939655915e-05,2.8923816706412686
2013-03-20,6.839791392936718e-05,0.5099942793464577,0.002420666976220247,0.8572924077724251,0.00020751727481496337,4.8547407171585824e-05,3.033970817140144
2013-03-21,6.814178529168062e-05,0.5170828868401628,0.002002151684450713,0.8750584833685309,0.00019099210139425545,4.766043427732202e-05,2.8028631855874417
2013-03-22,6.79733209422515e-05,0.5672750346318732,0.001739232310676651,0.7944862820091344,0.00019504809489362694,4.28702856377337e-05,2.869480145884517
2013-03-25,7.243408887933498e-05,0.5534870339792987,0.0014470966334406993,0.904103625652788,0.0001791957556497394,4.943641314083052e-05,2.473914677773532
2013-03-26,7.339742545776695e-05,0.5637528143226616,0.0012564402026381373,0.8583990420851931,0.00017119853671298572,4.6193279856066784e-05,2.3324869454923016
2013-03-27,7.311742529462491e-05,0.589278798646895,0.0010819955862605458,0.8013110001968766,0.0001657463623712889,4.756042610847145e-05,2.266851734773454
2013-03-28,6.422356192814954e-05,0.5554961063495265,0.00096203341794024,0.8055945552441766,0.0001380776199748801,4.81074296908689e-05,2.1499526938315126
2013-04-01,6.678777769649997e-05,0.5236094565089442,0.0008629468623588721,0.8193228300423372,0.00012570368375012004,4.910027446998252e-05,1.882136044731843
2013-04-02,6.451960799026473e-05,0.5161322895687229,0.000848561667197734,0.7661232744448236,0.00012076708792976269,4.9497452933289924e-05,1.8717889288475695
2013-04-03,6.836168011312682e-05,0.5236680498043427,0.0007967334861969079,0.703176436805174,0.00012221344226537512,4.455303638071637e-05,1.787747785939914
2013-04-04,6.901245142532413e-05,0.516178313535837,0.0007475703642342287,0.7514465673526641,0.00011724370114965269,4.972429783862206e-05,1.6988775029462304
2013-04-05,6.697476452894188e-05,0.5025008864752479,0.0006389996771739658,0.7481485008925194,0.00010395436964787935,4.8961592912844765e-05,1.5521423685328142
2013-04-08,7.273438811092278e-05,0.48821571277743375,0.00034054607305343754,0.6847986323486206,7.683685594076155e-05,4.639556360478994e-05,1.0564034143462149
2013-04-09,7.022991067372413e-05,0.4707248899025185,0.00028766985332889827,0.6940623640282851,6.690759147294494e-05,4.822889845756551e-05,0.9526936718428405
2013-04-10,6.636144982931065e-05,0.4509216405547767,0.00024447090195553673,0.7339771820710496,5.7434467468256385e-05,5.2259492022965714e-05,0.8654793952812136
2013-04-11,6.716170407401359e-05,0.46700661818302586,0.00021041298206544138,0.73191944060583,5.551625403093413e-05,5.280934218508526e-05,0.8266057985925144
2013-04-12,6.98842565011876e-05,0.4847129628610742,0.00019881899411939845,0.7688758204102907,5.713513331089657e-05,5.6177204214844085e-05,0.8175680213457752
2013-04-15,9.593981606210937e-05,0.4769485771607766,0.00018716484892880824,0.8339080565125018,6.391210803985563e-05,5.0331592054296434e-05,0.666168757280922
2013-04-16,8.836558039441448e-05,0.4771405581928424,0.0001768551398398248,0.9249861817910116,5.964811785472864e-05,5.6742953214385896e-05,0.6750152897598005
2013-04-17,8.959564094882932e-05,0.5120819840507348,0.0001723072226705861,1.0023963987547275,6.362600838211169e-05,7.123844684529502e-05,0.7101462493967798
2013-04-18,9.719405369416862e-05,0.48883901700517646,0.00016544164356449768,1.0223548606401711,6.19880718739275e-05,7.171478514930294e-05,0.6377763815570398
2013-04-19,7.72897485213767e-05,0.5847301797194351,0.00017157699940189848,0.8753082197571072,6.73357948526307e-05,6.351938482976937e-05,0.8712124976575264
2013-04-22,7.797978274745508e-05,0.6508740713692559,0.00025236950709614644,0.8643493317766049,9.130749354536983e-05,6.409194415482087e-05,1.170912386882095
2013-04-23,8.499754389235151e-05,0.6764325013145187,-0.009555164104504889,0.857891389619687,,6.34482011119532e-05,
2013-04-24,7.773768893068322e-05,0.6867128716614845,-0.017693378191728896,0.8713647158046307,,6.503488683046817e-05,
2013-04-25,6.90805921567358e-05,0.7029363024094348,-0.014487836657276673,0.8860518572776916,,6.625761542489053e-05,
2013-04-26,7.034557142953508e-05,0.6393118021399695,-0.011789260797504836,0.9110835067309564,,6.866144366454184e-05,
2013-04-29,6.776168711759701e-05,0.6226228158355027,-0.009609532961305626,0.9167975874352576,,6.829208681377285e-05,
2013-04-30,5.8041023931509805e-05,0.6258535790028399,-0.007970829239553117,0.9199309042031012,,6.84305558507193e-05,
2013-05-01,6.311211636341748e-05,0.6076985086206012,-0.010922253447098882,0.9490757213375428,,7.103994367424799e-05,
2013-05-02,6.214021471172626e-05,0.570779047020453,-0.008935478747186178,0.9629962051044972,,7.1008861139739e-05,
2013-05-03,7.476459886581012e-05,0.5579000460610707,-0.007264512371298773,0.9668705215256056,,7.027151901887144e-05,
2013-05-06,7.535412832838797e-05,0.5450557952099279,-0.005960359870803303,0.97875937593439,,7.104129902036721e-05,
2013-05-07,7.392273390092128e-05,0.539662115625045,-0.004721266166847394,1.0600551517132748,,8.050051896583595e-05,
2013-05-08,6.958015556766957e-05,0.5250178395848513,-0.003644826474731724,1.082410755964014,,8.181809474699567e-05,
2013-05-09,7.111722928104653e-05,0.5320733438090464,-0.0029419441141112766,1.0664197627187415,,8.057075007615894e-05,
2013-05-10,7.562958883543677e-05,0.5433339733716539,-0.0023785075445653865,1.074068346390867,,8.145122064453852e-05,
2013-05-13,7.357910230951406e-05,0.5509391356937265,-0.0019176985626214746,1.0849791392368509,,8.237235737249541e-05,
2013-05-14,7.590263764609063e-05,0.5598399628297529,-0.0014237801880928715,1.0782448921283694,,8.012912237385724e-05,
2013-05-15,7.650099964197039e-05,0.5601588106844084,-0.001012659539600909,1.071138558613809,,7.906025327670617e-05,
2013-05-16,7.639729836462006e-05,0.5589471772014573,-0.0006768597847843919,1.0785210280804272,,7.900676839406074e-05,
2013-05-17,7.425705624970095e-05,0.5496724958887385,-0.0005204877241958755,1.0901182177130002,,7.791606479802779e-05,
2013-05-20,7.217439206379002e-05,0.5470523687490698,-0.00039845266473852864,1.0936970393081111,,7.855203180168049e-05,
2013-05-21,7.13709588975209e-05,0.5437128378558312,-0.0002922904248545256,1.097621933310396,,7.891875195042558e-05,
2013-05-22,7.35750525384875e-05,0.49184134215610087,-0.00020809756796318895,1.1832181620615685,,8.346316401958231e-05,
2013-05-23,7.454058968752127e-05,0.496642707769861,-0.00013718776078532573,1.163364601596922,,8.209563469634662e-05,
2013-05-24,7.630250921850573e-05,0.5369896900630723,-8.289075784026904e-05,1.1626630626055947,,8.200753389577973e-05,
2013-05-28,7.438631671877e-05,0.5219591917117302,-0.001673064894597346,1.1560060722348051,,8.071578492119781e-05,
2013-05-29,7.273626036607267e-05,0.561769504151153,-0.0013781212784613733,1.103066153658992,,7.879664957122151e-05,
2013-05-30,7.309916508279677e-05,0.5444221391285324,-0.0011068776435392742,1.1306937893531237,,8.056656193072583e-05,
2013-05-31,7.696255068093324e-05,0.5223475267815743,-0.0008759391509495697,1.194278317972159,,7.887910797457373e-05,
2013-06-03,7.835861755638394e-05,0.564199343836565,-0.0006859004202818789,1.1712639428715688,,7.79139793585683e-05,
2013-06-04,7.696792659140356e-05,0.5913062380909021,-0.0005281737628513316,1.191595338010498,,7.886052585928639e-05,
2013-06-05,8.390672708275947e-05,0.5833221262640514,-0.0003984221578775292,1.3030895065106047,,7.976175956976015e-05,
2013-06-06,8.864935953499249e-05,0.5575869140741719,-0.0002907916687927174,1.3799575103158546,,8.294385711942008e-05,
2013-06-07,8.584609796353898e-05,0.5814306582079055,-0.00020657712305860595,1.3808666063589152,,7.865837993474041e-05,
2013-06-10,7.344670994631798e-05,0.6069265705343753,-0.0001196507698061559,1.3796989180810482,,7.875199624992814e-05,
2013-06-11,7.540176794643908e-05,0.5818675113234398,-6.920079938991509e-05,1.497036261317,,8.243384288987125e-05,
2013-06-12,7.564969572692771e-05,0.5906821094392679,-2.7892150116670308e-05,1.4665782608260536,,8.533980342764852e-05,
2013-06-13,7.668406692361186e-05,0.6117345511458268,6.031898515269688e-06,1.517948888613713,1.3156567317736294e-05,8.138403202798833e-05,0.17156846064048858
2013-06-14,7.978958283363962e-05,0.6097315154735842,3.3906659612198205e-05,1.5297329061211435,3.1714235267282186e-05,8.205692114094868e-05,0.39747338112302216
2013-06-17,6.406673037804978e-05,0.642523683241013,6.91441064266757e-05,1.5018458378825847,4.27644612130573e-05,7.938183245305997e-05,0.667498730787564
2013-06-18,5.269216623890948e-05,0.6564251529529143,9.752185421196332e-05,1.5202904503018075,4.705537249848418e-05,7.954768692953129e-05,0.8930240651927701
2013-06-19,5.313666894497608e-05,0.6892289984534511,-0.0020623375020134564,1.464697054827669,,7.281550483561717e-05,
2013-06-20,6.610900161714408e-05,0.7127837300076778,-0.0035705150437261982,1.381547905714844,,4.807718673092318e-05,
2013-06-21,6.524441916700448e-05,0.7009551167099722,-0.002895316347849343,1.4660923476946266,,5.144584546099526e-05,
2013-06-24,5.5679700730278476e-05,0.6160627856859257,-0.0021897300745223613,1.3199306457773252,,4.954418889250415e-05,
2013-06-25,5.683904438603972e-05,0.600443135385117,-0.0017579543898096379,1.3793618995011467,,4.958459008674098e-05,
2013-06-26,5.616484134519195e-05,0.5796311580812439,-0.0014025947063324021,1.417909223484943,,4.828492570311961e-05,
2013-06-27,5.600093181678947e-05,0.5762788806292001,-0.001114625618442778,1.4055862638431251,,4.735319770709501e-05,
2013-06-28,5.651835513949762e-05,0.5655441968653039,-0.0008848527216287956,1.345874444593666,,4.521262452581417e-05,
2013-07-01,4.0959150997653995e-05,0.577003768971407,-0.0006996539125352152,1.2681164488798646,,4.349432042116293e-05,
2013-07-02,4.708768430286185e-05,0.5808973097866215,-0.00041694553363657796,1.2563539579666712,,4.303409187836387e-05,
2013-07-03,4.5307854285029834e-05,0.5782816879155191,-0.00030989199881671723,1.254632795024235,,4.297462456760757e-05,
2013-07-05,5.048108536897671e-05,0.5807808250118996,-0.001375953441343835,1.2604228191364624,,4.253192934462329e-05,
2013-07-08,5.858594159480322e-05,0.5772936210879315,-0.0009269016345607084,1.2353512728520026,,4.224166484136836e-05,
2013-07-09,6.185296409698371e-05,0.5611912961986304,-0.000636581908213262,1.2399276487884767,,4.135362856260266e-05,
2013-07-10,6.043816195282401e-05,0.5536108098482512,-0.00038586051532785994,1.2364828082794237,,4.1524642111536364e-05,
2013-07-11,6.428746384905295e-05,0.5769328474400809,-0.00018907630401027913,1.076373190418091,,3.2008373303347e-05,
2013-07-12,6.999194674271863e-05,0.5823851913749845,-1.9251945603333953e-05,1.0876310300345158,,3.308028566571583e-05,
2013-07-15,7.060701256657018e-05,0.599067724734481,1.5811338511361752e-05,1.1101433643727443,2.0016316472421863e-05,3.3881011561656034e-05,0.2834890720457822
2013-07-16,3.5042919617133015e-05,0.5897168778336185,4.1654066133133344e-05,1.1591241458989936,2.253058145656013e-05,3.805320199500123e-05,0.6429424746203106
2013-07-17,3.792838595062833e-05,0.5764403574559095,6.337971746133491e-05,1.125429560853516,2.8262573776686497e-05,3.700068303073133e-05,0.7451562482378266
2013-07-18,3.7451029819475974e-05,0.5673250936393374,8.057359975751259e-05,1.1963838926244703,3.116450685924067e-05,4.2768788541094096e-05,0.8321401843810963
2013-07-19,4.0860668714576163e-05,0.5640539418551842,9.457189548021461e-05,1.214929793439773,3.506343182840709e-05,4.3999314721400217e-05,0.8581218303923392
2013-07-22,3.950888193740232e-05,0.5692900334739658,0.00010616695482672128,1.2101739582529645,3.6870211675965924e-05,4.388764188486874e-05,0.9332132388454553
2013-07-23,3.3171208880188284e-05,0.5524081381240228,0.00020168191786243338,1.221445532489815,4.518291006890988e-05,4.440330773558477e-05,1.3621122531924263
2013-07-24,3.471216593235655e-05,0.5604995562557924,0.0002767526655511018,1.186943463705462,5.4936632672518715e-05,4.315410062265396e-05,1.582633385066593
2013-07-25,3.488954269695917e-05,0.5683516334643197,0.00034027441793652263,1.1771644707545197,6.192690866325005e-05,4.3238382912081595e-05,1.7749418271580657
2013-07-26,3.343176772700175e-05,0.6093641126105751,0.00038818104187270314,1.1876216530721757,6.941825697045459e-05,4.4335036352211655e-05,2.0764159866541467
2013-07-29,3.360094972876798e-05,0.5900394517802546,0.00046838955991975275,1.068659435097291,7.402193443675414e-05,4.1186119685656434e-05,2.202971494385443
