Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MET,Predicted_Covariance,Future_Cov_45_MET,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.708456036668238,0.0003285321198619735,1.7306637843176125,9.521375830997595e-05,9.478624753359233e-05,1.7318247353717011
2013-03-01,5.488021190183326e-05,0.7103289100261309,0.0003284243541584971,1.739190926860131,9.536413144317659e-05,9.516266705013223e-05,1.7376779013491923
2013-03-04,5.501029900576039e-05,0.7104519555175401,0.0003261332172552927,1.7360414491393437,9.515995634408835e-05,9.491331353807574e-05,1.7298571006517107
2013-03-05,5.845535101370509e-05,0.7109247275577282,0.0003528418606915786,1.7041443794092337,0.0001021000155909926,9.133323288737182e-05,1.746632495065419
2013-03-06,5.9250468430820016e-05,0.7091105013688166,0.0003517471733091942,1.7241849485559928,0.00010237056945063511,9.30443210756772e-05,1.7277596643841135
2013-03-07,5.369174155549812e-05,0.6974858305022262,0.00034915859968860766,1.7274753924065671,9.549936994801598e-05,9.33733823454602e-05,1.7786603150002813
2013-03-08,4.524810700565277e-05,0.7074958795364509,0.00026796357108231167,1.6726999921076111,7.790440244603002e-05,9.004945626368453e-05,1.7217162794522556
2013-03-11,4.8373919939468494e-05,0.7055376675467163,0.0002861273513935407,1.703270606208327,8.300524449183653e-05,9.462749868631414e-05,1.7159089979828612
2013-03-12,5.1431479865635213e-05,0.7116471538389153,0.0002814849674634435,1.7018145651701175,8.562623144463349e-05,9.465852285623753e-05,1.6648603475601342
2013-03-13,5.5261000285198275e-05,0.714647396128242,0.00029870280002412786,1.7072092783663084,9.181652109532794e-05,9.637861754694127e-05,1.661506679601692
2013-03-14,6.195858588029715e-05,0.7227136635027822,0.00031274976361779565,1.7151040867792902,0.0001006040603488681,9.889429313110051e-05,1.623730737548357
2013-03-15,6.386120353979619e-05,0.7312091405976142,0.0003173396909125676,1.7468704453867054,0.00010409319970787324,9.874611743845755e-05,1.6299911986939897
2013-03-18,6.402550064969363e-05,0.7337942485623912,0.0003623276593462697,1.7014035696043417,0.0001117638977292775,9.420544986813612e-05,1.7456153656771494
2013-03-19,6.71640875084588e-05,0.7374622293219257,0.00038232581406395815,1.6887654290482998,0.00011817487518398619,9.606503550906038e-05,1.7594949856067499
2013-03-20,6.839791392936718e-05,0.7353867772866268,0.00039204013050499675,1.7025083200514413,0.00012042107710841616,9.641093736186497e-05,1.7605957578292812
2013-03-21,6.814178529168062e-05,0.733589802744508,0.00039523501034389335,1.7186710933920653,0.00012038925962542161,9.360815562363737e-05,1.7667464847023877
2013-03-22,6.79733209422515e-05,0.7370354312362668,0.0004161775464345502,1.7648888819168451,0.0001239643858313388,9.523297280262623e-05,1.8237211910928401
2013-03-25,7.243408887933498e-05,0.7340303879723837,0.0004348858383937541,1.6797563963408966,0.00013027862707595426,9.18491297117663e-05,1.7985817049894857
2013-03-26,7.339742545776695e-05,0.7342500571069402,0.0004400438030810099,1.6939117152866852,0.00013195697676085294,9.11549688192011e-05,1.7978420351648614
2013-03-27,7.311742529462491e-05,0.7325685357046616,0.0004330545033318685,1.5661500257039658,0.00013035568799901845,9.295612134860637e-05,1.782826562529429
2013-03-28,6.422356192814954e-05,0.7269553066993477,0.00042317809801909454,1.5640289381444303,0.00011984405537240829,9.339861061183769e-05,1.8660449806020487
2013-04-01,6.678777769649997e-05,0.7248741425223123,0.0004106958604854107,1.56319452888951,0.00012005251628391178,9.367892313519904e-05,1.797522247700168
2013-04-02,6.451960799026473e-05,0.7171463086489092,0.00039043640859429856,1.567731426330365,0.00011382267343551931,0.00010128750173144013,1.764156308151994
2013-04-03,6.836168011312682e-05,0.7161880750656828,0.00042875866716716207,1.520262798093109,0.00012261395622546,9.632336950798334e-05,1.793606535453122
2013-04-04,6.901245142532413e-05,0.7155591430094473,0.0004237979556591331,1.5569836421127974,0.00012237386905364334,0.00010302784218314886,1.7732143479363236
2013-04-05,6.697476452894188e-05,0.7188942114386297,0.00042725333073822944,1.517729446432705,0.0001216083267411133,9.932580392719508e-05,1.8157335467534577
2013-04-08,7.273438811092278e-05,0.7218111460652104,0.00041384621922193617,1.598939466062688,0.0001252313247788216,0.00010832921415671652,1.7217622644716408
2013-04-09,7.022991067372413e-05,0.7185564653266191,0.00038666682506118303,1.5620463694132332,0.00011841055470027761,0.00010854323709356109,1.6860416532550115
2013-04-10,6.636144982931065e-05,0.7060584978055344,0.0003774552580686075,1.4993446796198422,0.00011174583807999215,0.00010675398805065902,1.6838968763855433
2013-04-11,6.716170407401359e-05,0.6966134039324918,0.00037011068046481323,1.5437979631343002,0.00010982936915655494,0.00011138788010920268,1.6352975355646233
2013-04-12,6.98842565011876e-05,0.709721631575901,0.00039055246997256066,1.542626496251988,0.00011725123105295922,0.00011271058525540993,1.6777917791966017
2013-04-15,9.593981606210937e-05,0.736341379424546,0.0003822637564089127,1.6465087040011137,0.00014101334318984893,9.937714806379245e-05,1.469810439271219
2013-04-16,8.836558039441448e-05,0.739796879389853,0.00039198179950773683,1.5818875809746449,0.00013768512188077624,9.704033937443457e-05,1.5581306801384311
2013-04-17,8.959564094882932e-05,0.7494771618942798,0.00038331355182758664,1.3304281996402556,0.00013889254339052512,9.455105654738529e-05,1.550215411370858
2013-04-18,9.719405369416862e-05,0.7461019185227554,0.0006100339147874097,1.291414491289326,0.00018167492715061499,9.05884212488783e-05,1.8691979626888942
2013-04-19,7.72897485213767e-05,0.7289930944087041,0.0005571247791956757,1.3758528410388429,0.00015127271409437617,9.98429171650288e-05,1.957215762612261
2013-04-22,7.797978274745508e-05,0.715659790074143,0.0004961533732216251,1.3867252707938351,0.00014076853839673636,0.00010282638667761264,1.8051927491594666
2013-04-23,8.499754389235151e-05,0.7079923368893074,0.0006449675383095219,1.266667052510268,0.00016576799081701802,9.368056010584782e-05,1.9502680104140588
2013-04-24,7.773768893068322e-05,0.705274848888185,0.0004271524628431461,1.2729651539010407,0.00012851850548217588,9.500860342576157e-05,1.653232907358137
2013-04-25,6.90805921567358e-05,0.6961451857998362,0.0002361855854158722,1.272986029710237,8.892104222569737e-05,9.519196659317546e-05,1.287207295848679
2013-04-26,7.034557142953508e-05,0.6979987330046444,-0.0002462810178448163,1.275904176677162,,9.615520652174695e-05,
2013-04-29,6.776168711759701e-05,0.6978125892656586,-0.0006219896518445947,1.2691290277672866,,9.453719221123406e-05,
2013-04-30,5.8041023931509805e-05,0.6935325164489181,-0.0007726862120036575,1.2754698461202123,,9.487789804870785e-05,
2013-05-01,6.311211636341748e-05,0.7050135212563805,-0.0010731313397813014,1.2827194347328352,,9.601374721172018e-05,
2013-05-02,6.214021471172626e-05,0.7075074918200113,-0.001447110242945809,1.2176484984629288,,8.978626570494464e-05,
2013-05-03,7.476459886581012e-05,0.7172052384514649,-0.0012794147454013977,1.2326734296866635,,8.958990105687053e-05,
2013-05-06,7.535412832838797e-05,0.7233804692065625,-0.001139624146755809,1.2328859192467545,,8.948656779261366e-05,
2013-05-07,7.392273390092128e-05,0.7296516443846456,-0.0010151484808692164,1.1635287440985684,,8.835829681146307e-05,
2013-05-08,6.958015556766957e-05,0.7371281438215032,-0.0008610998153900156,1.159572341380244,,8.765064387091014e-05,
2013-05-09,7.111722928104653e-05,0.7437140993209284,-0.0008341707068421269,1.1248707887848628,,8.498687511200993e-05,
2013-05-10,7.562958883543677e-05,0.7369136920064037,-0.0005933464994449622,1.130609701645274,,8.573899471202978e-05,
2013-05-13,7.357910230951406e-05,0.7372942871400029,-0.0003088121105008179,1.124090936155078,,8.534175171080016e-05,
2013-05-14,7.590263764609063e-05,0.7402890993707681,-0.00021294399399412182,1.1023708734694917,,8.192203020526486e-05,
2013-05-15,7.650099964197039e-05,0.7397730334316218,-0.00010772971425670909,1.1015030633141654,,8.130144365579092e-05,
2013-05-16,7.639729836462006e-05,0.7406073669290661,-1.9180646280874892e-05,1.0920232150110774,,7.999586747314122e-05,
2013-05-17,7.425705624970095e-05,0.7238109764035405,4.836069193551594e-05,1.080989940961455,4.3375079332013944e-05,7.726362234608913e-05,0.5841206414937655
2013-05-20,7.217439206379002e-05,0.720401457779895,0.00011211005532038099,1.086123115882088,6.480200355299741e-05,7.80080538512594e-05,0.8978531262961431
2013-05-21,7.13709588975209e-05,0.7217052807881296,0.00015187298474110504,1.0854885924581408,7.51382218117998e-05,7.804636767311697e-05,1.0527842552835556
2013-05-22,7.35750525384875e-05,0.7259949466340944,-7.717841891221188e-05,1.0652604611808247,,7.514253199105705e-05,
2013-05-23,7.454058968752127e-05,0.7251330223308271,-0.000266355944177637,1.0782101959920234,,7.608650826622474e-05,
2013-05-24,7.630250921850573e-05,0.712620116694272,-5.077500204095348e-05,1.0745922515128838,,7.57955278054441e-05,
2013-05-28,7.438631671877e-05,0.7071415411101006,2.1447844226357838e-05,1.0393998788283887,2.8245203072249434e-05,7.257399340856626e-05,0.3797096605688272
2013-05-29,7.273626036607267e-05,0.7027942159833925,0.00015467462176066605,1.2473498937856444,7.454408601724725e-05,8.910344329512694e-05,1.0248545311798547
2013-05-30,7.309916508279677e-05,0.7043592974826612,0.00022010848447897224,1.2395450810169537,8.934471168354005e-05,8.832266213544238e-05,1.2222398379289632
2013-05-31,7.696255068093324e-05,0.7157218319174673,0.0003059036071042568,1.312556802115287,0.00010981869793127297,8.66911072224846e-05,1.4269108411771951
2013-06-03,7.835861755638394e-05,0.7042001105940369,0.000312256303476425,1.3487745766148742,0.00011015268272852642,8.972221433205702e-05,1.405750715921764
