Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_BP,Predicted_Covariance,Future_Cov_45_BP,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.47595792098734274,0.00010772544850775566,0.565207260168327,3.662904528663194e-05,3.0955680563467964e-05,0.66623865905935
2013-03-01,5.488021190183326e-05,0.4742910225367479,0.00010406661500118709,0.5678208086876276,3.584334300899932e-05,3.1069241293036736e-05,0.6531196175611337
2013-03-04,5.501029900576039e-05,0.4818994439280492,0.00010549604796238929,0.5735997467807702,3.671102607670303e-05,3.13599958333681e-05,0.6673482373338644
2013-03-05,5.845535101370509e-05,0.4868325896957673,0.00010696968608742644,0.559948107242423,3.849657923042573e-05,3.001029226252792e-05,0.6585638194422962
2013-03-06,5.9250468430820016e-05,0.49664060353366685,0.00010760923274871333,0.5729071840094131,3.965636329871593e-05,3.091649768789458e-05,0.6693004181902481
2013-03-07,5.369174155549812e-05,0.48210485598521846,0.0001060910251483272,0.5697231366777963,3.638602172109487e-05,3.0794636210685144e-05,0.6776837678748919
2013-03-08,4.524810700565277e-05,0.5018113347881942,0.00010756720697156406,0.5830568857492611,3.500907372590434e-05,3.138874620688134e-05,0.7737135549456403
2013-03-11,4.8373919939468494e-05,0.5245717031829046,0.00010633043936707998,0.5636309166775305,3.762177699791844e-05,3.131327672365508e-05,0.7777285166262217
2013-03-12,5.1431479865635213e-05,0.5253889623653124,0.00011117366640679813,0.5469513551056452,3.9727974118564106e-05,3.0422590338649757e-05,0.7724447016176371
2013-03-13,5.5261000285198275e-05,0.5344463094922421,0.0001195557893261292,0.555495252044494,4.3440894464145584e-05,3.1359871999506953e-05,0.786104019832252
2013-03-14,6.195858588029715e-05,0.510810059445202,0.0001355919422630667,0.5269270914194782,4.6819538730311e-05,3.038304359440425e-05,0.7556586075215708
2013-03-15,6.386120353979619e-05,0.4836803395081205,0.0001254545384209984,0.5343160194177213,4.329324834324094e-05,3.0203517691886753e-05,0.6779272225313139
2013-03-18,6.402550064969363e-05,0.48142578333720465,0.00011965944239107962,0.5111783975537432,4.213852451302522e-05,2.8303567574871037e-05,0.6581522063151076
2013-03-19,6.71640875084588e-05,0.5021267804280822,0.00012159165739430611,0.5368809071558587,4.537679658183739e-05,3.054034771373153e-05,0.6756110038139436
2013-03-20,6.839791392936718e-05,0.5186844806352094,0.0001228702839682629,0.5363369317391903,4.7549736323344204e-05,3.037209611357407e-05,0.6951927857397469
2013-03-21,6.814178529168062e-05,0.4749780758546985,0.00012019846031955323,0.5647166792649506,4.2986270772854637e-05,3.075753528359261e-05,0.6308356992534329
2013-03-22,6.79733209422515e-05,0.4764958987342806,0.00013733282233263668,0.501012549484052,4.6037908340234294e-05,2.7034514743482345e-05,0.677293792653547
2013-03-25,7.243408887933498e-05,0.4881593603766982,0.0001333789381283321,0.4892114660842659,4.7981823609961305e-05,2.675009751576976e-05,0.6624204756670894
2013-03-26,7.339742545776695e-05,0.4831709275448712,0.00013229337661894663,0.4751778706806954,4.761132401087908e-05,2.5570886365906173e-05,0.6486783931988834
2013-03-27,7.311742529462491e-05,0.4826033458018554,0.0001288252924896172,0.5383192414519737,4.683832352735339e-05,3.19510059135024e-05,0.6405904384436334
2013-03-28,6.422356192814954e-05,0.4667386394658588,0.00011850860458555448,0.5531508006548258,4.071888641603903e-05,3.303232758677729e-05,0.6340178774511682
2013-04-01,6.678777769649997e-05,0.4603141597753401,0.00011600267128589668,0.5453028462932298,4.0516957516975346e-05,3.2678839696041006e-05,0.6066522785215932
2013-04-02,6.451960799026473e-05,0.48147812062382844,0.00011293253637627137,0.5498866184836068,4.109906650695997e-05,3.552690268646637e-05,0.6370011813023003
2013-04-03,6.836168011312682e-05,0.4666444729100828,0.00010739586924707513,0.5536321632125042,3.998400369219356e-05,3.5077958557896676e-05,0.5848891312505327
2013-04-04,6.901245142532413e-05,0.4579248950687683,9.920178208515357e-05,0.5243805304406093,3.788939919499423e-05,3.469901229073859e-05,0.5490226533394915
2013-04-05,6.697476452894188e-05,0.4532708709449003,9.887149517843733e-05,0.5370543615980653,3.6884929609185746e-05,3.514681509521564e-05,0.5507287687924102
2013-04-08,7.273438811092278e-05,0.44876619349827324,9.69613555440404e-05,0.554913391551101,3.7686809047894026e-05,3.759575200166597e-05,0.5181429311046127
2013-04-09,7.022991067372413e-05,0.45256000121853207,9.959521618369989e-05,0.5552602054261547,3.784917906390539e-05,3.858383547783553e-05,0.5389324676738669
2013-04-10,6.636144982931065e-05,0.43470865326245933,9.24075334176037e-05,0.5912428362171464,3.404159551996528e-05,4.2096745018341166e-05,0.5129724502331431
2013-04-11,6.716170407401359e-05,0.44286221877807824,9.556472571415607e-05,0.5941330911213788,3.547956559776384e-05,4.286780207196123e-05,0.5282707770288947
2013-04-12,6.98842565011876e-05,0.4797092139187663,9.640271683539911e-05,0.6009747725527262,3.937425697868514e-05,4.3909668673997584e-05,0.5634209899337774
2013-04-15,9.593981606210937e-05,0.47651954845995503,9.211185772929696e-05,0.5799571870847722,4.479586560202227e-05,3.5004061084844986e-05,0.46691631734026245
2013-04-16,8.836558039441448e-05,0.4880813921872779,9.467906937565482e-05,0.6475260812387411,4.4643764460877195e-05,3.972226056575404e-05,0.5052166721659318
2013-04-17,8.959564094882932e-05,0.4962980837332105,0.00010549176658932145,0.6300820856037825,4.824977819917221e-05,4.4778761395411445e-05,0.5385281882935473
2013-04-18,9.719405369416862e-05,0.4862750216345652,0.00011554962452564444,0.684212550564802,5.1533077519984744e-05,4.799522939567787e-05,0.5302081306551841
2013-04-19,7.72897485213767e-05,0.5138189457437822,0.00010176812097326589,0.6895560855169006,4.5569780717685626e-05,5.003972014544961e-05,0.589596700590661
2013-04-22,7.797978274745508e-05,0.5263351284863509,9.922023455507618e-05,0.6804218250628915,4.629706839478022e-05,5.0453625646954525e-05,0.5937060448695742
2013-04-23,8.499754389235151e-05,0.5348385358581955,9.905218371520384e-05,0.6580620969293771,4.907472862376314e-05,4.866916345743746e-05,0.577366431739672
2013-04-24,7.773768893068322e-05,0.5459275053908781,9.787670438869023e-05,0.6493147691548555,4.7620116922615024e-05,4.846204093809734e-05,0.6125743841584577
2013-04-25,6.90805921567358e-05,0.5426141815949446,9.007167022687611e-05,0.643504657047218,4.280192227529032e-05,4.812030327633297e-05,0.6195940269037901
2013-04-26,7.034557142953508e-05,0.5784666138949441,8.797532985855204e-05,0.6340042588552101,4.550688741825352e-05,4.7780085338896926e-05,0.6469047943385834
2013-04-29,6.776168711759701e-05,0.5918729982284205,7.567992181126131e-05,0.6231938249517566,4.2384881188049936e-05,4.642159553939484e-05,0.6254992015546056
2013-04-30,5.8041023931509805e-05,0.5921781411815488,5.994582878687003e-05,0.6084948767383324,3.4930064664020726e-05,4.5263880642850835e-05,0.6018168236528576
2013-05-01,6.311211636341748e-05,0.5919885060961673,6.587922811772807e-05,0.5929892934895094,3.817191056052052e-05,4.4386264511706556e-05,0.6048269771325022
2013-05-02,6.214021471172626e-05,0.5906969881168367,6.960983302006008e-05,0.5919588921030592,3.884958887144048e-05,4.364952483402427e-05,0.6251923822868496
2013-05-03,7.476459886581012e-05,0.6073988623350544,7.078040066070018e-05,0.5887815586797489,4.4185369003822315e-05,4.2792259746879705e-05,0.5909931929565705
2013-05-06,7.535412832838797e-05,0.6199475263336216,7.320866809876499e-05,0.5882870973413344,4.604576678429013e-05,4.269964673610559e-05,0.611058316322444
2013-05-07,7.392273390092128e-05,0.6016676882494487,7.457106528609508e-05,0.5999089776590962,4.4671534658818154e-05,4.55570485703216e-05,0.604300359327774
2013-05-08,6.958015556766957e-05,0.6065214786919334,7.92574482215873e-05,0.6138126271142854,4.504109349351559e-05,4.6397339831874836e-05,0.6473267144352857
2013-05-09,7.111722928104653e-05,0.6108141222381358,8.295495646373745e-05,0.6054707812523321,4.6915640906436565e-05,4.5744871485061254e-05,0.6596944422712495
2013-05-10,7.562958883543677e-05,0.6309488225829778,8.013349074625968e-05,0.5914743884298148,4.911871931223364e-05,4.4854045908227857e-05,0.6494643177171251
2013-05-13,7.357910230951406e-05,0.6454227870332077,7.710351937840753e-05,0.5913374756271793,4.861369565375505e-05,4.4894745077193554e-05,0.6606997656652454
2013-05-14,7.590263764609063e-05,0.6494765048237239,7.495137146721297e-05,0.6032119331792115,4.8987093297591336e-05,4.482733297783483e-05,0.6453938205152008
2013-05-15,7.650099964197039e-05,0.6269559072235036,7.317059449380761e-05,0.6146540395332655,4.690712826979615e-05,4.5367337075362435e-05,0.6131570631668153
2013-05-16,7.639729836462006e-05,0.6100371150107289,7.17893709005245e-05,0.6124833199206426,4.517782645320599e-05,4.4867301185885716e-05,0.591353718263525
2013-05-17,7.425705624970095e-05,0.6228195103889806,6.351478469968936e-05,0.6078508071025266,4.277287949800641e-05,4.34460612658094e-05,0.576010976710091
2013-05-20,7.217439206379002e-05,0.6116247710520006,6.495912525441047e-05,0.6092353830416047,4.187903997218724e-05,4.375679503865893e-05,0.5802479075289365
2013-05-21,7.13709588975209e-05,0.5976924667863052,6.290494227162011e-05,0.6111593859024537,4.0048009198796896e-05,4.394221226314606e-05,0.5611247181966611
2013-05-22,7.35750525384875e-05,0.58645729444835,6.492082421400862e-05,0.6058985988230821,4.053159508482546e-05,4.273955197298147e-05,0.5508877491269635
2013-05-23,7.454058968752127e-05,0.5780724783153445,6.747028032491157e-05,0.6286600550439575,4.099538437215321e-05,4.436291611093354e-05,0.54997397450179
2013-05-24,7.630250921850573e-05,0.6061462934207696,6.960157676403104e-05,0.6317324072662319,4.417294992497039e-05,4.455875349290445e-05,0.5789187063098192
2013-05-28,7.438631671877e-05,0.6077331333936482,5.7661815059276984e-05,0.6322455040311864,3.9801880957049084e-05,4.414526302800421e-05,0.5350699256628985
2013-05-29,7.273626036607267e-05,0.6165176684545837,6.042490944236192e-05,0.6501713302469302,4.087229420040042e-05,4.644446962748546e-05,0.5619246025942931
2013-05-30,7.309916508279677e-05,0.6220486292172909,6.165869197729965e-05,0.6523748747578367,4.1761654818121535e-05,4.648438086787084e-05,0.5713013927152195
2013-05-31,7.696255068093324e-05,0.6306261153561441,7.141257053722083e-05,0.613706222777178,4.675187262343492e-05,4.0533767282407694e-05,0.607462619284229
2013-06-03,7.835861755638394e-05,0.6143022202617578,7.78820161990263e-05,0.5948466985389679,4.79892608307506e-05,3.9569965141972825e-05,0.6124311827760273
2013-06-04,7.696792659140356e-05,0.6001211859927985,7.81142990456433e-05,0.6105649781886593,4.653279321082794e-05,4.0407572701326874e-05,0.6045738175831947
2013-06-05,8.390672708275947e-05,0.5923820719735284,8.166870824987363e-05,0.6196448634750737,4.903747956723142e-05,3.792829607805106e-05,0.5844284632728485
2013-06-06,8.864935953499249e-05,0.5858192599559132,8.276738337470106e-05,0.6076058674424247,5.018004654149578e-05,3.65208159507248e-05,0.5660508638157532
2013-06-07,8.584609796353898e-05,0.5786690731679438,7.80162346662764e-05,0.6612624586514406,4.7356875945431097e-05,3.7667529556918034e-05,0.5516485555994026
2013-06-10,7.344670994631798e-05,0.5775510686544594,7.80794127413006e-05,0.6699327907522942,4.373658139321886e-05,3.823917228144794e-05,0.5954872781256754
2013-06-11,7.540176794643908e-05,0.5770558580149018,7.754743465069813e-05,0.6793049664544093,4.412577400158969e-05,3.740571977177671e-05,0.5852087451441988
2013-06-12,7.564969572692771e-05,0.5769819335093738,7.621752520270407e-05,0.6244913704459106,4.381201513471522e-05,3.6338988664743196e-05,0.5791433093513451
2013-06-13,7.668406692361186e-05,0.5875580192521748,7.74432258628353e-05,0.6227770445677924,4.527881416950998e-05,3.338986399449124e-05,0.5904592177487673
2013-06-14,7.978958283363962e-05,0.58579022758888,7.79842130493915e-05,0.621302361234412,4.6208148422240354e-05,3.332749047660208e-05,0.5791250785028395
2013-06-17,6.406673037804978e-05,0.5734517806974347,7.858021079170267e-05,0.5876991737037184,4.068832208176048e-05,3.106353272951414e-05,0.6350928452515646
2013-06-18,5.269216623890948e-05,0.5617663709984586,7.314246376977989e-05,0.6074402531588654,3.487494703965482e-05,3.178370756527742e-05,0.6618620855618212
2013-06-19,5.313666894497608e-05,0.5670396214816595,8.01868466057138e-05,0.5873472094997916,3.701366894596154e-05,2.9199200908170166e-05,0.6965748828608322
2013-06-20,6.610900161714408e-05,0.5688637428873174,8.139769094769272e-05,0.5066426867223301,4.1729635982790526e-05,1.763091598535818e-05,0.6312247192062987
2013-06-21,6.524441916700448e-05,0.5977925163638955,7.330132260414162e-05,0.515183631144092,4.1340722645934656e-05,1.807802729040215e-05,0.6336284876736485
2013-06-24,5.5679700730278476e-05,0.5593917647439791,7.376566221462405e-05,0.4142104235911226,3.585020450636243e-05,1.5547574058754497e-05,0.6438648921628845
2013-06-25,5.683904438603972e-05,0.5322893084118006,7.380447661155366e-05,0.438474968824582,3.4475651282703553e-05,1.5762072013389866e-05,0.6065487492814208
2013-06-26,5.616484134519195e-05,0.5033714080100659,7.15636096106617e-05,0.4340224501366435,3.19129484529582e-05,1.4780030633291264e-05,0.5682015240961799
2013-06-27,5.600093181678947e-05,0.48686636001941014,7.009475367427156e-05,0.4620310495435646,3.0503533583845157e-05,1.5565496190915244e-05,0.5446968933238354
2013-06-28,5.651835513949762e-05,0.48651461879442176,7.030985117530275e-05,0.4637824055870668,3.066893823197049e-05,1.558007126869666e-05,0.5426367797908122
2013-07-01,4.0959150997653995e-05,0.43589282706173776,7.116904110400873e-05,0.4727305879296195,2.3534271137464e-05,1.6213886100489667e-05,0.5745790760851456
2013-07-02,4.708768430286185e-05,0.4040484807555265,6.980479885525637e-05,0.4683771847622561,2.3164865591685036e-05,1.6043398180087547e-05,0.49195168406863327
2013-07-03,4.5307854285029834e-05,0.4067150019225271,5.63733180917132e-05,0.4669908174862124,2.055482285799229e-05,1.599572013228173e-05,0.45367018991194663
2013-07-05,5.048108536897671e-05,0.39357877893187837,5.736255906447285e-05,0.4860180009903873,2.1179235276766272e-05,1.640027692651612e-05,0.4195479380437812
2013-07-08,5.858594159480322e-05,0.38847938442946434,5.906300624037769e-05,0.4840979381108031,2.2851907538779785e-05,1.6553269747206386e-05,0.39005786911866974
2013-07-09,6.185296409698371e-05,0.3740869357473879,6.225039363457488e-05,0.4682772121386594,2.321260337652996e-05,1.5617816018567286e-05,0.37528683896430975
2013-07-10,6.043816195282401e-05,0.35947697852061833,6.934228963341316e-05,0.4763236457728892,2.3271575997498363e-05,1.5996315345058684e-05,0.38504771233220775
2013-07-11,6.428746384905295e-05,0.37642374727031047,7.300577317349067e-05,0.4314111888791611,2.578806538519352e-05,1.28289802308447e-05,0.4011367666601988
