Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_NXPI,Predicted_Covariance,Future_Cov_45_NXPI,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.7594804438401445,0.000593188132552666,2.6594784420545063,0.00013715470404572372,0.00014565624138152631,2.4946805299469275
2013-03-01,5.488021190183326e-05,0.7563150280311574,0.0005904939223107933,2.6675639831317084,0.00013615021632789928,0.00014596011239547112,2.4808617097076335
2013-03-04,5.501029900576039e-05,0.7565989658866841,0.0006009288110181509,2.7093282562781864,0.00013756224642202315,0.00014812510518869544,2.5006634922602102
2013-03-05,5.845535101370509e-05,0.7513527719451458,0.0006091665697517668,2.710761161324568,0.0001417829669788621,0.0001452826318243812,2.4254916704823226
2013-03-06,5.9250468430820016e-05,0.7591785869001657,0.0006124298033551634,2.6775792548342707,0.00014461655199443752,0.0001444935150959433,2.440766390957562
2013-03-07,5.369174155549812e-05,0.7709224649328232,0.0005961653654712414,2.704278400856732,0.00013792653240544543,0.0001461714720809973,2.5688593517287677
2013-03-08,4.524810700565277e-05,0.7659009261577512,0.00055435028935241,2.740986779254164,0.00012130115646603048,0.000147560453316429,2.6808006896482217
2013-03-11,4.8373919939468494e-05,0.752845118202229,0.0005630374916198162,2.72308544985736,0.00012424529073457225,0.00015128468952019404,2.5684354480687843
2013-03-12,5.1431479865635213e-05,0.7379107765839965,0.0005658777093792297,2.738148122710073,0.00012588664423384132,0.0001523015855910289,2.4476574378711304
2013-03-13,5.5261000285198275e-05,0.7387610346456605,0.0005752699782886998,2.7452193037854657,0.00013171923713879341,0.0001549783290864067,2.3835840187292914
2013-03-14,6.195858588029715e-05,0.7495188732498285,0.0005821707364011025,2.6772107851163685,0.00014235033948269967,0.0001543701459275421,2.297507883051397
2013-03-15,6.386120353979619e-05,0.753989844560861,0.00059622103290585,2.702914306201269,0.0001471254120788703,0.00015278883114148414,2.3038308695072844
2013-03-18,6.402550064969363e-05,0.7572082480628755,0.0006116486701993742,2.617245730863161,0.0001498452033614922,0.00014491494898459664,2.340398776127481
