Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_IBB,Predicted_Covariance,Future_Cov_45_IBB,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.7082264819486807,0.0001595187020017578,1.255673983259109,6.632478491870184e-05,6.877166210860474e-05,1.2063687552010132
2013-03-01,5.488021190183326e-05,0.708536221645595,0.0001628057443174316,1.2466656291471228,6.697377964931615e-05,6.821334239798076e-05,1.2203629929329574
2013-03-04,5.501029900576039e-05,0.7131152382923581,0.00016216227033372942,1.2169954711619444,6.735295083905074e-05,6.653589566428657e-05,1.2243698372189886
2013-03-05,5.845535101370509e-05,0.7147151622824433,0.00016373126510099784,1.2076518595179286,6.992153286567588e-05,6.472382848832074e-05,1.1961528184012187
2013-03-06,5.9250468430820016e-05,0.7172996950545181,0.0001593618304079916,1.2028304660430695,6.97009496083907e-05,6.490982546614185e-05,1.1763780347116162
2013-03-07,5.369174155549812e-05,0.7070493569587859,0.00015320671951721124,1.224114413467205,6.412721569144351e-05,6.616574896851648e-05,1.1943590174879843
2013-03-08,4.524810700565277e-05,0.722459950996611,0.00012676273528764071,1.2206615195156367,5.471542609773029e-05,6.571405908592531e-05,1.2092312743800482
2013-03-11,4.8373919939468494e-05,0.7177849061272453,0.00013135183815917407,1.2330462154635258,5.721607205362632e-05,6.850354765041284e-05,1.1827875873037006
2013-03-12,5.1431479865635213e-05,0.7166174381930625,0.0001357280631687204,1.2064390389331554,5.987378428597215e-05,6.710468912345685e-05,1.1641466363089779
2013-03-13,5.5261000285198275e-05,0.7118054646899746,0.00014035991521514946,1.2477913347397922,6.26891292278331e-05,7.044268406528092e-05,1.134419009867696
2013-03-14,6.195858588029715e-05,0.695701015172932,0.0001534371342668334,1.2396770986287056,6.783262517248095e-05,7.148078727391906e-05,1.0948058966925478
2013-03-15,6.386120353979619e-05,0.6877235940031027,0.0001586752803040544,1.244712804299139,6.922884894432283e-05,7.036043060609808e-05,1.0840517420123739
2013-03-18,6.402550064969363e-05,0.6800680580858612,0.00016770665941713046,1.2420055117518802,7.046995963881666e-05,6.876892117988196e-05,1.100654566129564
2013-03-19,6.71640875084588e-05,0.6872227030864219,0.00016940586915272938,1.223935363711101,7.330444063404774e-05,6.962328346688292e-05,1.0914231601049535
2013-03-20,6.839791392936718e-05,0.688976625865151,0.0001766353620295845,1.2192921857525938,7.572943957680244e-05,6.904700620955157e-05,1.1071893165485478
2013-03-21,6.814178529168062e-05,0.6778678517036428,0.0001849953271777659,1.2311468932574738,7.610832620264238e-05,6.705494170623933e-05,1.1169112443541216
2013-03-22,6.79733209422515e-05,0.6706930299289068,0.00018308760744097934,1.250037321542964,7.48208283521867e-05,6.745170841320882e-05,1.1007381618996175
2013-03-25,7.243408887933498e-05,0.674460742083601,0.0001902937642464682,1.257542378304373,7.918455043959377e-05,6.87624546479065e-05,1.0931945395420672
2013-03-26,7.339742545776695e-05,0.6733347860226032,0.00019391400643824498,1.285709962415378,8.032968328113749e-05,6.918828795907765e-05,1.0944482422937216
2013-03-27,7.311742529462491e-05,0.66830988939304,0.00020259589072614935,1.3130732292251668,8.133990275602007e-05,7.793518656081352e-05,1.1124557850370536
2013-03-28,6.422356192814954e-05,0.6642710124299345,0.00020876432427607939,1.2723482390042615,7.69166989628834e-05,7.598040857121461e-05,1.1976398794095906
2013-04-01,6.678777769649997e-05,0.6593276140159877,0.0002113489509244532,1.304932678763358,7.833391095556787e-05,7.820183979106216e-05,1.1728779375103084
2013-04-02,6.451960799026473e-05,0.6556761652204471,0.0002205299323259678,1.3174093684773232,7.82112143137192e-05,8.511477249837547e-05,1.212208454916843
2013-04-03,6.836168011312682e-05,0.6514990499014254,0.00023703637837936507,1.3492505285318748,8.293305277544725e-05,8.548808625826697e-05,1.2131511782362183
2013-04-04,6.901245142532413e-05,0.6536227017626071,0.00023538186656375421,1.3701573907242208,8.330620606406974e-05,9.066528099553637e-05,1.2071184886717488
2013-04-05,6.697476452894188e-05,0.6582880560439375,0.0002319630968965256,1.3808074788100164,8.205046037730526e-05,9.036512615858357e-05,1.2250951676261395
2013-04-08,7.273438811092278e-05,0.6618295274217404,0.00023153188580384896,1.3401192661806711,8.588581448642825e-05,9.079397316967371e-05,1.1808144224084078
2013-04-09,7.022991067372413e-05,0.6631445019932327,0.00022315950910589702,1.3785871110840917,8.301889146642247e-05,9.57950484586048e-05,1.1821016240802826
