Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AMZN,Predicted_Covariance,Future_Cov_45_AMZN,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.5044783540442791,0.00033547874335669554,1.4460978651152252,6.85129906289313e-05,7.920093518028789e-05,1.2461696079592843
2013-03-01,5.488021190183326e-05,0.501452698782538,0.00033458965614404946,1.4384343111296516,6.795072864437677e-05,7.870627848240024e-05,1.2381644729419656
2013-03-04,5.501029900576039e-05,0.5024205542324605,0.00033972610883237973,1.4066392185007488,6.86837285959235e-05,7.690414836967364e-05,1.2485612664772336
2013-03-05,5.845535101370509e-05,0.5014244953967056,0.0003390076267110615,1.4083028888852611,7.058662493918358e-05,7.547767506125606e-05,1.2075305975433157
2013-03-06,5.9250468430820016e-05,0.5049051582558804,0.00033537010988297293,1.3871194252002383,7.117342711044337e-05,7.485483809421414e-05,1.2012297791965043
2013-03-07,5.369174155549812e-05,0.5190075156623628,0.0003376672676800795,1.3968284618607556,6.988305369506914e-05,7.550127695807374e-05,1.301560569102326
2013-03-08,4.524810700565277e-05,0.5265935084427258,0.0003382256472111234,1.399240500352153,6.51446832421802e-05,7.532782138659271e-05,1.4397217376196927
2013-03-11,4.8373919939468494e-05,0.5337442740383868,0.00033673295570934577,1.421970012460152,6.812110450742929e-05,7.899946432210859e-05,1.4082196479563978
2013-03-12,5.1431479865635213e-05,0.5478644961791358,0.00033646345977378605,1.426453503978634,7.207034828846181e-05,7.934235866422023e-05,1.4012886363905075
2013-03-13,5.5261000285198275e-05,0.5631749190727502,0.00034235253723293384,1.4258520183211651,7.746213301841467e-05,8.0494903638184e-05,1.40175046811744
2013-03-14,6.195858588029715e-05,0.5636345122302073,0.0003349903852775938,1.520642324915072,8.1201583317355e-05,8.768147017252213e-05,1.310578383345207
2013-03-15,6.386120353979619e-05,0.5710844716419627,0.0003363349477779369,1.5121900318599653,8.369603784362978e-05,8.548023402059053e-05,1.3105928670992426
2013-03-18,6.402550064969363e-05,0.577668679762639,0.0003372723717095442,1.49715053598972,8.488788170651139e-05,8.289611135354033e-05,1.3258448718888323
2013-03-19,6.71640875084588e-05,0.5747785780678569,0.00033907981263709726,1.530122112100572,8.674013631327074e-05,8.704064667819284e-05,1.29146601302886
2013-03-20,6.839791392936718e-05,0.574053936140024,0.0003449067403388879,1.5391861749747635,8.817083793352322e-05,8.716220658425716e-05,1.2890866529142255
2013-03-21,6.814178529168062e-05,0.5768683041059887,0.0003449409017260482,1.5350698090617958,8.844143456680194e-05,8.360823320545826e-05,1.297903102893896
2013-03-22,6.79733209422515e-05,0.574492393730719,0.0003446358848157701,1.5429644326572902,8.792933228475504e-05,8.325798374970697e-05,1.2935859402758574
2013-03-25,7.243408887933498e-05,0.5694650042758933,0.0003444997483669124,1.5295187417661913,8.995659235768865e-05,8.363413029120547e-05,1.2419096277657844
2013-03-26,7.339742545776695e-05,0.5498591654029966,0.00034375724417836956,1.5138769160024426,8.734092987975619e-05,8.146670326968928e-05,1.1899726636871257
2013-03-27,7.311742529462491e-05,0.5365426716077121,0.00034334959081498,1.3304896721619428,8.501253751898804e-05,7.896890935653595e-05,1.1626850532062918
2013-03-28,6.422356192814954e-05,0.5382614911468578,0.00034501531686070657,1.3039888142888925,8.012345945540834e-05,7.78698785793906e-05,1.2475710946248495
2013-04-01,6.678777769649997e-05,0.5457134764786378,0.00034585652318439307,1.2741427632866582,8.293945189567336e-05,7.635666564800105e-05,1.241835778285221
2013-04-02,6.451960799026473e-05,0.5457020425047606,0.0003545650304453573,1.1457406040157463,8.253713495825207e-05,7.402365064829106e-05,1.2792566094125368
2013-04-03,6.836168011312682e-05,0.5523507102384061,0.0003558396583867482,1.1068726822315906,8.614864579284997e-05,7.01311026637094e-05,1.2601891242328858
2013-04-04,6.901245142532413e-05,0.5602798402289038,0.00038746177944650774,1.187447779528214,9.161849590207075e-05,7.85751237976719e-05,1.327564722160432
2013-04-05,6.697476452894188e-05,0.5503277350189889,0.0004069398432849014,1.1628872326658943,9.085359257603675e-05,7.610362277196041e-05,1.356534706990662
2013-04-08,7.273438811092278e-05,0.530144933857077,0.000400812913144616,1.1953435712803206,9.051808612561118e-05,8.098532337996788e-05,1.2445019264830766
2013-04-09,7.022991067372413e-05,0.5087430343835301,0.00038617710823144293,1.19643965558999,8.378240004546426e-05,8.313801417663761e-05,1.1929731825333316
2013-04-10,6.636144982931065e-05,0.4907738999746227,0.00037632388763717174,1.1854124045789662,7.755687191198913e-05,8.440187462806204e-05,1.16870369938382
2013-04-11,6.716170407401359e-05,0.47859857515324317,0.00037517504167563354,1.1703971810606788,7.59712416568857e-05,8.444632263891279e-05,1.1311690598732251
2013-04-12,6.98842565011876e-05,0.5080253255054827,0.00037821642893513476,1.1977533604470971,8.259337865485392e-05,8.751274697771942e-05,1.1818595888395886
2013-04-15,9.593981606210937e-05,0.5307056357269009,0.00036753582764335744,1.2978519876454109,9.965589198326383e-05,7.833352403646812e-05,1.038733406771895
2013-04-16,8.836558039441448e-05,0.5581839158094106,0.00036051371090183173,1.2714099950190827,9.962762521315757e-05,7.79942006527943e-05,1.1274483205845038
2013-04-17,8.959564094882932e-05,0.5786023191871567,0.00035827650983129283,1.149937605418223,0.00010366514938162609,8.172392586481775e-05,1.1570334034535483
2013-04-18,9.719405369416862e-05,0.5914692564482902,0.0003403337638031574,1.0961834723678323,0.00010757331245878905,7.689361613231888e-05,1.1067890305026258
2013-04-19,7.72897485213767e-05,0.5899129019164896,0.0003728339944574408,1.0992275564759997,0.0001001397709505938,7.976876784575512e-05,1.295641050286213
2013-04-22,7.797978274745508e-05,0.5906605092836216,0.0003678590106747955,1.074409595889504,0.0001000390698881571,7.966801996319592e-05,1.2828846960518359
2013-04-23,8.499754389235151e-05,0.5945944109432894,0.00036254944313789534,1.0741714880677,0.00010437767818703268,7.944391263078051e-05,1.228008168321027
2013-04-24,7.773768893068322e-05,0.6047381977656822,0.00036715674355018897,1.063209029628332,0.00010216660655446343,7.935331516741548e-05,1.3142480559920282
2013-04-25,6.90805921567358e-05,0.6194350399758979,0.00035559149075991306,1.0372420178899973,9.708440526323205e-05,7.756338656638473e-05,1.405378880409115
2013-04-26,7.034557142953508e-05,0.6031227699114273,0.00027500097144789854,1.0044458821197977,8.38863348679651e-05,7.569745675312213e-05,1.1924892095303221
2013-04-29,6.776168711759701e-05,0.6058187488835484,0.0002787874859757244,1.0586737561582404,8.326671909064175e-05,7.886041701448859e-05,1.2288170887206002
2013-04-30,5.8041023931509805e-05,0.6149899684487506,0.00029162441414962604,1.0512256583379205,8.00105957501018e-05,7.819712958433261e-05,1.3785179917659063
2013-05-01,6.311211636341748e-05,0.6270654673336274,0.0003000585186360497,0.9858595301120632,8.629233822689436e-05,7.379327477809664e-05,1.3672863975912104
2013-05-02,6.214021471172626e-05,0.6380412243185366,0.0003110312267798337,0.9837254310788848,8.870275549933839e-05,7.253738090019828e-05,1.4274613615488458
2013-05-03,7.476459886581012e-05,0.6654121907519306,0.0002880472993965239,0.943165373520948,9.764964321293631e-05,6.854864431975865e-05,1.3060946583583093
2013-05-06,7.535412832838797e-05,0.6752434571536514,0.0002791922226231145,0.95211196058656,9.794123319676552e-05,6.91071494751454e-05,1.2997460838501713
2013-05-07,7.392273390092128e-05,0.6769743057996589,0.0002755857911863998,0.9875267699554374,9.66250222078296e-05,7.49927183935527e-05,1.3071083428453312
2013-05-08,6.958015556766957e-05,0.6773067113839562,0.0002688155627462823,0.9907519319942266,9.26307714039605e-05,7.488971723167872e-05,1.3312814644956241
2013-05-09,7.111722928104653e-05,0.67313490706684,0.00026311063338291057,0.9865606769148102,9.20786040736097e-05,7.453719118259956e-05,1.2947439742024596
