Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_INTC,Predicted_Covariance,Future_Cov_45_INTC,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.5941645380220546,0.00018171497661253133,0.9468182843772416,5.938817424471283e-05,5.185602951049124e-05,1.0802000779206953
2013-03-01,5.488021190183326e-05,0.6011924431015822,0.0001820662652989394,0.9419214935184052,6.009469627756706e-05,5.153877017797032e-05,1.0950157478448004
2013-03-04,5.501029900576039e-05,0.6051125610304317,0.00018284352997592892,0.9396956959023284,6.0687321456398965e-05,5.137528960485053e-05,1.1031992654692553
2013-03-05,5.845535101370509e-05,0.6062908831121515,0.00018359276786568832,0.9331540692066198,6.280886692336709e-05,5.001218145154615e-05,1.0744759176733247
2013-03-06,5.9250468430820016e-05,0.6055073732871666,0.00018407861201314923,0.9229776767894547,6.323637926982574e-05,4.980778389047165e-05,1.0672722249218944
2013-03-07,5.369174155549812e-05,0.586553351119166,0.00018237823991714908,0.923282287441712,5.8042722644528226e-05,4.9905191365988774e-05,1.0810363188635397
2013-03-08,4.524810700565277e-05,0.5423857143798947,0.00017789507183540816,0.9521047612418412,4.866205086373907e-05,5.12563618463731e-05,1.0754494294680617
2013-03-11,4.8373919939468494e-05,0.5452879407611183,0.00017942140723869153,0.8739889172459804,5.0800579126721854e-05,4.855563456393722e-05,1.0501646174279426
2013-03-12,5.1431479865635213e-05,0.5530970749032749,0.00018039910003984374,0.8868514791519727,5.327617727337662e-05,4.932855360830905e-05,1.0358670878722658
2013-03-13,5.5261000285198275e-05,0.5618952580701908,0.0001853437945740042,0.9058823163876611,5.686614171926697e-05,5.1140587401921674e-05,1.0290465504747413
2013-03-14,6.195858588029715e-05,0.5580400261918856,0.000186549380431703,0.8969678901543456,5.999471636006484e-05,5.171989626861864e-05,0.9683035128654087
2013-03-15,6.386120353979619e-05,0.5563144008297518,0.00018710742581444078,0.8711000956748287,6.081131065283648e-05,4.924105996258735e-05,0.9522418507966404
2013-03-18,6.402550064969363e-05,0.546452259811726,0.0001887101200062018,0.8654667480050068,6.0065668272529316e-05,4.792024996202678e-05,0.9381522621926852
2013-03-19,6.71640875084588e-05,0.547778557699146,0.0001907746116324399,0.8513435366791502,6.200602294055765e-05,4.8428482532107036e-05,0.9232020450325997
2013-03-20,6.839791392936718e-05,0.5476320452926198,0.00019281990903516607,0.8637654479987046,6.289066955919055e-05,4.8913967421804054e-05,0.9194822757918637
2013-03-21,6.814178529168062e-05,0.5385709865172166,0.00018912677989998614,0.8662553339640998,6.114011084202244e-05,4.7180966982738205e-05,0.8972484442594577
2013-03-22,6.79733209422515e-05,0.5283696954216817,0.00018605153683953608,0.8515704768443787,5.941878621104149e-05,4.5950534842035114e-05,0.8741486422521898
2013-03-25,7.243408887933498e-05,0.5158989804178773,0.000180626140803152,0.797250876822098,5.9010116483724704e-05,4.359370165672021e-05,0.8146732760320526
2013-03-26,7.339742545776695e-05,0.5132821509588776,0.00015965156746039453,0.7327860655218894,5.556267790839166e-05,3.943363184219317e-05,0.757011265202518
2013-03-27,7.311742529462491e-05,0.49581383244463356,0.00016134393472433753,0.6615331240924045,5.385244250839843e-05,3.926415244389875e-05,0.7365199511799179
2013-03-28,6.422356192814954e-05,0.4726449494589124,0.00016321701643578687,0.7209207266672976,4.839103746728911e-05,4.3050990035955665e-05,0.7534779450792038
2013-04-01,6.678777769649997e-05,0.46088263443633626,0.00016791585434577347,0.6733050764460985,4.8807289836015725e-05,4.0349741082923045e-05,0.730781761564339
2013-04-02,6.451960799026473e-05,0.45247902449373145,0.00016760691870492262,0.7842424921359992,4.705332115058557e-05,5.066809368364046e-05,0.7292871518637463
2013-04-03,6.836168011312682e-05,0.46542885383761695,0.00016847322721825805,0.6955345260646901,4.9948806439905506e-05,4.4068847335950075e-05,0.7306550447158237
2013-04-04,6.901245142532413e-05,0.47545696603418,0.00016664305518659784,0.642195873977517,5.0988067443261635e-05,4.249502266127982e-05,0.7388241743366264
2013-04-05,6.697476452894188e-05,0.4760618843890392,0.00016786050118238935,0.6173387984874836,5.0476968755886236e-05,4.040092428814658e-05,0.7536714628399115
2013-04-08,7.273438811092278e-05,0.48117646700686295,0.00016590410098334745,0.651033551971159,5.285703947330537e-05,4.410795691243937e-05,0.7267131936642722
2013-04-09,7.022991067372413e-05,0.5062911975097654,0.00016969389394458275,0.6504623368749346,5.527064623558803e-05,4.519922649823101e-05,0.7869958213725456
2013-04-10,6.636144982931065e-05,0.5316138922179626,0.00017093501050583992,0.6460218104326765,5.6619987065443495e-05,4.599703161575996e-05,0.8532059985289151
2013-04-11,6.716170407401359e-05,0.5460539798470074,0.00017248326798216675,0.6682687590204737,5.877192506277671e-05,4.8216827711945215e-05,0.8750809091742049
2013-04-12,6.98842565011876e-05,0.5623807401176752,0.0001708545382141781,0.6592240853947026,6.145162518464893e-05,4.816560110942267e-05,0.8793343202213882
2013-04-15,9.593981606210937e-05,0.6025459604298904,0.00017251209748938,0.6655933242117931,7.751743571041238e-05,4.017274015602333e-05,0.8079798241454753
2013-04-16,8.836558039441448e-05,0.6585080132732275,0.00017566373303228258,0.6698250682454812,8.204340667104989e-05,4.1090184110300256e-05,0.9284543405345617
2013-04-17,8.959564094882932e-05,0.677522472408036,0.00017666687727649108,0.8636005292819102,8.524024932205869e-05,6.137448266698296e-05,0.9513883534885573
2013-04-18,9.719405369416862e-05,0.6934456795734313,0.00017738309939776008,0.9033255073143692,9.105177448143899e-05,6.336527283331993e-05,0.9368039609495354
2013-04-19,7.72897485213767e-05,0.642451352660221,0.00017663923364650923,0.966429831447994,7.506626037786429e-05,7.013189981438653e-05,0.9712317844727177
2013-04-22,7.797978274745508e-05,0.6193844184115151,0.0001772676944042467,0.9556083907637664,7.282258386227964e-05,7.085884996153299e-05,0.9338649236574881
2013-04-23,8.499754389235151e-05,0.6012276084069881,0.00017798664229656878,0.9081548394729688,7.394959647787053e-05,6.716560113887917e-05,0.8700203922542387
2013-04-24,7.773768893068322e-05,0.5911763991653951,0.00017727757091092725,0.9013645571032628,6.940005213713577e-05,6.727394499796251e-05,0.892746531209824
2013-04-25,6.90805921567358e-05,0.561020601095247,0.0001751491353763479,0.9043180496299454,6.171075131448453e-05,6.762353361377774e-05,0.8933153203792759
2013-04-26,7.034557142953508e-05,0.5512057132549465,0.00016877280161065435,0.8727346152588964,6.005972248678649e-05,6.577137899763326e-05,0.8537811445166539
2013-04-29,6.776168711759701e-05,0.5529728929303476,0.0001675635776389561,0.8566946128064357,5.892312339589918e-05,6.381502708175518e-05,0.8695639955605158
2013-04-30,5.8041023931509805e-05,0.5562584140030977,0.00016633833823353063,0.852716822590683,5.46563096524567e-05,6.343072711932393e-05,0.9416841046249085
2013-05-01,6.311211636341748e-05,0.5471596530230542,0.00016536252407600498,0.8913777237170729,5.589706227527606e-05,6.672114970562947e-05,0.885678780812941
2013-05-02,6.214021471172626e-05,0.5417339544998178,0.00016537842848631957,0.8335607420572341,5.491763951878447e-05,6.146462329813361e-05,0.8837697097371173
2013-05-03,7.476459886581012e-05,0.5318733042573853,0.00016825558000993566,0.8590651173810986,5.9654187453020224e-05,6.243629254436467e-05,0.7978934998379307
2013-05-06,7.535412832838797e-05,0.5319483172316886,0.00017097948008157988,0.8609024716089826,6.0380257480510343e-05,6.248689046228553e-05,0.801286655687628
2013-05-07,7.392273390092128e-05,0.5391393508922835,0.00017239355256253947,0.93189292338576,6.0862607014759225e-05,7.076788771970884e-05,0.8233273284553226
2013-05-08,6.958015556766957e-05,0.5382306203745801,0.00017336756833635322,0.9312535564947326,5.9114637135860655e-05,7.039230837179168e-05,0.8495904709262864
2013-05-09,7.111722928104653e-05,0.5407578367751262,0.00017445518210570623,0.9387189503280092,6.023267809260107e-05,7.092262595154113e-05,0.8469491669110019
2013-05-10,7.562958883543677e-05,0.542251593769995,0.0001807205167092914,0.913197126762046,6.33943329769102e-05,6.925166439714271e-05,0.8382213093191688
2013-05-13,7.357910230951406e-05,0.5449371081192093,0.00018552132355927834,0.910928734707434,6.366790245003073e-05,6.915833177122119e-05,0.8652987118843692
2013-05-14,7.590263764609063e-05,0.535940874392337,0.00018946227051081402,0.902510996717696,6.426976076143451e-05,6.706956335030311e-05,0.8467394909397425
2013-05-15,7.650099964197039e-05,0.5411115825106456,0.00019253122927393162,0.881563748550806,6.567059891234361e-05,6.506782215942814e-05,0.8584279842052556
2013-05-16,7.639729836462006e-05,0.5478048720585115,0.00019426857465444032,0.8678540891362887,6.673692127525734e-05,6.357441833309946e-05,0.8735508022383618
2013-05-17,7.425705624970095e-05,0.5334955055180751,0.00020015583475958815,0.8735988881727648,6.504048284927051e-05,6.244037249570562e-05,0.8758828606208375
2013-05-20,7.217439206379002e-05,0.5172999341090017,0.00020438600469249943,0.8584286809892776,6.282891608803e-05,6.165447525687982e-05,0.8705153488857904
2013-05-21,7.13709588975209e-05,0.5114046015723743,0.00020770015327213176,0.8606693044419416,6.226497324505971e-05,6.188191515428773e-05,0.8724132925615282
2013-05-22,7.35750525384875e-05,0.5088961124424665,0.00020882461463500574,0.873463836557001,6.307906800442288e-05,6.161336750334425e-05,0.8573431595094801
2013-05-23,7.454058968752127e-05,0.5083368809205523,0.00021078182985617274,0.8731503184083597,6.371836408121583e-05,6.161596242197486e-05,0.854814327983279
2013-05-24,7.630250921850573e-05,0.4977186769007673,0.00021571301864777172,0.8706913501044081,6.385450257764961e-05,6.141353647756814e-05,0.8368597996533895
2013-05-28,7.438631671877e-05,0.48364742296845653,0.00021764266165169997,0.8663758796828506,6.153857277730567e-05,6.049294276647255e-05,0.8272835044375514
2013-05-29,7.273626036607267e-05,0.470616629223445,0.0002194019827057064,0.8490427330350139,5.9451528822354115e-05,6.0650689429670265e-05,0.8173575122386257
2013-05-30,7.309916508279677e-05,0.45986281092972947,0.00021653870587732963,0.8532106395609107,5.785651448366201e-05,6.0794751399019626e-05,0.7914798263171684
2013-05-31,7.696255068093324e-05,0.45348576963339443,0.00021321773014497644,0.9507008470168834,5.809182863845213e-05,6.279142276541935e-05,0.7548064366952412
2013-06-03,7.835861755638394e-05,0.47768622823899415,0.00022689080830079556,0.8872496038272605,6.369341790009165e-05,5.902098134175683e-05,0.8128450945967779
