Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_GILD,Predicted_Covariance,Future_Cov_45_GILD,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.5477619908386248,0.0003635360767249367,1.601013641767388,7.74396775961367e-05,8.768547463021994e-05,1.4085354001423533
2013-03-01,5.488021190183326e-05,0.5439000605992041,0.00036518152337458034,1.5843132072929995,7.699834578384845e-05,8.668828011938947e-05,1.4030256647255464
2013-03-04,5.501029900576039e-05,0.545391801579656,0.0003676416545878108,1.5332537886581108,7.756092217063701e-05,8.38264533652099e-05,1.409934568116331
2013-03-05,5.845535101370509e-05,0.5452790095553853,0.00037422115691796684,1.468267809717958,8.0648275402851e-05,7.869148144154945e-05,1.379655993921629
2013-03-06,5.9250468430820016e-05,0.5412651142727503,0.0003761400174987853,1.4503762163799052,8.080359832095846e-05,7.82684424141383e-05,1.363763029406317
2013-03-07,5.369174155549812e-05,0.5246084191840092,0.00039398556904632494,1.4498504374647625,7.630081185887404e-05,7.836721717496359e-05,1.4210902766118363
2013-03-08,4.524810700565277e-05,0.5142699927022775,0.00040665218160742606,1.4427044886977545,6.975943347278483e-05,7.766769616153184e-05,1.5417094346967908
2013-03-11,4.8373919939468494e-05,0.5078705861835232,0.0004201836226774815,1.494292568641313,7.240661792089018e-05,8.301744159775688e-05,1.4968110504894871
2013-03-12,5.1431479865635213e-05,0.5103577152616671,0.0004293006148691813,1.4895406857201916,7.583504523202866e-05,8.285140104582827e-05,1.4744869373805263
2013-03-13,5.5261000285198275e-05,0.5170378471703588,0.0004372315322126332,1.5394554644903784,8.036879243023593e-05,8.690826093954283e-05,1.4543492158205251
2013-03-14,6.195858588029715e-05,0.5068856528443727,0.0004494396755077912,1.5781301773706629,8.4585603365633e-05,9.099626638579308e-05,1.3651958346668989
2013-03-15,6.386120353979619e-05,0.5085243931531933,0.0004627168675772841,1.560037026778432,8.741541131410843e-05,8.818490224127893e-05,1.3688343856475245
2013-03-18,6.402550064969363e-05,0.5155305821461801,0.0004716655558988235,1.5536097176544108,8.958762144873012e-05,8.60222142387875e-05,1.3992490576355814
2013-03-19,6.71640875084588e-05,0.5114183280095648,0.0004791562469122828,1.5426895758693089,9.174521541625575e-05,8.775554398271894e-05,1.3659861813011478
2013-03-20,6.839791392936718e-05,0.5005189719743652,0.0004727816423347289,1.576682594245827,9.000616851338832e-05,8.928558236284273e-05,1.3159197896932273
2013-03-21,6.814178529168062e-05,0.49666627752321146,0.0004773080252872755,1.619538908615165,8.957169560380486e-05,8.82088788128592e-05,1.3144900037531098
2013-03-22,6.79733209422515e-05,0.4993777826728823,0.0004850491571524343,1.5922765753943784,9.067578793251681e-05,8.591885492195936e-05,1.3339908463432701
2013-03-25,7.243408887933498e-05,0.5052344184812264,0.0004883005232192841,1.5809829993648752,9.501846808650499e-05,8.644819742736825e-05,1.3117921348440291
2013-03-26,7.339742545776695e-05,0.5094857529926531,0.0004914395811049181,1.569816153303578,9.676259869984077e-05,8.447697788196019e-05,1.3183377767864377
2013-03-27,7.311742529462491e-05,0.47803670425478917,0.0005089298338957282,1.605996037731848,9.221480320274046e-05,9.532111235747078e-05,1.2611877788524846
2013-03-28,6.422356192814954e-05,0.49866716501557234,0.0005109054921947738,1.531316381537619,9.032921847176991e-05,9.144512544150491e-05,1.4064809823663504
2013-04-01,6.678777769649997e-05,0.5065567089380111,0.000518103402037174,1.5226111504755877,9.422904510295121e-05,9.124684758942256e-05,1.4108725930536434
2013-04-02,6.451960799026473e-05,0.5090608447558699,0.0005195940258223093,1.6405567869121251,9.320680653558509e-05,0.00010599257985396306,1.4446276014207795
2013-04-03,6.836168011312682e-05,0.5145678022179934,0.000522780330569219,1.688086649256603,9.727664669130909e-05,0.0001069566355776072,1.4229703911655327
2013-04-04,6.901245142532413e-05,0.5112272689792516,0.0005223859707707321,1.7250542983811654,9.706742098312603e-05,0.00011414931872360828,1.4065204028893128
2013-04-05,6.697476452894188e-05,0.5370393353724328,0.0005265229263396389,1.7288427979251095,0.00010084870773622178,0.0001131418390618064,1.5057717402297386
2013-04-08,7.273438811092278e-05,0.5468622135493947,0.0005267887753962565,1.6899577218058028,0.00010704492128692808,0.00011449576162636347,1.4717236793644348
2013-04-09,7.022991067372413e-05,0.5489765895885792,0.0005229417330735397,1.708098335714756,0.00010520624832282545,0.00011869207359205946,1.4980262300431402
2013-04-10,6.636144982931065e-05,0.5462786077207201,0.0005167538840737434,1.6287436898085323,0.00010116120677737193,0.0001159672534026619,1.5243971769388749
2013-04-11,6.716170407401359e-05,0.5324169641634349,0.000520437561867053,1.5660781065299454,9.953986673807321e-05,0.00011299543368851451,1.4820926316636966
2013-04-12,6.98842565011876e-05,0.5532859211659993,0.0005182559608765275,1.5009421443928643,0.00010529589657432439,0.00010966495644931299,1.5067184205148554
2013-04-15,9.593981606210937e-05,0.5574453174921463,0.0005300795944986947,1.6352241937587788,0.00012571070317479147,9.869605695115277e-05,1.3103079444451828
2013-04-16,8.836558039441448e-05,0.5491374804411898,0.0005318558292938623,1.6244503878344825,0.00011904731800034489,9.965133984759294e-05,1.347213671533467
