Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AVGO,Predicted_Covariance,Future_Cov_45_AVGO,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.68791031932027,0.00033347345031195253,1.8886653484273883,9.314517022963271e-05,0.00010343979162581431,1.6941995846747755
2013-03-01,5.488021190183326e-05,0.6916528217843758,0.00033841445794794957,1.9161552546518617,9.425849416562811e-05,0.00010484555875874884,1.7175315272876968
2013-03-04,5.501029900576039e-05,0.6876711552492699,0.00034188581969020975,1.913243090503359,9.430687515284596e-05,0.0001046013281615646,1.7143494374202664
2013-03-05,5.845535101370509e-05,0.6824797436351144,0.00034697777776283514,1.9152868898029185,9.719697140163015e-05,0.00010264936801489909,1.6627557565917606
2013-03-06,5.9250468430820016e-05,0.6855115670240227,0.00035306343402752944,1.881906030691585,9.914870630404878e-05,0.00010155561855505608,1.673382657215839
2013-03-07,5.369174155549812e-05,0.7108851502876367,0.00035108122331631433,1.8821604852140867,9.76016117171853e-05,0.00010173441045465857,1.8178142278417257
2013-03-08,4.524810700565277e-05,0.7444462991517565,0.00035110023011715994,1.8793541017039024,9.383160385180075e-05,0.00010117463728335714,2.0737133564522052
2013-03-11,4.8373919939468494e-05,0.7552479685971848,0.0003606431800655658,1.8329949638161585,9.975486116156649e-05,0.00010183451055769549,2.062162034550689
2013-03-12,5.1431479865635213e-05,0.7628540159178813,0.00036636386763335197,1.86458051423672,0.0001047158120054515,0.00010371190894498464,2.036025645752789
2013-03-13,5.5261000285198275e-05,0.7693771134351333,0.0003725206005290358,1.8325065447036308,0.00011038848712839098,0.00010345213657300835,1.9975839481493909
2013-03-14,6.195858588029715e-05,0.7650425775562361,0.0003713995079317024,1.7891784513421845,0.00011605317234094076,0.0001031654810893424,1.8730765186467193
2013-03-15,6.386120353979619e-05,0.7566255903201657,0.0003698788044883997,1.7748276066647364,0.00011628649963304155,0.0001003264642455704,1.8209255884220168
2013-03-18,6.402550064969363e-05,0.7567029039507392,0.00037037611233050813,1.7513347546530056,0.00011652614433955291,9.697010243733975e-05,1.8199958322404857
2013-03-19,6.71640875084588e-05,0.7500316941423196,0.0003700768378362145,1.7610403207597094,0.00011824808807782647,0.0001001763762075629,1.7605850457349552
2013-03-20,6.839791392936718e-05,0.7508190029057585,0.0003730962680658375,1.7566692387077285,0.00011994085394510009,9.947800309924406e-05,1.7535747372202026
2013-03-21,6.814178529168062e-05,0.7251047409728952,0.0003705558522536388,1.783003998028631,0.00011522171545517553,9.711207476912965e-05,1.6909113103211115
2013-03-22,6.79733209422515e-05,0.6817564114034023,0.00037098331378344836,1.7992448917720971,0.0001082619046188401,9.708681469923266e-05,1.5927117156864647
2013-03-25,7.243408887933498e-05,0.6589016684720248,0.000373547683579347,1.7573534542290117,0.00010838398925771572,9.609213914500489e-05,1.4963119014069222
2013-03-26,7.339742545776695e-05,0.6359942513147238,0.00037524696834494414,1.856546359106394,0.0001055485325153283,9.990687469039856e-05,1.4380413462330661
2013-03-27,7.311742529462491e-05,0.6236799072479601,0.0003775928088569821,1.702573060510599,0.00010362965569345318,0.00010105327422036318,1.4173044971958457
2013-03-28,6.422356192814954e-05,0.6129063876137413,0.00039830372979184265,1.6660345057117978,9.802763575460462e-05,9.94900441225037e-05,1.5263500312280025
2013-04-01,6.678777769649997e-05,0.6113826589446496,0.00041688873185388156,1.6009607873344722,0.00010201679869932558,9.594217467337022e-05,1.5274770656828098
2013-04-02,6.451960799026473e-05,0.6173544281237073,0.00042707030878595274,1.6255025258536857,0.00010247787638662146,0.00010501995886326696,1.5883214355872126
2013-04-03,6.836168011312682e-05,0.611611274370787,0.000434163662098823,1.5627300390765533,0.00010536796253427709,9.901408044977844e-05,1.5413307917522103
