Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SSO,Predicted_Covariance,Future_Cov_45_SSO,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.9589086586022874,0.0002151280914552571,1.9460669067170264,0.00010428544225308248,0.00010658360174200101,1.8968278496590207
2013-03-01,5.488021190183326e-05,0.9591807383889992,0.00021719603877685113,1.9469948012098108,0.00010472112254390798,0.00010653299482786961,1.9081763520014723
2013-03-04,5.501029900576039e-05,0.9631896579258278,0.00022026714056856914,1.9466644187914552,0.00010602509506642937,0.00010642854778943684,1.9273680925698473
2013-03-05,5.845535101370509e-05,0.9586661991269713,0.00022150643176318662,1.945054744504888,0.00010908693060127384,0.00010424476946028314,1.8661581653268657
2013-03-06,5.9250468430820016e-05,0.9623601199115841,0.00022605052043172174,1.9443071983301128,0.00011137462821661783,0.0001049230498054675,1.8797256994964895
2013-03-07,5.369174155549812e-05,0.9819679241527565,0.0002310439027635715,1.94396691906769,0.00010937002298188727,0.0001050751676110209,2.036998983704741
2013-03-08,4.524810700565277e-05,0.973120868793123,0.000246693742110883,1.94428437598674,0.0001028125332412721,0.00010467014509815325,2.272195237436738
2013-03-11,4.8373919939468494e-05,0.9796323027545701,0.0002529214593721854,1.947313302021049,0.00010835814896229085,0.00010818562021629889,2.240011748022119
2013-03-12,5.1431479865635213e-05,0.9828530212695259,0.0002580352393067065,1.946557811870835,0.00011322506995719305,0.00010827165949631214,2.201474082662868
2013-03-13,5.5261000285198275e-05,0.9836389487562522,0.00026345410859347166,1.94782011247428,0.00011868547597890045,0.00010996203690390153,2.1477257987798404
2013-03-14,6.195858588029715e-05,0.9865214972613908,0.00026051238030998556,1.948994141003104,0.0001253347460586602,0.00011238058341584618,2.02287938431656
2013-03-15,6.386120353979619e-05,1.0162953354280018,0.0002585235597690309,1.9741070297361123,0.00013058357239210448,0.0001115912202357137,2.044802871758111
2013-03-18,6.402550064969363e-05,1.0129664848737647,0.0002596293508951401,1.9753306876102,0.0001306015892681724,0.00010937259060055228,2.039837064027665
2013-03-19,6.71640875084588e-05,1.0123441712174153,0.0002611425183950742,1.983731718576314,0.00013407121344137933,0.00011284412548217374,1.996174122435507
2013-03-20,6.839791392936718e-05,1.0179585425956614,0.00026390054448714614,1.9827656751682603,0.00013676395851525808,0.00011228156424288578,1.999534059715488
2013-03-21,6.814178529168062e-05,1.01503883331342,0.0002653779432125467,1.987367907734276,0.0001364965968302188,0.00010824284245186569,2.0031262205113305
2013-03-22,6.79733209422515e-05,1.0152015993950436,0.0002673875179178515,1.9883282235264683,0.0001368649056927322,0.00010728970507657848,2.0135091797119835
2013-03-25,7.243408887933498e-05,1.0175946319525022,0.0002702567890767697,1.9878691737276968,0.00014237528762375406,0.00010869674554326443,1.9655840202660835
2013-03-26,7.339742545776695e-05,1.0172244202866143,0.0002711201038528826,1.9893469606262364,0.00014349542405341675,0.00010705331247783875,1.9550471036069836
2013-03-27,7.311742529462491e-05,1.01534503837227,0.0002733508199019965,1.9908982084353848,0.0001435437495494898,0.00011816631383884058,1.9631948057673487
2013-03-28,6.422356192814954e-05,1.0119311386659864,0.00026664597924458476,1.9913020298216868,0.0001324236865091158,0.00011891393973472849,2.061917504003679
2013-04-01,6.678777769649997e-05,1.010445063768892,0.00026123904862050803,1.9932261655374357,0.00013346895182665341,0.0001194498044239556,1.9984038461822917
2013-04-02,6.451960799026473e-05,1.0090574049812127,0.0002573615429655274,1.9989377307387848,0.00013002700511805795,0.00012914674379984044,2.0153099060626274
2013-04-03,6.836168011312682e-05,1.0031298827873318,0.00025251233422862274,1.9969715907642016,0.00013179678919290915,0.0001265274876655536,1.9279337338521836
