Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_ILMN,Predicted_Covariance,Future_Cov_45_ILMN,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.49863080423042555,0.00042653428640456495,1.7928783886251132,7.635789775761929e-05,9.819366203982513e-05,1.388859114741753
2013-03-01,5.488021190183326e-05,0.4972716548483409,0.0005023536272183791,1.773602603024092,8.25669734587799e-05,9.704555801446153e-05,1.5044944361087966
2013-03-04,5.501029900576039e-05,0.5023526764160767,0.0005093038357976084,1.7635374921874023,8.408512937250977e-05,9.641658441687365e-05,1.5285343088883196
2013-03-05,5.845535101370509e-05,0.5054845520786957,0.0005050023090503987,1.8032394120086803,8.684937673244325e-05,9.664420876461824e-05,1.485738691605514
2013-03-06,5.9250468430820016e-05,0.5088080018285638,0.0004912910961270587,1.7974850404286666,8.680990349657024e-05,9.699990443046181e-05,1.465134467214014
2013-03-07,5.369174155549812e-05,0.5224218673605292,0.00048366889533813277,1.8262097947067204,8.418780223059392e-05,9.871016753912933e-05,1.5679841962953234
2013-03-08,4.524810700565277e-05,0.5514856263311152,0.0006314687066897225,1.833922071097806,9.322026254971846e-05,9.872881336254806e-05,2.060202486218321
2013-03-11,4.8373919939468494e-05,0.5451984952397428,0.0007695939428940704,1.8646309904485203,0.00010519403397020329,0.00010359209273969432,2.17460222578272
2013-03-12,5.1431479865635213e-05,0.549009027984536,0.0009929824860295518,1.820561001574052,0.0001240694310723152,0.00010126345061657514,2.4123247356764126
2013-03-13,5.5261000285198275e-05,0.546491217352808,0.0006857526002845998,1.834485994375984,0.00010638399354858345,0.00010356388422184242,1.9251188541565096
2013-03-14,6.195858588029715e-05,0.5574610647098736,0.0005712985034218024,1.8880482484359296,0.00010488100292251476,0.00010886639380418658,1.6927597915992294
2013-03-15,6.386120353979619e-05,0.5621969175993582,0.0005455811094637393,1.874871783881562,0.00010493893974912996,0.00010598170565089374,1.6432346077495312
2013-03-18,6.402550064969363e-05,0.5608387577156092,0.0004774940295563544,1.8878167023266343,9.806148891283122e-05,0.00010452700634254525,1.53160050164013
2013-03-19,6.71640875084588e-05,0.5631740173042179,0.00043437721581705537,1.9340779400532704,9.619326990194744e-05,0.00011001958163793877,1.4322128606278264
2013-03-20,6.839791392936718e-05,0.5683595791142343,0.0004574492154933607,1.910966470323172,0.00010053471606890431,0.00010821566420620201,1.4698506181449336
2013-03-21,6.814178529168062e-05,0.5653590833604678,0.0004773372941240301,1.9956102417885788,0.00010196328326212873,0.00010869176469872465,1.4963400624987344
2013-03-22,6.79733209422515e-05,0.5662498927797098,0.0004594874388041697,2.062424857627545,0.00010007237311762694,0.00011128794134652996,1.4722301592803744
2013-03-25,7.243408887933498e-05,0.5634236106607778,0.0004369664198894571,2.0618539578181023,0.00010023758044315969,0.0001127422357378067,1.3838453964699056
2013-03-26,7.339742545776695e-05,0.5668396346731994,0.0004656307181011682,2.060008921831196,0.00010479038463359128,0.00011085586535719682,1.427711993711386
2013-03-27,7.311742529462491e-05,0.5721932918764694,0.00046568030724439003,2.0012172821335428,0.00010558376477389925,0.0001187787845799243,1.4440301248088536
2013-03-28,6.422356192814954e-05,0.5837154328080484,0.00046652023963912826,1.997010689952395,0.00010103773804314906,0.00011925484194673987,1.5732191583547728
2013-04-01,6.678777769649997e-05,0.5896310888624487,0.0004643664659567721,2.0323353347152127,0.0001038387126813207,0.00012179353374591597,1.5547562183187058
2013-04-02,6.451960799026473e-05,0.5918937418029454,0.0004136518094642712,1.9893015126938365,9.669568010777631e-05,0.00012852417003783015,1.498702225877854
2013-04-03,6.836168011312682e-05,0.5924763046113218,0.0004002085324804602,1.988242549273372,9.799874671140372e-05,0.0001259744183606766,1.433533326700465
2013-04-04,6.901245142532413e-05,0.5955773809160206,0.000292015823087926,1.9190684330846275,8.454834582907494e-05,0.0001269875124662242,1.2251172662742118
2013-04-05,6.697476452894188e-05,0.5989089684125222,0.00031978466277198317,1.9151099370035547,8.764864964343318e-05,0.00012533184656127874,1.308681714073925
2013-04-08,7.273438811092278e-05,0.599252030933027,0.00035390973127757795,1.9208679727355888,9.61447692778708e-05,0.0001301400849762336,1.3218612512591192
2013-04-09,7.022991067372413e-05,0.596327136622297,0.000318725628935358,1.93094172646126,8.921833709151459e-05,0.0001341769807434498,1.2703752038929306
2013-04-10,6.636144982931065e-05,0.5942681857635601,0.0003914074559328895,1.796463568062532,9.577561752911882e-05,0.00012790898109367197,1.4432417883494832
2013-04-11,6.716170407401359e-05,0.5886265539241299,0.00039375361098214205,1.7708913219903415,9.572226758584472e-05,0.0001277730862267811,1.4252507274138966
2013-04-12,6.98842565011876e-05,0.5843410216422226,0.0003876598548676639,1.8176474049218756,9.617926734601394e-05,0.00013280473484312354,1.3762651584392187
2013-04-15,9.593981606210937e-05,0.6035065321160912,0.0007577145142515732,1.806597267151934,0.00016271748348268268,0.00010903949895504433,1.6960370590802767
2013-04-16,8.836558039441448e-05,0.6058628612626722,0.0010847183549037884,1.728575973747285,0.00018757475730712034,0.0001060388874306607,2.1227128987315154
2013-04-17,8.959564094882932e-05,0.5920299106633868,0.0010632290031727177,1.6245703970814172,0.0001827260628128165,0.00011545519519293702,2.0394525992305437
2013-04-18,9.719405369416862e-05,0.5956220505645495,0.0012419717124247868,1.578612725103411,0.00020694096380734686,0.00011073441989003469,2.1291525143966985
2013-04-19,7.72897485213767e-05,0.574678819640215,0.0010959802731611852,1.4421547387381182,0.00016725823393953505,0.00010465431463605109,2.1640416373366125
2013-04-22,7.797978274745508e-05,0.5623913093622522,0.0009914193992602135,1.4827574567194362,0.00015637175761044756,0.00010994722228323314,2.0052858843794468
2013-04-23,8.499754389235151e-05,0.5835544817504775,0.003489258222554898,1.1476057132407054,0.00031779799459277693,8.487498414362433e-05,3.7389079735676214
2013-04-24,7.773768893068322e-05,0.5767497001685664,0.003387872874861816,1.1363842764894327,0.00029598298307208654,8.481479853033657e-05,3.8074579672159703
2013-04-25,6.90805921567358e-05,0.57156024429751,0.0033122649580448133,1.1482275078271211,0.00027340255828437946,8.586271334912007e-05,3.9577332757087684
2013-04-26,7.034557142953508e-05,0.5798996863009935,0.0028356731762693914,1.161788464579963,0.0002589997484404991,8.755517207977275e-05,3.6818202365437918
2013-04-29,6.776168711759701e-05,0.5872668516601459,0.002515814087550803,1.144522175899979,0.0002424749426534733,8.52552503061306e-05,3.5783486652667045
2013-04-30,5.8041023931509805e-05,0.6019246259863059,0.0022136401716718644,1.1447098506330589,0.000215756137171688,8.515110320646407e-05,3.7173041162452076
2013-05-01,6.311211636341748e-05,0.5973455590649895,0.0019959108399305535,1.161152882422306,0.00021200816135441688,8.691428250658421e-05,3.359230739999491
2013-05-02,6.214021471172626e-05,0.6001621429267892,0.0017809955414608105,1.1159706189417908,0.00019965784919452086,8.22888006166829e-05,3.213021553284787
2013-05-03,7.476459886581012e-05,0.5819233323555952,0.00152515775204051,1.1285772687546665,0.0001965038925303067,8.202425996029224e-05,2.6283013018366903
2013-05-06,7.535412832838797e-05,0.5722049659881042,0.0012764363922911789,1.1187002617378827,0.0001774617405217973,8.119862936936148e-05,2.3550367373162566
2013-05-07,7.392273390092128e-05,0.5670216645923037,0.001131569832762329,1.1318962294680637,0.00016399452266256507,8.595612571703048e-05,2.2184585716535743
2013-05-08,6.958015556766957e-05,0.5592213525670864,0.0010143361843194542,1.127541879767079,0.00014856530621595748,8.522950076177522e-05,2.1351677788571717
2013-05-09,7.111722928104653e-05,0.5383463708731895,0.0009172891464263871,1.1338606347890334,0.00013749988383547572,8.566608105037202e-05,1.9334257707382427
2013-05-10,7.562958883543677e-05,0.5462799492573203,0.0008572124186485825,1.132240163486144,0.0001390930265562572,8.586263964356468e-05,1.8391350356129956
2013-05-13,7.357910230951406e-05,0.5524739884322827,0.0007823642278723884,1.1352054131892415,0.0001325542236186493,8.618557039925032e-05,1.8015199894808926
2013-05-14,7.590263764609063e-05,0.5539797444807278,0.000747006125111795,1.0895900809513392,0.0001319120291845014,8.097223327583045e-05,1.7379110038252477
2013-05-15,7.650099964197039e-05,0.5519116364122207,0.0006752431826716306,1.1030733995123865,0.00012543918103054575,8.141734946140557e-05,1.6397064302114903
2013-05-16,7.639729836462006e-05,0.5565694402875369,0.0006169357738239773,1.0946987093473253,0.00012083099012300022,8.019186009253396e-05,1.5816133909122316
2013-05-17,7.425705624970095e-05,0.5370641739538122,0.0005832300173461551,1.0391976998461825,0.00011176735697212532,7.427652708074823e-05,1.505141229895919
2013-05-20,7.217439206379002e-05,0.5178551092518836,0.0005379019761333187,0.912561557932262,0.00010203552480279995,6.554243263292953e-05,1.4137358401663809
2013-05-21,7.13709588975209e-05,0.5077663315101709,0.0005067948480180891,0.9073546715095664,9.656967330747529e-05,6.523858177283142e-05,1.3530667767282818
2013-05-22,7.35750525384875e-05,0.49908399670117853,0.0004960947570127907,0.8528756957486527,9.535012206153097e-05,6.016109823615216e-05,1.295957240555864
2013-05-23,7.454058968752127e-05,0.49390664083007213,0.00047972722678131047,0.866086069506427,9.339819028731621e-05,6.111745662554515e-05,1.2529843227541821
2013-05-24,7.630250921850573e-05,0.45738597706001555,0.00046795527308568117,0.8611811644864338,8.642799302627397e-05,6.0742742939435546e-05,1.1327018457384164
2013-05-28,7.438631671877e-05,0.4368222656802916,0.00047370863719605285,0.839507336747123,8.199869604417146e-05,5.861690112202543e-05,1.102335747502882
2013-05-29,7.273626036607267e-05,0.4183530429300363,0.0004856020470189186,0.7737490167856574,7.862464017998153e-05,5.5272142953073616e-05,1.0809552179926953
2013-05-30,7.309916508279677e-05,0.41648916532485997,0.00048631995559783375,0.7628567870083371,7.85273535757513e-05,5.4356669465695105e-05,1.0742578726693555
2013-05-31,7.696255068093324e-05,0.4224895120921353,0.0005088686081759905,0.7157952138568017,8.36100511103589e-05,4.727649084123311e-05,1.0863731824193883
2013-06-03,7.835861755638394e-05,0.39190802678422004,0.0005019389442792147,0.6888045903918688,7.772361423900955e-05,4.5820164587585394e-05,0.9918961903977254
2013-06-04,7.696792659140356e-05,0.35629482756615977,0.0005108416232046774,0.6723318260705095,7.064924896216438e-05,4.44953413835762e-05,0.9179050559230615
2013-06-05,8.390672708275947e-05,0.3458663696709806,0.0005198708968212253,0.6252249222443315,7.223613130924006e-05,3.8269849980308226e-05,0.8609098915035931
2013-06-06,8.864935953499249e-05,0.34365053205717927,0.0005239934543535806,0.626740977885503,7.406580590582206e-05,3.767095271558227e-05,0.8354917203500621
2013-06-07,8.584609796353898e-05,0.34910436653304555,0.0005194038819805779,0.6243921635303009,7.371708546852612e-05,3.5567284921709354e-05,0.8587121280670863
2013-06-10,7.344670994631798e-05,0.31608896342029635,0.0005045155538598908,0.6297842428004706,6.0846105383771466e-05,3.594752860737798e-05,0.8284388154111156
2013-06-11,7.540176794643908e-05,0.3147268396356606,0.0005023419737952229,0.5582205189988068,6.125256488697566e-05,3.073824178485041e-05,0.8123491869644996
2013-06-12,7.564969572692771e-05,0.32711643852993655,0.000501239132150651,0.6126575529101123,6.369838870257165e-05,3.565038193349764e-05,0.842017778002748
2013-06-13,7.668406692361186e-05,0.3269719096224113,0.0004851850827959186,0.6710538624133296,6.306911434697089e-05,3.597820021531041e-05,0.8224539578710218
2013-06-14,7.978958283363962e-05,0.309509873994424,0.0004803712409382159,0.6511599118718432,6.059490447572761e-05,3.492908946706274e-05,0.7594337797462521
2013-06-17,6.406673037804978e-05,0.2936530809683096,0.0004952601114420176,0.563132134132663,5.230792803102918e-05,2.9765012888192535e-05,0.8164600834530906
2013-06-18,5.269216623890948e-05,0.3100411145647714,0.0004651112455839181,0.5413202929074141,4.8536754848702266e-05,2.83240463559138e-05,0.9211379662895937
2013-06-19,5.313666894497608e-05,0.3003277955070371,0.00046534366187312755,0.5069450388375957,4.7225829259358274e-05,2.520211179861661e-05,0.8887615689320197
2013-06-20,6.610900161714408e-05,0.3117722334565333,0.0004457985718929492,0.3865781779145176,5.352258367998829e-05,1.3452730208497527e-05,0.8096111326858738
2013-06-21,6.524441916700448e-05,0.30992122186444565,0.0004179095938321295,0.3894380011674364,5.1175744659123315e-05,1.3665556099657261e-05,0.7843696872851311
