Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_XLI,Predicted_Covariance,Future_Cov_45_XLI,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.9164857203959996,8.498676242812063e-05,1.090147362453703,6.264684875832484e-05,5.970598026142443e-05,1.1394714818371956
2013-03-01,5.488021190183326e-05,0.9162200791963929,8.370148076056168e-05,1.0958742516025914,6.209752136743234e-05,5.99625463331647e-05,1.131510233205896
2013-03-04,5.501029900576039e-05,0.9154722941133085,8.457770935869204e-05,1.1141107168344766,6.244464019193428e-05,6.0910953385049866e-05,1.135144533306307
2013-03-05,5.845535101370509e-05,0.9130100975292854,8.887408612329116e-05,1.1014047649298622,6.580748463400471e-05,5.902953946512019e-05,1.1257734919524456
2013-03-06,5.9250468430820016e-05,0.9125683707100792,8.57189960630555e-05,1.095399943918413,6.503540427911663e-05,5.9112419565883805e-05,1.097635276167496
2013-03-07,5.369174155549812e-05,0.9121256771568423,7.89743325100823e-05,1.0954919358890405,5.939520822146265e-05,5.921345556398031e-05,1.1062261439232546
2013-03-08,4.524810700565277e-05,0.9089388210615944,6.794348396895737e-05,1.089358622229467,5.0397473642987954e-05,5.864539491287875e-05,1.1138029185771658
2013-03-11,4.8373919939468494e-05,0.9104615448339723,7.112958765230844e-05,1.0956136085947128,5.3406288009680703e-05,6.086829358183826e-05,1.104030603195055
2013-03-12,5.1431479865635213e-05,0.9115805505668522,7.530351235790173e-05,1.0896863793717075,5.6730573968155516e-05,6.0610659444894664e-05,1.1030321141130721
2013-03-13,5.5261000285198275e-05,0.9122882640514185,7.803583123499454e-05,1.0880871671368924,5.9908506009914135e-05,6.142676136318431e-05,1.0841010061477425
2013-03-14,6.195858588029715e-05,0.9132341504109576,7.77289543118616e-05,1.1054480007248613,6.33759240609324e-05,6.374102858687999e-05,1.0228755734253445
2013-03-15,6.386120353979619e-05,0.9148960771847712,7.717065361571714e-05,1.1128610064373683,6.422681771829152e-05,6.2907185775885e-05,1.0057251376145377
2013-03-18,6.402550064969363e-05,0.9147830644543696,7.97395892231199e-05,1.1141551018207705,6.536294392469466e-05,6.168993909793715e-05,1.0208892279080903
2013-03-19,6.71640875084588e-05,0.9156206625125977,8.032196763452992e-05,1.1175857623682826,6.725139749554007e-05,6.357361069786493e-05,1.0012999504693678
2013-03-20,6.839791392936718e-05,0.9158722353141443,8.103705989636447e-05,1.1293212516168936,6.818646247444965e-05,6.39520636514537e-05,0.9969085101756774
2013-03-21,6.814178529168062e-05,0.9169514990423193,8.5812623570081e-05,1.1311075344039792,7.01178690016158e-05,6.160625527167272e-05,1.0289995881598428
2013-03-22,6.79733209422515e-05,0.918804605111774,8.67162775516697e-05,1.1315134114582337,7.054118011505093e-05,6.105618718736197e-05,1.0377774564667954
2013-03-25,7.243408887933498e-05,0.9186600512452191,8.935232816169878e-05,1.1157794895285222,7.390592694947584e-05,6.101085567328613e-05,1.0203196877728764
2013-03-26,7.339742545776695e-05,0.9203761764452913,8.97926060414499e-05,1.1277218261133035,7.47181430579546e-05,6.0686425962106775e-05,1.0179940589462173
2013-03-27,7.311742529462491e-05,0.9206484706636661,9.07559379691631e-05,1.086625991284862,7.499663988527573e-05,6.449480308313585e-05,1.0257013233586736
2013-03-28,6.422356192814954e-05,0.9197137504896709,9.151174830826783e-05,1.0816666703276738,7.050798445567066e-05,6.45935389620062e-05,1.097852288768285
2013-04-01,6.678777769649997e-05,0.9200364542084138,9.587539303262702e-05,1.0670757461401963,7.362191514696959e-05,6.394757975075296e-05,1.102326169340828
2013-04-02,6.451960799026473e-05,0.9193494401970881,9.581198928649148e-05,1.0972862842828317,7.228303920987063e-05,7.089312911162009e-05,1.1203266954253244
2013-04-03,6.836168011312682e-05,0.9202796740824002,9.700995842419459e-05,1.1064843881710205,7.494356583904775e-05,7.010650047498209e-05,1.0962803388540048
2013-04-04,6.901245142532413e-05,0.9198191979948984,9.605452202122993e-05,1.1250337364088592,7.489021968509952e-05,7.444509698776469e-05,1.0851696779114637
2013-04-05,6.697476452894188e-05,0.9253547745482308,9.39934677656695e-05,1.132710921250425,7.341971665742513e-05,7.412877383037633e-05,1.096229560100927
2013-04-08,7.273438811092278e-05,0.9290519134549735,9.620234363718754e-05,1.125917483098462,7.771461557596559e-05,7.62816596488854e-05,1.068471428637686
2013-04-09,7.022991067372413e-05,0.927123751481794,9.454994881429741e-05,1.1195576841495565,7.554912073159243e-05,7.779565160809625e-05,1.0757399519213462
2013-04-10,6.636144982931065e-05,0.9252380843276561,9.773726456975567e-05,1.1102885550165893,7.451462558602332e-05,7.905302412856601e-05,1.1228601210142874
2013-04-11,6.716170407401359e-05,0.9244825725853862,9.622180099302992e-05,1.1105205060226253,7.431839514489179e-05,8.012610972262203e-05,1.1065591049177577
2013-04-12,6.98842565011876e-05,0.929864863956903,9.840132626708222e-05,1.1056578712188512,7.710987306392366e-05,8.078387481357694e-05,1.103394053603665
2013-04-15,9.593981606210937e-05,0.9370863020425305,0.0001330264381792425,1.065141924949235,0.00010586392986411808,6.428800924490068e-05,1.103441034279074
2013-04-16,8.836558039441448e-05,0.9408578708556767,0.0001342227646307192,1.083223283033397,0.00010246573967992548,6.644995274511541e-05,1.1595661933365433
2013-04-17,8.959564094882932e-05,0.9423930906687161,0.00013839853683348004,1.0466591114332426,0.00010494005392767077,7.438411547328893e-05,1.171262941102292
2013-04-18,9.719405369416862e-05,0.9437954134217729,0.00013090524762156437,1.0527797959494878,0.00010645749397307206,7.384899293066242e-05,1.095308714132367
2013-04-19,7.72897485213767e-05,0.9385566369037407,0.00011876763351070204,1.0807954762959946,8.992293714233095e-05,7.843118827350836e-05,1.1634523188733132
2013-04-22,7.797978274745508e-05,0.9344260130974597,0.00011207817658017121,1.0868510770939974,8.735674811354546e-05,8.059056214521251e-05,1.120248672613754
2013-04-23,8.499754389235151e-05,0.933759207775254,0.00010988247825723116,1.0962528312480109,9.024066946383919e-05,8.107701155201765e-05,1.061685612682268
2013-04-24,7.773768893068322e-05,0.9330792021531433,0.00010988522926230449,1.100433301998895,8.623905349069635e-05,8.21315735672071e-05,1.1093596256455938
2013-04-25,6.90805921567358e-05,0.9330572770081087,0.00010266107271289643,1.1025397375176824,7.857587558314414e-05,8.24462511071874e-05,1.137452258730855
2013-04-26,7.034557142953508e-05,0.9382870197921298,9.947314571977896e-05,1.1068668099023848,7.848867820700401e-05,8.341614413036048e-05,1.1157586271884343
2013-04-29,6.776168711759701e-05,0.9416980846329281,9.731100715044276e-05,1.1160608248077788,7.646888821917055e-05,8.313516940030788e-05,1.1284974071921001
2013-04-30,5.8041023931509805e-05,0.9410541356336265,8.578240709591193e-05,1.1178485935979483,6.640201441995453e-05,8.31529849332727e-05,1.1440531183307683
2013-05-01,6.311211636341748e-05,0.9425416415980618,9.46105662209177e-05,1.1172342789009295,7.283275519068181e-05,8.362689979278638e-05,1.1540217534663255
2013-05-02,6.214021471172626e-05,0.9429438315364715,9.034565461562255e-05,1.1068877594299342,7.065222333522392e-05,8.161905393812855e-05,1.1369806760885135
2013-05-03,7.476459886581012e-05,0.9437081901574921,0.0001029641525658793,1.1021718302795758,8.279969798103793e-05,8.010512991061797e-05,1.107471975201117
2013-05-06,7.535412832838797e-05,0.9443080557452022,0.00010645974392576609,1.1001356158370064,8.457849021403559e-05,7.985115153867162e-05,1.1224134906776242
2013-05-07,7.392273390092128e-05,0.9422655111129452,0.00010825074035199079,1.0980711118178903,8.429032784577037e-05,8.338744849253083e-05,1.1402490600353714
2013-05-08,6.958015556766957e-05,0.9407882710329409,0.00010378276579487901,1.097117642660775,7.994608707308953e-05,8.292977018310801e-05,1.1489782743491952
2013-05-09,7.111722928104653e-05,0.9380640776773559,0.00010350712083874081,1.0996179367711565,8.048316259017178e-05,8.30789573300669e-05,1.1316971063666195
2013-05-10,7.562958883543677e-05,0.9393648680775732,0.0001027501800039527,1.1017123015769588,8.280784430911106e-05,8.354758062099271e-05,1.09491332141569
2013-05-13,7.357910230951406e-05,0.9353324493797821,9.995914999956828e-05,1.102089342997468,8.021480300069296e-05,8.367137572954617e-05,1.0901845834332893
2013-05-14,7.590263764609063e-05,0.9330525837013324,0.0001031692233943985,1.105650780285756,8.25675949506515e-05,8.216577451286508e-05,1.0878092976905152
2013-05-15,7.650099964197039e-05,0.9319757384271647,0.00010258993306575487,1.1120104343229815,8.256396385934572e-05,8.207698796474046e-05,1.079253398592834
2013-05-16,7.639729836462006e-05,0.9320818917592323,0.00010273664518018299,1.1108153448634486,8.257636494973583e-05,8.137247990092101e-05,1.0808806949641732
2013-05-17,7.425705624970095e-05,0.935640405650016,0.00010632559445567439,1.0978801003200709,8.313745822459665e-05,7.847084439746975e-05,1.1195900083223602
2013-05-20,7.217439206379002e-05,0.9378051218297766,0.00010320654818021269,1.1030287137191623,8.093899247798893e-05,7.922225578396676e-05,1.1214364286775353
2013-05-21,7.13709588975209e-05,0.9375061898864329,9.972170930715235e-05,1.1015175707929608,7.90914917210596e-05,7.919884734470044e-05,1.1081747105937632
2013-05-22,7.35750525384875e-05,0.9379640420259175,0.00010015244442723869,1.0987101506258612,8.051601215475763e-05,7.750204353852252e-05,1.0943384935082345
2013-05-23,7.454058968752127e-05,0.9381280842427332,9.892066350005792e-05,1.098392693752408,8.055677284822851e-05,7.751073499714122e-05,1.0807101632268734
2013-05-24,7.630250921850573e-05,0.9371716153272989,9.43545204055875e-05,1.0968322916922812,7.951881365003573e-05,7.736421172386842e-05,1.0421520139307547
2013-05-28,7.438631671877e-05,0.9373342950600572,9.26222042372198e-05,1.0999035925769631,7.7803402641093e-05,7.679854279732731e-05,1.045937022735537
2013-05-29,7.273626036607267e-05,0.9370571283571822,9.050468984193963e-05,1.1164166050655169,7.602861783529955e-05,7.975032840327346e-05,1.0452643214355102
2013-05-30,7.309916508279677e-05,0.9366019528742935,9.078527272067995e-05,1.1148855063482728,7.629902153298444e-05,7.94401570422216e-05,1.04377418601927
2013-05-31,7.696255068093324e-05,0.9380110856771918,9.356166049912704e-05,1.1503181529093338,7.959699234361241e-05,7.597564857621642e-05,1.034230176096955
2013-06-03,7.835861755638394e-05,0.9383503653750853,9.298060788096631e-05,1.1551917471567443,8.009485153106884e-05,7.684483629069452e-05,1.0221575370881903
2013-06-04,7.696792659140356e-05,0.938997720363436,8.91720834528672e-05,1.1522547214334553,7.779181216575085e-05,7.625693921209965e-05,1.0107042713872365
2013-06-05,8.390672708275947e-05,0.9380747651129028,9.981679365635034e-05,1.1401167327955333,8.584947653961487e-05,6.978623975432783e-05,1.0231536793818594
2013-06-06,8.864935953499249e-05,0.9363870330504376,9.846529645437511e-05,1.153027130608517,8.74852402012369e-05,6.930395817340622e-05,0.98686827135738
2013-06-07,8.584609796353898e-05,0.9360814048452505,0.00010583559306364644,1.132794501050968,8.922566055244327e-05,6.452743504790925e-05,1.0393676901929738
2013-06-10,7.344670994631798e-05,0.9355310114780742,0.00010288241021513353,1.1327315629166277,8.132328743838864e-05,6.465531763919622e-05,1.1072420738495656
2013-06-11,7.540176794643908e-05,0.9361688771464027,0.00010162243479370271,1.146703443286022,8.194826467128182e-05,6.3142873641521e-05,1.0868215282364861
2013-06-12,7.564969572692771e-05,0.9368886434714925,0.0001013296531770636,1.1281865407493954,8.202756989129505e-05,6.564887820104656e-05,1.084307994937475
2013-06-13,7.668406692361186e-05,0.93708819639586,9.975267015454705e-05,1.1383956694219748,8.19587452790345e-05,6.1034485624461676e-05,1.0687845411313013
2013-06-14,7.978958283363962e-05,0.9373093866403659,9.889975619256033e-05,1.1343842003934066,8.326331046047949e-05,6.08498872598929e-05,1.043536104632638
2013-06-17,6.406673037804978e-05,0.9352662986915724,9.57562001647643e-05,1.1303098097250848,7.325461960386869e-05,5.974385763997543e-05,1.1434112396809126
2013-06-18,5.269216623890948e-05,0.9335438139953918,7.041191724270373e-05,1.122789500404538,5.686313727605864e-05,5.8748844767270744e-05,1.0791573270728274
2013-06-19,5.313666894497608e-05,0.9315343544265182,7.89351910937671e-05,1.133897997340761,6.032972854895504e-05,5.637026089205677e-05,1.1353690351088341
2013-06-20,6.610900161714408e-05,0.932305288053988,9.157397915319002e-05,1.2126891411723573,7.25394886432516e-05,4.220098488480519e-05,1.0972709747357596
2013-06-21,6.524441916700448e-05,0.9315495017024885,9.692672218161749e-05,1.202022084269946,7.407972911187075e-05,4.217950014219412e-05,1.135418631320033
2013-06-24,5.5679700730278476e-05,0.9247687067971807,0.00010480614272472166,1.1986138696288924,7.064394442431988e-05,4.499050927868796e-05,1.268755821201889
2013-06-25,5.683904438603972e-05,0.9196770869294792,0.00010218134513574904,1.1958826150957371,7.00881437562866e-05,4.2988971409770916e-05,1.2330985595088753
2013-06-26,5.616484134519195e-05,0.9154129341761411,9.866024511745863e-05,1.2096408691358078,6.814286791756089e-05,4.119263668383908e-05,1.2132655641053338
2013-06-27,5.600093181678947e-05,0.9101966183063417,9.569628728566539e-05,1.2053383205755162,6.663162252431838e-05,4.0606987465922355e-05,1.1898306039318751
2013-06-28,5.651835513949762e-05,0.9097751190829643,9.408596047501127e-05,1.2039759773853806,6.634240691918473e-05,4.0445759277389344e-05,1.1738205536137696
2013-07-01,4.0959150997653995e-05,0.906849109396461,9.062834045628256e-05,1.1947143154040447,5.525130211472703e-05,4.09767472788745e-05,1.3489367032507984
2013-07-02,4.708768430286185e-05,0.9082695951884314,9.2145543164936e-05,1.1847751266602118,5.982815496998868e-05,4.058229078882598e-05,1.2705690639867058
2013-07-03,4.5307854285029834e-05,0.9065315585885144,9.071178564897661e-05,1.1848673788287487,5.811677855754013e-05,4.0584967146970924e-05,1.2827086931093643
2013-07-05,5.048108536897671e-05,0.9055174564123888,9.039044165200974e-05,1.1720796738328343,6.116773837431767e-05,3.955086270802448e-05,1.2116961813960614
2013-07-08,5.858594159480322e-05,0.9061939307625908,8.897825131826077e-05,1.2107850242068323,6.542741915507357e-05,4.1401645274073085e-05,1.1167767791049246
2013-07-09,6.185296409698371e-05,0.9101638290102005,8.278752914689043e-05,1.1886375521958985,6.513018187001088e-05,3.9643019394800205e-05,1.0529840052271153
2013-07-10,6.043816195282401e-05,0.9123811655161503,7.893995214013607e-05,1.1914988185849382,6.30202852914652e-05,4.001395060793864e-05,1.0427233928896897
2013-07-11,6.428746384905295e-05,0.9140104845649565,8.282080950227844e-05,1.1986658922780005,6.66935845089003e-05,3.564502134349992e-05,1.0374275249914497
2013-07-12,6.999194674271863e-05,0.9158172159950565,8.440316741016091e-05,1.221345721978466,7.039020212372369e-05,3.714721653203076e-05,1.005690017202536
2013-07-15,7.060701256657018e-05,0.9164902755507194,8.446238541726171e-05,1.2203047237235398,7.077558225485915e-05,3.724308029042885e-05,1.0023874354991305
2013-07-16,3.5042919617133015e-05,0.9180942524817809,7.989808024907522e-05,1.1986145745661618,4.8579784287126864e-05,3.9349644023456776e-05,1.3862938595839907
2013-07-17,3.792838595062833e-05,0.9185232353082549,7.604311654266997e-05,1.1922128937050336,4.932899658912741e-05,3.9196314829047505e-05,1.3005825413541021
2013-07-18,3.7451029819475974e-05,0.9194629228969087,7.221437212747461e-05,1.2105475937805783,4.781651530040978e-05,4.327511794208272e-05,1.2767743779249392
2013-07-19,4.0860668714576163e-05,0.9220434282468403,7.129464105961799e-05,1.197653148560317,4.976597936908027e-05,4.337363203628908e-05,1.2179433409842195
2013-07-22,3.950888193740232e-05,0.9235330806746305,6.876638744041536e-05,1.1916532492787877,4.813798764558705e-05,4.321597791675144e-05,1.2184092610329151
2013-07-23,3.3171208880188284e-05,0.9265443106602969,6.335362351453962e-05,1.1963380726662631,4.247492032872109e-05,4.349057422815501e-05,1.280475501575389
2013-07-24,3.471216593235655e-05,0.9274125401407313,6.549390351803723e-05,1.1849310753579716,4.4219543863150795e-05,4.308093554622463e-05,1.273891809267138
2013-07-25,3.488954269695917e-05,0.9281758571809956,6.59362792041064e-05,1.1945256408377944,4.45184591585146e-05,4.38760753828554e-05,1.2759828796034822
2013-07-26,3.343176772700175e-05,0.9278490493647478,6.357684402917759e-05,1.1994781674696036,4.2776621436350416e-05,4.477765121651699e-05,1.2795201792994373
2013-07-29,3.360094972876798e-05,0.9273071809050855,6.291818245123055e-05,1.181292606332951,4.263708286418758e-05,4.552700053013683e-05,1.2689249324307992
2013-07-30,3.816574763863081e-05,0.9306151769497442,6.262266832008571e-05,1.1841321678435142,4.5495956759189924e-05,4.5664916096615784e-05,1.192062505625845
2013-07-31,3.750748633018741e-05,0.9327155951425987,6.220227137154886e-05,1.1866610755364422,4.5051716230397154e-05,4.804494898142099e-05,1.201139309464678
2013-08-01,4.226173154810077e-05,0.9335037442629885,6.624656600690494e-05,1.1542962384111846,4.9393681064440284e-05,4.4725729187850004e-05,1.168756680218419
2013-08-02,4.130983358011611e-05,0.9339942429147282,6.552755960882117e-05,1.1425169601131495,4.859403017768417e-05,4.596478144639841e-05,1.1763308143917144
2013-08-05,3.7225611971094185e-05,0.9342449094127305,6.348848892416217e-05,1.132655473622891,4.541812052721934e-05,4.874165816555674e-05,1.220077202827093
2013-08-06,4.1983018398946586e-05,0.9351954668965734,6.42442455113119e-05,1.1267765723922685,4.856868434477581e-05,4.7874067996964216e-05,1.15686499439484
2013-08-07,4.81253999850549e-05,0.9362581947282781,6.599969395670235e-05,1.136566491235218,5.276595088005348e-05,6.0117323672793355e-05,1.0964262301495609
2013-08-08,4.5117615842124565e-05,0.935676450855806,6.666677405834597e-05,1.1282275768698498,5.1316082016986614e-05,6.0386655609232214e-05,1.1373846126211922
2013-08-09,4.7210405389653165e-05,0.9347570453042804,7.413205171690759e-05,1.1257071021998075,5.529942581949542e-05,6.039652455744723e-05,1.1713397790821571
2013-08-12,4.729046229109182e-05,0.9345324081277117,7.019785327662966e-05,1.1339495816204468,5.384471244373736e-05,6.221477714386362e-05,1.1385956033227482
