Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_VOO,Predicted_Covariance,Future_Cov_45_VOO,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.9899791263271601,-0.00013034003705256065,0.9616165482355384,,5.266651154279014e-05,
2013-03-01,5.488021190183326e-05,0.9783566188169763,-0.00013289004974518774,0.9624066759717378,,5.265965033388684e-05,
2013-03-04,5.501029900576039e-05,0.9779507597797582,-0.00013337949456164515,0.9620248177043356,,5.2596073209800936e-05,
2013-03-05,5.845535101370509e-05,0.9780726659668323,-0.00013263141734516016,0.96345046351141,,5.163590985749622e-05,
2013-03-06,5.9250468430820016e-05,0.9757098080856474,-0.0001361283495519644,0.9639017348056174,,5.201621935846733e-05,
2013-03-07,5.369174155549812e-05,0.9750872047108134,-0.00023088339483870446,0.964152319078022,,5.211429553454754e-05,
2013-03-08,4.524810700565277e-05,0.9746387427704963,-0.0003278374279025481,0.9645923971987804,,5.192863113150905e-05,
2013-03-11,4.8373919939468494e-05,0.9759623009947677,-0.00039286764111508694,0.9666714766469886,,5.370473931335031e-05,
2013-03-12,5.1431479865635213e-05,0.9763753008545076,-0.0004456728868190506,0.9672482785170928,,5.380039350557226e-05,
2013-03-13,5.5261000285198275e-05,0.9763882854820504,-0.0004903194391608259,0.967586127694502,,5.4624008038448045e-05,
2013-03-14,6.195858588029715e-05,0.9780921659202928,-0.0005266564633489705,0.9676651953713586,,5.5796360245122326e-05,
2013-03-15,6.386120353979619e-05,0.9749224336322286,-0.0005555066936562841,0.9797636464811632,,5.538353250686731e-05,
2013-03-18,6.402550064969363e-05,0.9780404354349734,-0.0005785519784447678,0.979850599194954,,5.425359870509106e-05,
2013-03-19,6.71640875084588e-05,0.9793199551384838,-0.0005971579021790441,0.9773517271556478,,5.5596429651547285e-05,
2013-03-20,6.839791392936718e-05,0.9795154168874002,0.0002076934232126686,0.9782666639692392,0.00011674655558435329,5.539802945590848e-05,1.7068730444749316
2013-03-21,6.814178529168062e-05,0.9819148961652546,-7.530996533108305e-05,0.9800655795259462,,5.3379690647247554e-05,
2013-03-22,6.79733209422515e-05,0.9800087730082812,-0.00030478667002406014,0.9969841130160474,,5.379701911679968e-05,
2013-03-25,7.243408887933498e-05,0.9784796524983459,-0.0004932303529645731,1.003972596515572,,5.489725143794206e-05,
2013-03-26,7.339742545776695e-05,0.9768608247805319,-0.0006437174607093976,1.0061556044392408,,5.4144547158056014e-05,
2013-03-27,7.311742529462491e-05,0.9781732566718734,-0.0006496061541737888,1.0067914811936487,,5.9756364053637613e-05,
2013-03-28,6.422356192814954e-05,0.98305758596467,-0.0006004430732501508,1.0068244000201254,,6.01242072947458e-05,
2013-04-01,6.678777769649997e-05,0.983721249345342,-0.0005591866856381676,1.005124526531192,,6.023497493246045e-05,
2013-04-02,6.451960799026473e-05,0.985086024737425,-0.0005268268949450146,1.012108904234464,,6.539001557812224e-05,
2013-04-03,6.836168011312682e-05,0.988117703410586,-0.0004918554001314885,1.009392141264907,,6.395476645450317e-05,
2013-04-04,6.901245142532413e-05,0.9878398602769985,-0.0004703179465409209,1.014011634017894,,6.709860513351753e-05,
2013-04-05,6.697476452894188e-05,0.9886384635145746,0.003107736789219544,1.0155233193861193,0.0004510401626029569,6.64595856276763e-05,6.7344792590953935
2013-04-08,7.273438811092278e-05,0.98612719263398,0.0060195785103495,1.0155898527744631,0.0006525080457027854,6.880688918605983e-05,8.971107926386694
2013-04-09,7.022991067372413e-05,0.9858413230447238,0.008491013464877949,1.0135716205784673,0.0007612859963219611,7.043090837634996e-05,10.83991121473531
2013-04-10,6.636144982931065e-05,0.9864286153488541,0.010498822384358482,1.0097349010058143,0.0008233678200976835,7.189356058117272e-05,12.407321151293123
2013-04-11,6.716170407401359e-05,0.9851532810300727,0.012249549462811093,1.009162514111559,0.0008935620572804687,7.281294302548654e-05,13.304636468064372
2013-04-12,6.98842565011876e-05,0.9883156443418168,0.009893724761781096,1.00991811421456,0.0008217983343926295,7.378873757823044e-05,11.759420154647621
2013-04-15,9.593981606210937e-05,0.9977140182136957,0.0073533153492099075,1.0151215005065937,0.0008380059661844727,6.126896226751727e-05,8.734704740750864
2013-04-16,8.836558039441448e-05,0.9974410868734868,0.0057798647091032666,1.0156370938097063,0.0007128327712474147,6.23039016488354e-05,8.06686006096184
2013-04-17,8.959564094882932e-05,1.000931013527078,0.004464976776386199,1.0181020680143908,0.000633077951542547,7.235461953517517e-05,7.065945896900456
2013-04-18,9.719405369416862e-05,1.0049969250779602,0.0035163200303233674,1.0092977508004914,0.0005875282832653341,7.079887242381621e-05,6.0448994659082125
2013-04-19,7.72897485213767e-05,1.001508287140736,0.002731554397957374,1.0254513424947485,0.0004601722453770197,7.441497403760525e-05,5.953858748159154
2013-04-22,7.797978274745508e-05,0.9957487777602311,0.0021725663968229785,1.0258629827673933,0.0004098522479659047,7.606826381977128e-05,5.255878299805606
2013-04-23,8.499754389235151e-05,0.9928864429715275,0.0016955593568104502,1.0235015705060386,0.0003769287531998052,7.569645093728643e-05,4.434584059007417
2013-04-24,7.773768893068322e-05,0.9908238792510314,-0.02669448680938864,1.0246554870479423,,7.647584579878979e-05,
2013-04-25,6.90805921567358e-05,0.9884993567437766,-0.05120985310595318,1.027073710520021,,7.680301594731986e-05,
2013-04-26,7.034557142953508e-05,0.9899516331225896,-0.025039383481340573,1.0293200583260378,,7.757203447916926e-05,
2013-04-29,6.776168711759701e-05,0.9909897221445307,-0.25024928707049043,1.0302919397069925,,7.674626062971514e-05,
2013-04-30,5.8041023931509805e-05,0.9910972161980004,-0.46181559679166156,1.0298601779937169,,7.660782359483779e-05,
2013-05-01,6.311211636341748e-05,0.9922053431077261,-0.3554389963917486,1.0299255284556723,,7.709169024685167e-05,
2013-05-02,6.214021471172626e-05,0.9919795529218274,-0.5373670447942782,1.0305267774577864,,7.598839170227275e-05,
2013-05-03,7.476459886581012e-05,0.9905800395962879,-0.4305418963852737,1.033786535932715,,7.513493131078481e-05,
2013-05-06,7.535412832838797e-05,0.9902231411265335,-0.3469964038622097,1.033485873108262,,7.501351276938475e-05,
2013-05-07,7.392273390092128e-05,0.9896734167981773,-0.27888930351117247,1.0339279007471915,,7.851641723441098e-05,
2013-05-08,6.958015556766957e-05,0.9903921847055317,-0.22943853354697286,1.0332992781076995,,7.810581867594523e-05,
2013-05-09,7.111722928104653e-05,0.9914296667164471,-0.1820595606769093,1.0329814236826402,,7.80443977413419e-05,
2013-05-10,7.562958883543677e-05,0.991338777347991,-0.14893627844003457,1.0326950496904026,,7.831370567199036e-05,
2013-05-13,7.357910230951406e-05,0.9912646255009568,-0.12204697104911445,1.0326812511708698,,7.840186598717003e-05,
2013-05-14,7.590263764609063e-05,0.9914761866413303,-0.09875205965506141,1.0331234653234684,,7.677595060691652e-05,
2013-05-15,7.650099964197039e-05,0.9914601140221573,-0.08081222418672217,1.032884083290311,,7.623670772910016e-05,
2013-05-16,7.639729836462006e-05,0.9911779790269433,-0.06584940820353502,1.0331574590912267,,7.568367232514441e-05,
2013-05-17,7.425705624970095e-05,0.9907322580537358,-0.053509437167530025,1.034445545543831,,7.393686743967825e-05,
2013-05-20,7.217439206379002e-05,0.9894638320602563,-0.04385422008269124,1.0343900040156315,,7.42924535501883e-05,
2013-05-21,7.13709588975209e-05,0.9892751515300271,-0.03617708143392374,1.0339711023046436,,7.434227257156382e-05,
2013-05-22,7.35750525384875e-05,0.9887651611770037,-0.029404871209355022,1.036611759401343,,7.31216778728251e-05,
2013-05-23,7.454058968752127e-05,0.9888753725807965,-0.0241154312001581,1.0356998916142384,,7.308666590017835e-05,
2013-05-24,7.630250921850573e-05,0.9891044330364142,-0.02009453661064847,1.0355121592384895,,7.30390439238109e-05,
2013-05-28,7.438631671877e-05,0.985717206416828,-0.016484399603957787,1.0337560072520933,,7.217992149560957e-05,
2013-05-29,7.273626036607267e-05,0.9852921257523571,-0.01347548785518097,1.0326035708095798,,7.376321125000122e-05,
2013-05-30,7.309916508279677e-05,0.9847682419709878,-0.011189891717075002,1.0320010304279692,,7.353429877607761e-05,
2013-05-31,7.696255068093324e-05,0.9856349763193428,-0.008930638591448143,1.0325854950778406,,6.819969979654481e-05,
2013-06-03,7.835861755638394e-05,0.9863599752902703,-0.007213881693711121,1.0336863871443611,,6.876214393977132e-05,
2013-06-04,7.696792659140356e-05,0.9873314248089563,-0.0058249548375488335,1.037525602413936,,6.866409425152955e-05,
2013-06-05,8.390672708275947e-05,0.9873276663937472,-0.004513588168278109,1.0328324355844585,,6.321939666564805e-05,
2013-06-06,8.864935953499249e-05,0.9876438648470777,-0.0036600521328562087,1.0369861752244975,,6.232918949290535e-05,
2013-06-07,8.584609796353898e-05,0.9870343331207893,-0.0028519490703250217,1.0333312672417756,,5.886170542676167e-05,
2013-06-10,7.344670994631798e-05,0.9867952787741511,-0.002429589174265894,1.0340050941503214,,5.902009795745117e-05,
2013-06-11,7.540176794643908e-05,0.9870744814275043,-0.0020413079311141654,1.0370403005384703,,5.710430629772922e-05,
2013-06-12,7.564969572692771e-05,0.9881127032706705,-0.0017375726485444746,1.0405117070006722,,6.0547102675304526e-05,
2013-06-13,7.668406692361186e-05,0.9890065376525995,-0.0014937471459566783,1.0480363219296045,,5.618991668969138e-05,
2013-06-14,7.978958283363962e-05,0.9891923037736522,-0.001298240064094979,1.0483157934016398,,5.623306267764715e-05,
2013-06-17,6.406673037804978e-05,0.989365070885323,-0.001089171459416501,1.0462337380391091,,5.5299917744455227e-05,
2013-06-18,5.269216623890948e-05,0.9860467441658775,-0.001008119719532584,1.0445583599802395,,5.4655478091595905e-05,
2013-06-19,5.313666894497608e-05,0.9862914388810972,-0.0008564026721876863,1.0484679656835705,,5.2123218226996677e-05,
2013-06-20,6.610900161714408e-05,0.9875063428973624,-0.001968977286533329,1.0587280757295456,,3.684321563050208e-05,
2013-06-21,6.524441916700448e-05,0.9912313465298918,-0.00296230648033094,1.0667091894470382,,3.74313092885378e-05,
2013-06-24,5.5679700730278476e-05,0.9868051177580537,-0.0023797198970547198,1.0241865175461653,,3.8443300372483204e-05,
2013-06-25,5.683904438603972e-05,0.9871124419273137,-0.001968255867378877,1.0228836268937145,,3.6770093014970755e-05,
2013-06-26,5.616484134519195e-05,0.9881750208389247,-0.001661953074785577,1.0272468818297835,,3.4981463232183646e-05,
2013-06-27,5.600093181678947e-05,0.9877594720794973,-0.0013959739292926214,1.027500879900976,,3.461577105707656e-05,
2013-06-28,5.651835513949762e-05,0.9861610313350024,-0.0011818198236756509,1.0246707894459963,,3.442227159590549e-05,
2013-07-01,4.0959150997653995e-05,0.9874129237160346,-0.0013534881527913504,1.0189136484422725,,3.494707189232505e-05,
2013-07-02,4.708768430286185e-05,0.9882273367942844,-0.0008651191898570527,1.01771495959437,,3.4859952324304735e-05,
2013-07-03,4.5307854285029834e-05,0.9893619189953143,-0.0011049345154943704,1.0176539455949989,,3.4857447075456905e-05,
2013-07-05,5.048108536897671e-05,0.9898489875271674,-0.001295469020549334,1.0173747741839436,,3.433047335832864e-05,
2013-07-08,5.858594159480322e-05,0.9896526305601994,-0.0014659996480370285,1.0194366246400974,,3.485866827630822e-05,
2013-07-09,6.185296409698371e-05,0.9887690317605847,-0.0012720146575723626,1.018258454683585,,3.3960595972562614e-05,
2013-07-10,6.043816195282401e-05,0.9899372089359243,-0.0011088643259114879,1.0176859309621902,,3.417681489963837e-05,
2013-07-11,6.428746384905295e-05,0.9908556337908326,-0.0017405150246009118,1.0144346708036531,,3.016649236899813e-05,
2013-07-12,6.999194674271863e-05,0.9915812903728528,-0.0014944287211146692,1.015226848740813,,3.087811329802263e-05,
2013-07-15,7.060701256657018e-05,0.9918309074319647,-0.0012889564884140184,1.0145981373196908,,3.096501976606091e-05,
2013-07-16,3.5042919617133015e-05,0.9928151694125898,-0.0010515439189096069,1.0165692085587876,,3.337322716643435e-05,
2013-07-17,3.792838595062833e-05,0.9931590476975042,-0.0008764327845284369,1.016590076948298,,3.3422373569807825e-05,
2013-07-18,3.7451029819475974e-05,0.9927569637301381,-0.0003960925710544226,0.9836510393110433,,3.516393321397443e-05,
2013-07-19,4.0860668714576163e-05,0.9920335791682442,5.430244715140521e-06,0.9962785429686348,1.4777086260834798e-05,3.6080745899024864e-05,0.36164572743674633
