Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_WW,Predicted_Covariance,Future_Cov_45_WW,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.3100853465558997,0.0005047678685943481,0.5791641680839399,5.165650027523445e-05,3.172008260416508e-05,0.9395701472904993
2013-03-01,5.488021190183326e-05,0.30660196210393115,0.0005059407447254574,0.5827619008317466,5.1089617057280745e-05,3.188676750888655e-05,0.9309296609252725
2013-03-04,5.501029900576039e-05,0.31181134549154527,0.0005046328178731254,0.5783398215912613,5.195192703983351e-05,3.1619146446912096e-05,0.944403647658657
2013-03-05,5.845535101370509e-05,0.30314891060197685,0.0005062514652152637,0.5596720371478617,5.214963760933927e-05,2.9995496348200273e-05,0.8921276958393864
2013-03-06,5.9250468430820016e-05,0.29825875556418463,0.000527779681815293,0.5107888674701853,5.274307292035384e-05,2.7564330280565798e-05,0.8901714082131836
2013-03-07,5.369174155549812e-05,0.30975615612104845,0.0005818575139054289,0.5420909032684251,5.474973423513868e-05,2.9301060610978523e-05,1.019704942491891
2013-03-08,4.524810700565277e-05,0.3106610216774415,0.002139864081863991,0.5853368959105933,9.666740674834796e-05,3.151149007982479e-05,2.1363856555650265
2013-03-11,4.8373919939468494e-05,0.2880361537910524,0.0031905087475643744,0.5429237228844345,0.00011315730970972634,3.0162860608734064e-05,2.339221420371203
2013-03-12,5.1431479865635213e-05,0.3000889474895009,0.00409079808826798,0.5566857590014416,0.00013764756491664506,3.0964038456747176e-05,2.676329074649406
2013-03-13,5.5261000285198275e-05,0.3134747202655809,0.00799410179848415,0.5156885519751034,0.00020835154804993894,2.911262863549196e-05,3.7703180719612517
2013-03-14,6.195858588029715e-05,0.29225583874165434,0.006664881679819946,0.5349649242811536,0.0001878063043767239,3.084651155841225e-05,3.031158663620281
2013-03-15,6.386120353979619e-05,0.29674317280196555,0.0055511763020129334,0.5216785059279252,0.00017668179208643267,2.9489151383561514e-05,2.766653027081308
2013-03-18,6.402550064969363e-05,0.2994620264276299,0.00465159372275047,0.4726434799627512,0.00016342524267634744,2.616991785640066e-05,2.5525023782399656
2013-03-19,6.71640875084588e-05,0.3042918682365127,0.004005208440885606,0.6701680394421845,0.00015782342624285562,3.8122355774615835e-05,2.3498186619892514
2013-03-20,6.839791392936718e-05,0.29863061105565314,0.003498328717424308,0.6650166035054899,0.00014607841860041231,3.76590665373259e-05,2.1357145299966875
2013-03-21,6.814178529168062e-05,0.30406480385018625,0.0029347602322229655,0.6932792977873924,0.00013597504748779412,3.775975324623916e-05,1.9954723361848168
2013-03-22,6.79733209422515e-05,0.30235046224751555,0.0024978550404283545,0.7405212886063285,0.0001245843517409449,3.995834778052341e-05,1.8328419152389033
2013-03-25,7.243408887933498e-05,0.3040905961839204,0.0021185275540033287,0.6207091556762885,0.00011912188286369563,3.3940395093707605e-05,1.6445555498342217
2013-03-26,7.339742545776695e-05,0.3082229281218443,0.0018281963397735693,0.6521274421253644,0.00011290593530212639,3.5093125643223064e-05,1.5382819574113364
2013-03-27,7.311742529462491e-05,0.30103950858226614,0.0015995270847759934,0.7550410883053301,0.00010295080352019258,4.4814155652902224e-05,1.4080200869403536
2013-03-28,6.422356192814954e-05,0.30056233022927636,0.0013662726572523836,0.7377285853981662,8.903288202481977e-05,4.405469950356033e-05,1.3862962338405613
2013-04-01,6.678777769649997e-05,0.2985537081339584,0.0011972191604267429,0.7302178681108208,8.442241966042337e-05,4.3760403631465004e-05,1.2640399571918612
2013-04-02,6.451960799026473e-05,0.2930904368628686,0.0010658627622808553,0.752224237844128,7.685960586607091e-05,4.85994683230985e-05,1.1912596536182947
2013-04-03,6.836168011312682e-05,0.3092573127260919,0.0009704791801158414,0.7915853482244911,7.965617588709385e-05,5.0154597014261535e-05,1.1652167669851967
2013-04-04,6.901245142532413e-05,0.30378047323199386,0.0009240430366699039,0.7910890391115635,7.671312610857537e-05,5.234749708982528e-05,1.1115838450048954
2013-04-05,6.697476452894188e-05,0.3126669525898677,0.0008185591325585388,0.7631338563514677,7.320868527659988e-05,4.994228975680033e-05,1.0930786512129376
2013-04-08,7.273438811092278e-05,0.3244029814663358,0.0007325574100959728,0.8329720631512889,7.488167746190002e-05,5.6434412265698897e-05,1.0295223402127551
2013-04-09,7.022991067372413e-05,0.32506806693065043,0.0006660080005763831,0.8100597531648998,7.030319943385296e-05,5.6289307135458657e-05,1.001043554796322
2013-04-10,6.636144982931065e-05,0.33375033150522415,0.00060448867215671,0.7699371220867549,6.684573793443138e-05,5.481985526626783e-05,1.0072977324390346
2013-04-11,6.716170407401359e-05,0.33666631334711317,0.0005907756313961807,0.768514511505386,6.706127454158794e-05,5.544974427608942e-05,0.9985046607466217
2013-04-12,6.98842565011876e-05,0.3527644254766173,0.0005428379711682037,0.7554466802473181,6.870835740985697e-05,5.5196016447796865e-05,0.9831736194931022
2013-04-15,9.593981606210937e-05,0.36934759871282014,0.0005018043510751148,0.7531138957617431,8.104046642594398e-05,4.545515668768916e-05,0.8447010819103523
2013-04-16,8.836558039441448e-05,0.37054638109246013,0.0004760794827112075,0.7115315614705859,7.600179962837948e-05,4.3648654323580554e-05,0.8600837485494918
2013-04-17,8.959564094882932e-05,0.3744389362741789,0.0004547580538472488,0.5830717677455101,7.558134964076226e-05,4.143782557991251e-05,0.8435828890819473
2013-04-18,9.719405369416862e-05,0.3882411638635969,0.00043975715069673475,0.6307423491626811,8.026530921602546e-05,4.424447302617052e-05,0.8258253068504453
2013-04-19,7.72897485213767e-05,0.364254133658784,0.00042170835263227854,0.5477034928947175,6.576147377703858e-05,3.974575829693737e-05,0.850843417595677
2013-04-22,7.797978274745508e-05,0.3552052189107844,0.0003383059281793161,0.6477917784961515,5.769326967040968e-05,4.803409103815699e-05,0.7398490690497921
2013-04-23,8.499754389235151e-05,0.35134928869910903,0.0004965215780366212,0.6279895491867693,7.21790780307022e-05,4.644504851677175e-05,0.8491901615665063
2013-04-24,7.773768893068322e-05,0.35486972493358687,0.0006399190843402733,0.6488116642609781,7.91493392598143e-05,4.84244913687339e-05,1.0181591496807916
2013-04-25,6.90805921567358e-05,0.36493616366123754,0.0007365298139149389,0.6460948788004026,8.231710602148101e-05,4.831399613457627e-05,1.1916097336674982
2013-04-26,7.034557142953508e-05,0.3703070035583144,0.0006884440747217961,0.6399303338099563,8.149193685508375e-05,4.822668859606416e-05,1.1584515584852977
2013-04-29,6.776168711759701e-05,0.3752437362905257,0.0006402827987715339,0.6575459401987056,7.816124601404046e-05,4.898047840387144e-05,1.1534725497373692
2013-04-30,5.8041023931509805e-05,0.38634044439291904,0.0005983925304491718,0.659712729052799,7.199971703391605e-05,4.907380385267637e-05,1.2404970167114544
2013-05-01,6.311211636341748e-05,0.39159617547809095,0.0005789346391110775,0.7338745518465588,7.485306381008617e-05,5.493176746073551e-05,1.1860331759287073
2013-05-02,6.214021471172626e-05,0.40113251913950765,0.0005636069606623392,0.7541543916365945,7.506930925359415e-05,5.5609403432525914e-05,1.208063242166881
2013-05-03,7.476459886581012e-05,0.3939570458350278,0.000513105263752342,0.7337127563637791,7.716140214880205e-05,5.332576468651871e-05,1.0320579969578088
2013-05-06,7.535412832838797e-05,0.39654080528619357,0.0004640000084734484,0.739467355325613,7.414816431362608e-05,5.3672764519201564e-05,0.9839960458502502
2013-05-07,7.392273390092128e-05,0.3984608420182718,0.0004314333543591782,0.7217076953875915,7.115927542108955e-05,5.480643523729897e-05,0.9626169334654805
2013-05-08,6.958015556766957e-05,0.40299512666534876,0.00040716865605432124,0.6999289555363196,6.783122515862729e-05,5.2906766941015556e-05,0.9748645228690044
2013-05-09,7.111722928104653e-05,0.4083876006590542,0.00040352459219992153,0.7176627954663536,6.918229509392765e-05,5.422126610356854e-05,0.9727923288536416
2013-05-10,7.562958883543677e-05,0.39361728519893857,0.0004130821634646699,0.6881977850728507,6.95726030590073e-05,5.218899693619006e-05,0.9199124857123192
2013-05-13,7.357910230951406e-05,0.383835823667608,0.000366968440586328,0.6901840317499384,6.307207310587657e-05,5.2399243137600145e-05,0.8572009052320432
2013-05-14,7.590263764609063e-05,0.38789265755829255,0.00034234051623831,0.7393131562185493,6.252722337464345e-05,5.4941613727752424e-05,0.8237819569088971
2013-05-15,7.650099964197039e-05,0.388070948706165,0.00032944533577841325,0.7318199445547634,6.160789483452632e-05,5.4015299611957196e-05,0.8053214353126789
2013-05-16,7.639729836462006e-05,0.39794310038531516,0.0003186614793383693,0.7664838834492127,6.209044374484322e-05,5.614857112729053e-05,0.8127308828187253
2013-05-17,7.425705624970095e-05,0.39682279162487105,0.0003038303018118233,0.7405762462823563,5.960476977653429e-05,5.2932595617265464e-05,0.8026815603368918
2013-05-20,7.217439206379002e-05,0.4008108419341116,0.00029410978323054783,0.7395447620707788,5.8396358145276864e-05,5.31159375778328e-05,0.8091007970481318
2013-05-21,7.13709588975209e-05,0.4165905726296371,0.00028499229394069874,0.7306073806204881,5.941372231341347e-05,5.2530494238978865e-05,0.8324635570431888
2013-05-22,7.35750525384875e-05,0.3938542796831171,0.00033652793758876437,0.624326984844154,6.197427021160454e-05,4.403947404518257e-05,0.8423272301325979
2013-05-23,7.454058968752127e-05,0.39904894156120796,0.0003249892725460205,0.5861776796942411,6.210936486678382e-05,4.136504462425099e-05,0.8332287835010442
2013-05-24,7.630250921850573e-05,0.37738924395311224,0.00031048937388727374,0.5753831271740514,5.808744829236033e-05,4.058420089397179e-05,0.761278349654487
2013-05-28,7.438631671877e-05,0.3621499617715503,0.000320751831420356,0.5167884739895542,5.593962407862669e-05,3.6083709522091864e-05,0.7520149746103959
2013-05-29,7.273626036607267e-05,0.3744264120371977,0.0003104944244335415,0.5244232013948448,5.626895679375997e-05,3.7461752488965086e-05,0.7736025540846507
2013-05-30,7.309916508279677e-05,0.3605526728401664,0.00030735054592596445,0.4628146162244143,5.4043307718974526e-05,3.29774363241371e-05,0.7393149792854903
2013-05-31,7.696255068093324e-05,0.3468001464216579,0.00030497922865549296,0.3873653586454172,5.313175107701855e-05,2.5584517017844926e-05,0.6903585004256031
2013-06-03,7.835861755638394e-05,0.2873379652787125,0.00046456773868717527,0.4051912690587625,5.482276285159618e-05,2.6953842783136713e-05,0.6996392300074432
2013-06-04,7.696792659140356e-05,0.2590324379278032,0.000572877215613234,0.3977891406377623,5.439260035202157e-05,2.6325934493989907e-05,0.7066917709862878
2013-06-05,8.390672708275947e-05,0.23902802148092783,0.0006572604636070608,0.3895862780420952,5.6132703774892425e-05,2.3846471700997508e-05,0.6689893138070708
2013-06-06,8.864935953499249e-05,0.21698918350806526,0.0007284113519519236,0.3841442426735701,5.51396797650913e-05,2.3089410318345373e-05,0.6219974972670396
2013-06-07,8.584609796353898e-05,0.22225664094026923,0.0007858590203031958,0.3234983647063194,5.772811110975922e-05,1.8427455021476296e-05,0.6724605133977996
2013-06-10,7.344670994631798e-05,0.18284494206135238,0.0008130278043440745,0.3145115406213833,4.4680890835426286e-05,1.795204108880802e-05,0.6083443474606751
2013-06-11,7.540176794643908e-05,0.14946445930336233,0.0008700929920237399,0.2578817130297716,3.828349115743987e-05,1.4200177487595436e-05,0.5077267045599538
2013-06-12,7.564969572692771e-05,0.137153915562782,0.0008887576194384392,0.3252516222709042,3.556341616575928e-05,1.8926306389874648e-05,0.4701065328026216
2013-06-13,7.668406692361186e-05,0.12601344305231207,0.000900870562786147,0.2507131528048604,3.3120786766092334e-05,1.3441853945651368e-05,0.43191223542023804
2013-06-14,7.978958283363962e-05,0.12619448795755553,0.0009088284671445614,0.2525337052538361,3.398243101847367e-05,1.354624605022729e-05,0.42590059769239125
2013-06-17,6.406673037804978e-05,0.10946539346777028,0.000923534728597964,0.2715067522476705,2.662684672707916e-05,1.4350809499320028e-05,0.41561113810487066
2013-06-18,5.269216623890948e-05,0.10714814532850829,0.0009100605619453342,0.2656413290057617,2.3463501972067105e-05,1.3899418542753192e-05,0.4452939335551733
2013-06-19,5.313666894497608e-05,0.10886029408484267,0.0009120316795303347,0.3610931628108671,2.39646796555292e-05,1.7951275901116062e-05,0.4510007896871562
2013-06-20,6.610900161714408e-05,0.1143156913436209,0.0008697498830262967,0.5006991874225352,2.7411533732251472e-05,1.7424085136794364e-05,0.41464147183766914
2013-06-21,6.524441916700448e-05,0.11182720126149542,0.0008450615114838686,0.4628454811234132,2.625810021278482e-05,1.6241457866988043e-05,0.40245741395248885
2013-06-24,5.5679700730278476e-05,0.113294192607264,0.0008189754268265832,0.6447744183849102,2.419310055121904e-05,2.420189703126746e-05,0.4345048596509948
2013-06-25,5.683904438603972e-05,0.10766486506273427,0.0008227674073266947,0.4881280921901226,2.328283840824393e-05,1.754697688099412e-05,0.40962754845263455
2013-06-26,5.616484134519195e-05,0.10983877140088763,0.0008138896185732726,0.4911163608514963,2.3483925239996837e-05,1.6724284321261716e-05,0.4181250169596928
2013-06-27,5.600093181678947e-05,0.10986116907028388,0.0008027373791070922,0.425879985779623,2.329316944694753e-05,1.4347592662849657e-05,0.41594253329842046
2013-06-28,5.651835513949762e-05,0.10486346381107614,0.0007928461935295675,0.5206306404109114,2.2197978622906183e-05,1.7489802080787684e-05,0.39275698254341473
2013-07-01,4.0959150997653995e-05,0.10806292903515546,0.0008367784962007879,0.6816883186684007,2.0005870966968078e-05,2.3380794552201793e-05,0.48843470823196383
2013-07-02,4.708768430286185e-05,0.1048993166736575,0.0009469173168462823,0.6548736966271349,2.2150439875535945e-05,2.2431492853325425e-05,0.47040834994278335
2013-07-03,4.5307854285029834e-05,0.10802159206556891,0.0009572379233144255,0.655056071909522,2.24961018353604e-05,2.243747244029298e-05,0.49651660159932437
2013-07-05,5.048108536897671e-05,0.10540883030698506,0.0010044214931706516,0.5368874166267019,2.3735551919623118e-05,1.8116823436780774e-05,0.4701870363153853
2013-07-08,5.858594159480322e-05,0.09896618433681069,0.0010153198549925936,0.5429126934123011,2.4137093510630855e-05,1.856438450927553e-05,0.4119946330737458
2013-07-09,6.185296409698371e-05,0.10232850879357064,0.0010269272747347466,0.516590340751544,2.5789727181303115e-05,1.7229138402826767e-05,0.41695216321186396
2013-07-10,6.043816195282401e-05,0.10537642003048511,0.0010391900249458672,0.545659196131406,2.6408671163951935e-05,1.8324802158596155e-05,0.43695357884254743
2013-07-11,6.428746384905295e-05,0.10835197270259923,0.0009941703695077553,0.6216320202870678,2.7392418414712808e-05,1.8485623703554024e-05,0.42609269015542817
2013-07-12,6.999194674271863e-05,0.1153166431441495,0.0009864323286273991,0.6204685244540082,3.030049174518599e-05,1.8871543261204047e-05,0.4329139730398797
2013-07-15,7.060701256657018e-05,0.11962739254841015,0.0009584843014717308,0.6567236816584027,3.112053519395745e-05,2.0042873168596718e-05,0.4407570022115888
2013-07-16,3.5042919617133015e-05,0.11651670566357156,0.000875053893476267,0.7081052377469409,2.04035501159603e-05,2.3246579532518238e-05,0.5822445828967029
2013-07-17,3.792838595062833e-05,0.11263950158053752,0.000883610709840876,0.6925724917996768,2.0620699168690966e-05,2.2769666033518646e-05,0.5436745764908923
2013-07-18,3.7451029819475974e-05,0.10788412258459561,0.0008971966655102827,0.6382679087089084,1.9775762668054083e-05,2.281704508763946e-05,0.5280432277397596
2013-07-19,4.0860668714576163e-05,0.10746422562491631,0.0009168928073347951,0.6079599221882753,2.08006033017911e-05,2.2017584965650476e-05,0.5090617446104335
2013-07-22,3.950888193740232e-05,0.10489024652053792,0.0009130779738419262,0.5881731893622103,1.99221593350696e-05,2.13304328067638e-05,0.5042450800464101
2013-07-23,3.3171208880188284e-05,0.10817597123982552,0.000927208531790934,0.5876998551442343,1.8971434129733642e-05,2.1364700127834892e-05,0.5719247133336902
2013-07-24,3.471216593235655e-05,0.10888768215102661,0.000925405328474418,0.6275143559649564,1.9515766251560136e-05,2.2814749385731392e-05,0.5622168979484147
2013-07-25,3.488954269695917e-05,0.1095128947433045,0.0008576953719060911,0.5806802560956019,1.8944337868015968e-05,2.132894415888598e-05,0.5429804005332257
2013-07-26,3.343176772700175e-05,0.11565072118068975,0.0005966187448228694,0.5981413179460348,1.6333394916202443e-05,2.232917950451522e-05,0.4885591168728566
2013-07-29,3.360094972876798e-05,0.1161507878852778,0.000640808632868676,0.7340629467084853,1.704363062490519e-05,2.8290775701792494e-05,0.5072365740398409
2013-07-30,3.816574763863081e-05,0.12287072515452538,0.0007436951985730615,0.7213287297574912,2.070059350934962e-05,2.781734743549987e-05,0.5423866893779065
2013-07-31,3.750748633018741e-05,0.12953163274426951,0.0006234107050079703,0.7651638398439716,1.9807148035899662e-05,3.097957656621832e-05,0.5280851897547221
2013-08-01,4.226173154810077e-05,0.13191173263095843,0.0005971759923666136,0.8528284032829153,2.095599268592955e-05,3.304469939314758e-05,0.4958621409555403
2013-08-02,4.130983358011611e-05,0.142979582669863,0.006145276980551032,1.07984454083316,7.203963088399003e-05,4.344339738341133e-05,1.743885768609469
2013-08-05,3.7225611971094185e-05,0.15707902321455183,0.0060407259250125685,1.180619709228822,7.448754844187986e-05,5.080570714648714e-05,2.0009757932178442
2013-08-06,4.1983018398946586e-05,0.30392965217866996,0.00508670433857846,1.176463378989585,0.00014045207196305775,4.998514273518116e-05,3.345449596510714
2013-08-07,4.81253999850549e-05,0.39051138524397977,0.004311206352601001,1.4221554850331124,0.00017787719873663325,7.522321154643333e-05,3.696118864297691
2013-08-08,4.5117615842124565e-05,0.45082028722284034,0.003754678888433065,1.4121415628787883,0.00018555083914995198,7.558271750955578e-05,4.112602930953421
2013-08-09,4.7210405389653165e-05,0.46697119217379296,0.0033359220987664987,1.426640577995053,0.00018531770125552693,7.654223068785028e-05,3.925357126802854
2013-08-12,4.729046229109182e-05,0.4783473872248089,0.002938641463371946,1.4049096548940552,0.0001783214089568121,7.708115290416198e-05,3.770768994795866
2013-08-13,5.1414947954433665e-05,0.5416631072030563,0.0024761079383091803,1.2451512771909057,0.00019326746186451696,7.339088379847139e-05,3.7589741807343584
2013-08-14,5.361675369996386e-05,0.575511418977204,0.002099156378354865,1.2858583633046865,0.00019307524707836603,7.60027687747782e-05,3.601024563307274
2013-08-15,5.120699157562921e-05,0.5914641372575921,0.0018030452987019966,1.3010333543846664,0.00017971998206010533,7.136835364642208e-05,3.5096766384854154
2013-08-16,4.9139520575593413e-05,0.5967646068560911,0.0015610264082978897,1.3210275738088224,0.00016528126972684378,7.191647526153012e-05,3.363510017819254
2013-08-19,5.1240075352845624e-05,0.506313874112499,0.0013755617540083544,1.3040375751470654,0.00013442026713982963,6.985438302268671e-05,2.623342495384613
2013-08-20,5.687877447837599e-05,0.5254376545871283,0.0011895093667290526,1.3496360721350031,0.00013667221749091372,7.302979720551487e-05,2.402868534779584
2013-08-21,5.746511661394483e-05,0.5352261493116786,0.0010479896468061289,1.3582406158114242,0.00013134633701958212,7.190566816615969e-05,2.2856707644391836
2013-08-22,5.43081375808944e-05,0.5093303786023171,0.0009326544869845809,1.3413720265426003,0.00011462845182240707,6.95035332641426e-05,2.110704894854162
2013-08-23,4.6628310947370826e-05,0.488855254208361,0.0008354673752294206,1.3436884339154356,9.6487238531905e-05,6.949199656694812e-05,2.0692844448260144
2013-08-26,5.7057237442025364e-05,0.4800479773370551,0.0007245024944151276,1.4128247953520794,9.760227864165988e-05,7.274754768115704e-05,1.7106029492022192
2013-08-27,6.26349019454684e-05,0.4900584191976477,0.0006433466913005308,1.434592308383061,9.837360607352726e-05,6.495237303071428e-05,1.5705876918139654
2013-08-28,6.352118414260544e-05,0.49724126920487494,0.0005677491839160444,1.9090744501004848,9.442885384953902e-05,8.714062923174475e-05,1.4865726312271774
