Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_V,Predicted_Covariance,Future_Cov_45_V,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.7530124223802187,0.0001666477969904692,1.467134306161502,7.207751648555153e-05,8.035307421867695e-05,1.311004083122735
2013-03-01,5.488021190183326e-05,0.745069173586942,0.00016695692247756564,1.4704256977468415,7.131923900503988e-05,8.045673935826285e-05,1.2995437979104718
2013-03-04,5.501029900576039e-05,0.7412913302572429,0.00016723963951133448,1.4649387522546886,7.110179011726421e-05,8.009151577328877e-05,1.2925177903472005
2013-03-05,5.845535101370509e-05,0.7346755058615645,0.00016747585138677485,1.4791977047917628,7.269152736348684e-05,7.927726669793463e-05,1.2435393185209687
2013-03-06,5.9250468430820016e-05,0.7316873638907184,0.0001673518495257056,1.4794475432182836,7.285958734908174e-05,7.983725431608104e-05,1.229687954858138
2013-03-07,5.369174155549812e-05,0.7296231104649852,0.00017184397790040714,1.4772874836125798,7.008409760684612e-05,7.985024252609197e-05,1.3053049794334601
2013-03-08,4.524810700565277e-05,0.7141734259044215,0.00018354293127903834,1.4852981327888992,6.508377354766132e-05,7.996071613450555e-05,1.4383756107085435
2013-03-11,4.8373919939468494e-05,0.7119664806697454,0.00018938166251716582,1.4581734622002718,6.814502429314686e-05,8.101079586287281e-05,1.4087141248511275
2013-03-12,5.1431479865635213e-05,0.7152842628654019,0.00019374748478812238,1.4484387905532257,7.140213816726436e-05,8.056522676883899e-05,1.3882963965610655
2013-03-13,5.5261000285198275e-05,0.721434433964893,0.0002060458530459609,1.4604090851390128,7.698182050806094e-05,8.244578474490388e-05,1.3930587595367978
2013-03-14,6.195858588029715e-05,0.7404584123323714,0.00020435416700321862,1.497845208772796,8.331883118643391e-05,8.636696996014644e-05,1.3447503683735513
2013-03-15,6.386120353979619e-05,0.7374262833344168,0.00020297815762430711,1.49240310486893,8.395794795677163e-05,8.436172965665064e-05,1.3146941069541827
2013-03-18,6.402550064969363e-05,0.6968689763860707,0.00020550467180182122,1.506036472535392,7.993527474030653e-05,8.338811904926867e-05,1.248491209427021
2013-03-19,6.71640875084588e-05,0.6646251220524743,0.00020721309327968805,1.4797730822715405,7.840683249514038e-05,8.417655362229804e-05,1.167392209196107
2013-03-20,6.839791392936718e-05,0.6523855795118157,0.00020972727022334345,1.4709763092960242,7.813637031615556e-05,8.329956637864849e-05,1.1423794356776005
2013-03-21,6.814178529168062e-05,0.613589344626598,0.00021241438578884083,1.4676948842171085,7.382042243497819e-05,7.993862912923877e-05,1.0833356085255204
2013-03-22,6.79733209422515e-05,0.592862091496812,0.0002140150233249331,1.4399444726839346,7.150642346343172e-05,7.769905188334814e-05,1.0519777829331285
2013-03-25,7.243408887933498e-05,0.5674697339201483,0.00021617014660837324,1.514626921365422,7.100878189602836e-05,8.281984510877432e-05,0.9803227043321967
2013-03-26,7.339742545776695e-05,0.5609729114189674,0.00021772655813231064,1.4998029292461568,7.091498366294826e-05,8.070933568532631e-05,0.9661780807795897
2013-03-27,7.311742529462491e-05,0.5532267597132329,0.00021962357331771834,1.4676642837339422,7.01056629533162e-05,8.711067076505969e-05,0.9588092396693005
2013-03-28,6.422356192814954e-05,0.608653972193192,0.00022101331376791475,1.4716924207817934,7.251483665069048e-05,8.788458064725298e-05,1.1291002005123423
2013-04-01,6.678777769649997e-05,0.6551192316112776,0.00022185643178255235,1.4387473584458843,7.974525609298691e-05,8.622106891492925e-05,1.194009725183085
2013-04-02,6.451960799026473e-05,0.6874952018315459,0.00022385415136068115,1.4263988222342676,8.262245740606026e-05,9.215632904352617e-05,1.2805790360432296
2013-04-03,6.836168011312682e-05,0.7150631444902644,0.00022650403229039617,1.402796610951026,8.897924721283648e-05,8.888074908540054e-05,1.3015953830507256
2013-04-04,6.901245142532413e-05,0.7327743322412771,0.00022833078397441474,1.3403976837769125,9.198482988582825e-05,8.869603847567037e-05,1.3328729524318041
2013-04-05,6.697476452894188e-05,0.7389050997172169,0.00022648104137283599,1.3302722568497083,9.100393850028692e-05,8.705791514041109e-05,1.3587795215160674
2013-04-08,7.273438811092278e-05,0.7492835522855952,0.00022335939288861093,1.3404671798063543,9.550326175645685e-05,9.081754454961916e-05,1.313041385744672
2013-04-09,7.022991067372413e-05,0.7368182095898547,0.00022257649665033158,1.3303035080776933,9.212151244800602e-05,9.243992490307054e-05,1.311713364922055
2013-04-10,6.636144982931065e-05,0.7138878933810264,0.00022218814910123787,1.325859352741787,8.668588659574837e-05,9.440175793023049e-05,1.306268727080474
2013-04-11,6.716170407401359e-05,0.6963966125726505,0.0002209473122565413,1.326755583157477,8.483242167723836e-05,9.572787071886052e-05,1.2631070465953527
2013-04-12,6.98842565011876e-05,0.7107509033392975,0.00022018543054405984,1.310442993680838,8.816605004034725e-05,9.574631132064509e-05,1.261601030825147
2013-04-15,9.593981606210937e-05,0.7233048365854648,0.0002214520102241733,1.327033476942124,0.00010542913014930593,8.009481031179395e-05,1.098909029396652
2013-04-16,8.836558039441448e-05,0.7306734839995741,0.00022009763449400038,1.2701654290830064,0.00010189962876378863,7.791785319153154e-05,1.1531597292629747
2013-04-17,8.959564094882932e-05,0.7231063896368723,0.0002188375704705395,1.2194485630106116,0.00010125269273904604,8.666394027804063e-05,1.130107354183385
2013-04-18,9.719405369416862e-05,0.7092430803801675,0.00021640868174788877,1.215916847357582,0.00010286136778407349,8.52925132209621e-05,1.0583092676403607
2013-04-19,7.72897485213767e-05,0.7222984080215594,0.00020985520877801154,1.1776251065051098,9.1989335439176e-05,8.545792286293541e-05,1.190188054677571
2013-04-22,7.797978274745508e-05,0.7219555543783109,0.00020471579472972277,1.1876479660037955,9.121728638294022e-05,8.80647029092343e-05,1.1697555849617594
2013-04-23,8.499754389235151e-05,0.732726792728267,0.00020028575351626165,1.1865712332951164,9.560272904874393e-05,8.77568083264502e-05,1.12477048948407
2013-04-24,7.773768893068322e-05,0.7397220650169772,0.00019705165363427445,1.1863225091226868,9.155338960137336e-05,8.854197183551022e-05,1.1777220401163362
2013-04-25,6.90805921567358e-05,0.7301510938333586,0.00019407887409208157,1.1887482435909014,8.454343671064063e-05,8.88927925763326e-05,1.2238377534289433
2013-04-26,7.034557142953508e-05,0.7452681356374695,0.00019468968632623822,1.191326194680989,8.7217253553371e-05,8.978120644031901e-05,1.2398400038691308
2013-04-29,6.776168711759701e-05,0.7459186467673151,0.00019402754671247528,1.20268984954104,8.552936849128214e-05,8.95881498168758e-05,1.2622083677292482
2013-04-30,5.8041023931509805e-05,0.7349062530330552,0.0001947724400132525,1.204088026258829,7.813816856299692e-05,8.95680453321262e-05,1.3462575824851466
2013-05-01,6.311211636341748e-05,0.7359507389178885,0.0001954258650612484,1.2016248019916502,8.173275518653812e-05,8.994367502180207e-05,1.2950406339711018
2013-05-02,6.214021471172626e-05,0.7379184444889102,0.00020172547375161109,1.0541136482133957,8.261808278070232e-05,7.772762683251325e-05,1.3295429242395547
2013-05-03,7.476459886581012e-05,0.7538925725575527,0.00019960510520871755,0.9910433732438764,9.209653500078753e-05,7.202838611890528e-05,1.2318200912986281
2013-05-06,7.535412832838797e-05,0.7651889944786066,0.00019664533079963263,0.9954341370015368,9.314596785374693e-05,7.225160332619678e-05,1.2361096852958524
2013-05-07,7.392273390092128e-05,0.7689158798749148,0.00020852418926514628,1.0090611461358945,9.546541413763209e-05,7.66280375138179e-05,1.2914215844016874
2013-05-08,6.958015556766957e-05,0.7745682448036321,0.00021777710639280765,1.0186280384031767,9.534732150053212e-05,7.699683775203387e-05,1.3703234883946604
2013-05-09,7.111722928104653e-05,0.7729953959624899,0.00022474705236610784,1.0100047211175187,9.772627013365175e-05,7.630844889205477e-05,1.3741574456936387
