Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MU,Predicted_Covariance,Future_Cov_45_MU,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.7633617529468745,0.0008473989799372887,2.723300819472025,0.00016476776466489156,0.00014915171156984147,2.9969291781297676
2013-03-01,5.488021190183326e-05,0.7541465281963076,0.0008497232235530731,2.745435111586489,0.00016285547734883692,0.00015022095814593654,2.967471729885882
2013-03-04,5.501029900576039e-05,0.7582886202075543,0.0008446873627226823,2.751161599400895,0.0001634573823230406,0.0001504122286984017,2.9713959981552582
2013-03-05,5.845535101370509e-05,0.7550465213342504,0.0008309959400399494,2.724924983335533,0.0001664122522160883,0.00014604173866411438,2.8468266690772634
2013-03-06,5.9250468430820016e-05,0.7430081340567721,0.0008299860582021852,2.636855829693606,0.00016476875530558623,0.00014229590662751128,2.780885276847521
2013-03-07,5.369174155549812e-05,0.7163177591727004,0.0008254406245924774,2.6303140550390864,0.0001508003618216471,0.00014217355629457222,2.8086323418243624
2013-03-08,4.524810700565277e-05,0.6907446039166288,0.0008334228083437604,2.611114607303785,0.00013413755907516856,0.00014056881194433822,2.964489963268761
2013-03-11,4.8373919939468494e-05,0.6773750604037839,0.0008466768879971765,2.5019590942056684,0.0001370861867052644,0.00013899971621491255,2.8338862526916113
2013-03-12,5.1431479865635213e-05,0.6614576831085704,0.0008478112602711926,2.518543168740035,0.00013812305194058208,0.00014008669392177235,2.685574132835156
2013-03-13,5.5261000285198275e-05,0.6522754759547732,0.0008586759470821482,2.447002642071016,0.00014208723734194343,0.00013814283624454112,2.571202776074281
2013-03-14,6.195858588029715e-05,0.6521601190658315,0.0008501323353324538,2.4346660727898644,0.00014967465072768585,0.00014038482103495296,2.415720898098845
2013-03-15,6.386120353979619e-05,0.6602917354003178,0.0008393889483475954,2.384369372595182,0.00015287484664559153,0.00013478230094552044,2.393861032548893
2013-03-18,6.402550064969363e-05,0.6626431678613977,0.0008485068761116673,2.361967628547366,0.00015444857268285191,0.00013078039037676677,2.4122977737869666
2013-03-19,6.71640875084588e-05,0.6619288094104744,0.0008560201262719187,2.4191717691246466,0.00015871640966963626,0.00013761403324939208,2.3631142111421846
2013-03-20,6.839791392936718e-05,0.6630371507462763,0.0008704564616384794,2.355957853688091,0.0001617829752721576,0.00013341497506000704,2.3653203142895096
2013-03-21,6.814178529168062e-05,0.6724420434145518,0.0008605494928837073,2.307624118457686,0.00016283566780998787,0.0001256857338393426,2.389659547559115
2013-03-22,6.79733209422515e-05,0.6603681569344179,0.0008470374845324486,2.0853132898696054,0.00015845526809549036,0.0001125229955573287,2.3311391278073663
2013-03-25,7.243408887933498e-05,0.6671826586054268,0.0008351294387601598,2.009828729028877,0.00016409416827117712,0.0001098974946802613,2.2654273810848227
2013-03-26,7.339742545776695e-05,0.6744613619299703,0.0008211363545025669,2.043144525669706,0.00016557895164935206,0.00010994833665166764,2.255923155569354
2013-03-27,7.311742529462491e-05,0.6810231745553127,0.0008059894825419323,1.9820572686974576,0.0001653244258571533,0.00011764157517803147,2.2610810650263256
2013-03-28,6.422356192814954e-05,0.6654285775875212,0.0007593580277484719,1.972789739950845,0.0001469507939124224,0.000117808447303603,2.2881134197574466
2013-04-01,6.678777769649997e-05,0.6556860091016994,0.0007719365683576419,1.8539482724703087,0.00014887960943271703,0.00011110317654243633,2.2291445316426377
2013-04-02,6.451960799026473e-05,0.6460200542044959,0.0007487850662067058,1.630382867314052,0.00014199414826774885,0.00010533526643815831,2.200790623048642
2013-04-03,6.836168011312682e-05,0.6466045310000699,0.0007519393887323228,1.6128537953919846,0.00014660086234026312,0.0001021899057786332,2.1444888729718743
2013-04-04,6.901245142532413e-05,0.651509352955245,0.0007419485401757139,1.5962552201512028,0.00014742504680063172,0.00010562649886456022,2.1362093905641797
2013-04-05,6.697476452894188e-05,0.6473399472658248,0.0007002829276792964,1.592420708298509,0.00014019249830154012,0.00010421387515003085,2.093213754278428
2013-04-08,7.273438811092278e-05,0.6474058179436486,0.0006790178185836226,1.6050661195104938,0.00014387557696349506,0.00010874429900983243,1.978095653242854
2013-04-09,7.022991067372413e-05,0.6453616057750303,0.000653766112073655,1.649044792504457,0.00013828509906560498,0.00011458857009344155,1.9690342439427746
2013-04-10,6.636144982931065e-05,0.6476637071436855,0.0006560564442713761,1.5646013508628138,0.00013513818977919345,0.00011140029119682076,2.036395981805469
2013-04-11,6.716170407401359e-05,0.6472517463779079,0.0006388496305265511,1.59482979253422,0.0001340705553389566,0.00011506992104376352,1.9962351638845863
2013-04-12,6.98842565011876e-05,0.6418518031363271,0.0006174482577219373,1.6404447753749942,0.00013332903164197765,0.00011985758779647789,1.9078550494375208
2013-04-15,9.593981606210937e-05,0.6533640443289042,0.0006338052927569556,1.571480393718838,0.00016111374859743342,9.48487180094729e-05,1.6793210077985958
2013-04-16,8.836558039441448e-05,0.6609548391438936,0.0006363584382676481,1.381505505632186,0.0001567343753540802,8.474797117479008e-05,1.7737039088580158
2013-04-17,8.959564094882932e-05,0.6710818360721216,0.0006498375104054204,1.2337056958362187,0.0001619277616549131,8.767716817892431e-05,1.8073174089729964
2013-04-18,9.719405369416862e-05,0.675511908359436,0.0006369638724905618,1.176127091563618,0.00016807776235328625,8.250139450302469e-05,1.7293008776252992
2013-04-19,7.72897485213767e-05,0.632767948043792,0.0006036165292253483,1.294046019415528,0.00013667402408500175,9.390635805693172e-05,1.7683331450768094
2013-04-22,7.797978274745508e-05,0.603035485505994,0.0005837205311666939,1.3194689020943675,0.00012865787197562139,9.783929260780883e-05,1.6498875406243707
2013-04-23,8.499754389235151e-05,0.5811771076231984,0.0005576959744918586,1.377009748900362,0.000126534933832044,0.00010184131993687707,1.4886892966260197
2013-04-24,7.773768893068322e-05,0.5672685592874092,0.0005424578269563928,1.369164961261475,0.00011648969714541474,0.00010218854022067966,1.4984970449698567
2013-04-25,6.90805921567358e-05,0.5516930464347227,0.0005212042954931082,1.3766898709917703,0.00010468381206378804,0.00010294678272191434,1.5153867214437404
2013-04-26,7.034557142953508e-05,0.5495924575739265,0.0004971583605164103,1.3313706849281082,0.00010277950423072485,0.00010033529594648736,1.4610657379289147
2013-04-29,6.776168711759701e-05,0.5516370882718337,0.0004739941732802518,1.383976752338868,9.886260827080664e-05,0.0001030921784855199,1.458975011930201
2013-04-30,5.8041023931509805e-05,0.5520016661698273,0.0004855653715078882,1.3858259684407757,9.26684235292159e-05,0.00010308691761465908,1.5966021488278272
2013-05-01,6.311211636341748e-05,0.5569214882278214,0.0005034263863379657,1.2923397334407112,9.927007140127521e-05,9.673384305125355e-05,1.5729162183319914
2013-05-02,6.214021471172626e-05,0.5571570100418931,0.0005388698204864056,1.2571432008676091,0.00010195438390891837,9.2698503389729e-05,1.6407150245922617
2013-05-03,7.476459886581012e-05,0.5626216526349539,0.0005457911346750582,1.047848964245283,0.00011365215747362319,7.615697943058805e-05,1.5201333143993683
2013-05-06,7.535412832838797e-05,0.5737142051304414,0.0005546906446204971,1.0464386381714623,0.0001172936629191503,7.595366341173979e-05,1.5565658514155032
2013-05-07,7.392273390092128e-05,0.5780649350855609,0.0005685958116805688,1.0037227168017666,0.0001185134018573791,7.622263753895363e-05,1.603206423834686
2013-05-08,6.958015556766957e-05,0.5780111385431009,0.000575450995987342,0.9836866132003386,0.0001156599707936797,7.435565849352372e-05,1.6622551336666043
2013-05-09,7.111722928104653e-05,0.5616890511334822,0.0006030093768306645,1.050578705242696,0.00011631759263136158,7.937391752722881e-05,1.6355754267603533
2013-05-10,7.562958883543677e-05,0.5044716518989935,0.0006367309929467573,1.0175350039904691,0.00011070331632819399,7.716405422621836e-05,1.4637566861440239
2013-05-13,7.357910230951406e-05,0.46166192538698153,0.0006676635855789477,1.0238878785253167,0.000102324621343102,7.773426712939091e-05,1.390675044018185
2013-05-14,7.590263764609063e-05,0.4333240064970445,0.0007014509647593786,1.0679444916623524,9.998614916723016e-05,7.936365429191566e-05,1.3172947906426276
2013-05-15,7.650099964197039e-05,0.42472140813251047,0.0007295848798542383,1.0515262521402753,0.0001003403518910735,7.761267779296658e-05,1.3116214475715717
2013-05-16,7.639729836462006e-05,0.44014107760076676,0.0007505078202410747,1.0800749369946148,0.00010539221057297087,7.91205995744389e-05,1.379527978462894
2013-05-17,7.425705624970095e-05,0.46418464948378135,0.0007173865128994543,1.0697895177808812,0.00010713620098948151,7.646307348439452e-05,1.442774685670535
