Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_XLF,Predicted_Covariance,Future_Cov_45_XLF,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.9389751793030269,9.849111263909779e-05,1.137864587584778,6.909562014934927e-05,6.231939180552365e-05,1.2567669442363871
2013-03-01,5.488021190183326e-05,0.9392980796467753,9.795207004921827e-05,1.1423291844587655,6.886810508566924e-05,6.250440372211127e-05,1.2548804514249465
2013-03-04,5.501029900576039e-05,0.9378723809836474,9.943688405783189e-05,1.1375785142339974,6.936485821324841e-05,6.219399096098614e-05,1.2609431227775165
2013-03-05,5.845535101370509e-05,0.937462571717278,0.00010007139911379507,1.147435673088948,7.170031435379517e-05,6.149655558517943e-05,1.226582564477027
2013-03-06,5.9250468430820016e-05,0.9373956465341294,9.870840784774171e-05,1.1537080507563957,7.168790681059509e-05,6.225897192297965e-05,1.2099129122379317
2013-03-07,5.369174155549812e-05,0.9338548166160363,9.685204812380297e-05,1.1528446054265662,6.734223302576693e-05,6.231347815463482e-05,1.2542381952010082
2013-03-08,4.524810700565277e-05,0.9348225053947794,7.876767439749066e-05,1.1552556431398189,5.580888916393119e-05,6.219294733134731e-05,1.233397214980929
2013-03-11,4.8373919939468494e-05,0.9343750995306119,8.160014059755891e-05,1.1706664032605465,5.870462937647075e-05,6.503795294351493e-05,1.2135594851508693
2013-03-12,5.1431479865635213e-05,0.9339267591777458,8.236219662682143e-05,1.1710332645024113,6.078428183903627e-05,6.513534512042161e-05,1.1818497542329185
2013-03-13,5.5261000285198275e-05,0.9340059197560151,8.400030374492312e-05,1.1739039561928957,6.363549518769206e-05,6.62714535730636e-05,1.151544395853741
2013-03-14,6.195858588029715e-05,0.9354468922216252,9.443177312410966e-05,1.1791809311810777,7.155318289502978e-05,6.799252917752042e-05,1.154855003199544
2013-03-15,6.386120353979619e-05,0.9380481130686704,0.00010195870362841488,1.1967695179271407,7.569301705733388e-05,6.76503192758744e-05,1.185273888710295
2013-03-18,6.402550064969363e-05,0.9392092809589948,0.00010875161299597295,1.1881904525458755,7.837124041706977e-05,6.5789221388044e-05,1.2240629065263668
2013-03-19,6.71640875084588e-05,0.9398936818907593,0.00011556781476845094,1.1897107250281431,8.280675010475032e-05,6.767642271653209e-05,1.2329021829459301
2013-03-20,6.839791392936718e-05,0.9402734774831649,0.00012015889959501622,1.1978314910666523,8.52419910873088e-05,6.783171365165891e-05,1.246265948627265
2013-03-21,6.814178529168062e-05,0.940712287188589,0.00012158260803748174,1.1882247430655877,8.562474636582685e-05,6.471716845205971e-05,1.25656740573072
2013-03-22,6.79733209422515e-05,0.9412773190506489,0.00011788900075433896,1.2043237945423255,8.426039324473743e-05,6.498501766674318e-05,1.2396097774349297
2013-03-25,7.243408887933498e-05,0.9394349489760644,0.00010562348486155192,1.184827013672192,8.217097871185845e-05,6.478637634709521e-05,1.1344241362481104
2013-03-26,7.339742545776695e-05,0.9394720108940943,0.00010607016628351253,1.2018884300052413,8.289357766586541e-05,6.467757520807043e-05,1.1293799087484693
2013-03-27,7.311742529462491e-05,0.9396645433065074,0.00010704184351443337,1.1981164410918337,8.313043916941181e-05,7.111212556908927e-05,1.136944289742694
2013-03-28,6.422356192814954e-05,0.9390700105317593,0.00010741127605626298,1.1886341785344814,7.799560006984149e-05,7.098128307815981e-05,1.2144390271766534
2013-04-01,6.678777769649997e-05,0.9369164920489492,0.00010831801899403493,1.1960045930600876,7.968924908919548e-05,7.167401130952918e-05,1.1931711435484942
2013-04-02,6.451960799026473e-05,0.9345373652893533,0.0001088581492273398,1.1977341474272565,7.832005855251082e-05,7.738283324160302e-05,1.2138954496488636
2013-04-03,6.836168011312682e-05,0.9311113073481014,0.00011774324955118423,1.1846716191582167,8.353644192611051e-05,7.506041867296217e-05,1.2219776018943957
2013-04-04,6.901245142532413e-05,0.9313897039045694,0.00011898721116782565,1.1870376814244494,8.440055505263023e-05,7.854798701757266e-05,1.2229757574103421
2013-04-05,6.697476452894188e-05,0.9338572676273608,0.00011878208013567846,1.1903588044234,8.329358675419424e-05,7.790146359027718e-05,1.2436562836768241
2013-04-08,7.273438811092278e-05,0.933110887002848,0.00012136372847460956,1.206979623770915,8.7669313630563e-05,8.177367368899893e-05,1.2053351366187872
2013-04-09,7.022991067372413e-05,0.9342300887580955,0.00011652938565830201,1.212453611517082,8.451477448447022e-05,8.425078947514119e-05,1.2034014236058346
2013-04-10,6.636144982931065e-05,0.9320935793649859,0.00013438591244323454,1.2185397502850113,8.802262612187741e-05,8.676055593445116e-05,1.3264120411516298
2013-04-11,6.716170407401359e-05,0.9310658383888468,0.00014133723193492494,1.2330015567100834,9.071300137370487e-05,8.896334420240148e-05,1.3506655708696322
2013-04-12,6.98842565011876e-05,0.9340746514313615,0.00013148633451673335,1.2304735474061217,8.953886199123026e-05,8.990341732519401e-05,1.2812451111890797
2013-04-15,9.593981606210937e-05,0.9393062445359043,0.0001462467037225474,1.2869281815422733,0.00011126272528638524,7.767420368553797e-05,1.1597137648706366
2013-04-16,8.836558039441448e-05,0.938642330077969,0.0001500286290538522,1.2828152271963642,0.0001080758782189023,7.869385062440978e-05,1.2230540187311856
2013-04-17,8.959564094882932e-05,0.9352167254535206,0.00015894724153502283,1.1992965207788613,0.00011160462772624361,8.523177213464532e-05,1.245647963944856
2013-04-18,9.719405369416862e-05,0.933277921599932,0.00015638189822669366,1.1926581623985113,0.00011505992325417661,8.366099401084096e-05,1.1838164875417672
2013-04-19,7.72897485213767e-05,0.9319844887375298,0.00015827153530932354,1.1991876200086509,0.00010307919994103607,8.702267178475924e-05,1.3336723422321208
2013-04-22,7.797978274745508e-05,0.932106576357113,0.0001523856463095959,1.2233040366736387,0.00010160816615971224,9.070861874989874e-05,1.3030065304077587
2013-04-23,8.499754389235151e-05,0.9313382722610609,0.00015655457932922074,1.2019466384441022,0.00010743444042449825,8.889394737443977e-05,1.2639711161602838
