Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_CAT,Predicted_Covariance,Future_Cov_45_CAT,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.6153117630066021,0.00014183769712632717,0.9955894737242824,5.4336159399809124e-05,5.452716533008037e-05,0.988309951670395
2013-03-01,5.488021190183326e-05,0.6142079498291784,0.00014394728993380354,1.0083326091082885,5.4591505288312927e-05,5.517256264072056e-05,0.9947393312905431
2013-03-04,5.501029900576039e-05,0.6169978281063487,0.00015086016713145535,1.076288668373928,5.6207326723496896e-05,5.884313642943062e-05,1.0217600656490007
2013-03-05,5.845535101370509e-05,0.6164516049707147,0.00015144186692684389,1.0893744895518878,5.800081570776562e-05,5.8384779575012504e-05,0.9922242310061076
2013-03-06,5.9250468430820016e-05,0.6233098603511054,0.00015078022556002662,1.0891651522834138,5.891448499657098e-05,5.877596380734557e-05,0.9943294383462753
2013-03-07,5.369174155549812e-05,0.6138230802966441,0.00013255732195324369,1.0745700703507357,5.178438472189304e-05,5.808258831176049e-05,0.9644757875541521
2013-03-08,4.524810700565277e-05,0.6047708827680667,9.90072306317845e-05,1.0666989106327474,4.0478511813376336e-05,5.742551405079702e-05,0.8945901716577762
2013-03-11,4.8373919939468494e-05,0.60516950187755,0.00010319165425599566,1.005846533133891,4.275677705487292e-05,5.588116247989758e-05,0.8838807586479566
2013-03-12,5.1431479865635213e-05,0.6082788314472408,0.000112016690425376,0.9734286132368676,4.6169862574528336e-05,5.414415678466534e-05,0.8976965604557198
2013-03-13,5.5261000285198275e-05,0.6185788935961571,0.00012084073830429,0.9637725052895624,5.054883529617582e-05,5.440871419024121e-05,0.9147289233871394
2013-03-14,6.195858588029715e-05,0.6042563628455876,0.00012969103480697303,0.9877293081614412,5.416602408520677e-05,5.695327326688777e-05,0.8742295085600329
2013-03-15,6.386120353979619e-05,0.5943214846841267,0.0001362764620736771,1.0076277919622152,5.5443470197536266e-05,5.6958621368929636e-05,0.8681870544921022
2013-03-18,6.402550064969363e-05,0.5917257127482961,0.00014224527798045638,1.046953280680221,5.646974962584486e-05,5.7969024257035826e-05,0.8819884116925695
2013-03-19,6.71640875084588e-05,0.5896312317632006,0.00015109867547841057,1.0157028474581808,5.9399031979001165e-05,5.777802436583003e-05,0.8843867933368457
2013-03-20,6.839791392936718e-05,0.5973701153630756,0.00015887396165216162,1.068550009710561,6.227178045682181e-05,6.0510663496265594e-05,0.9104339135419879
2013-03-21,6.814178529168062e-05,0.604280690858294,0.00015361995448281038,1.114137267441367,6.18257348449132e-05,6.0681962428837123e-05,0.9073101707016981
2013-03-22,6.79733209422515e-05,0.6134964276313413,0.0001563656636384414,1.1034908814585511,6.324875463196773e-05,5.954409831612267e-05,0.9304938136787866
2013-03-25,7.243408887933498e-05,0.6210214502796533,0.00015757354397387857,1.0546591337270153,6.634676521052865e-05,5.766879280019885e-05,0.9159605130265812
2013-03-26,7.339742545776695e-05,0.6123162720634671,0.00014590370866127185,1.0590281733151026,6.336499131128702e-05,5.6989794241346105e-05,0.8633135415321533
2013-03-27,7.311742529462491e-05,0.6175895917251883,0.0001477830062263652,1.00093169883137,6.419817194492132e-05,5.9408566823867456e-05,0.8780146686817312
2013-03-28,6.422356192814954e-05,0.6156067310537712,0.00014758842034908078,1.0010038222474975,5.993447372983116e-05,5.977662173308321e-05,0.9332162827854857
2013-04-01,6.678777769649997e-05,0.6206513870593976,0.00015338793387605464,0.9735550936116226,6.281911671131518e-05,5.8343085967115236e-05,0.9405780350527704
2013-04-02,6.451960799026473e-05,0.6220682740345899,0.00015332867056807334,1.008139023118115,6.187220556575235e-05,6.513353074041829e-05,0.9589674750517417
2013-04-03,6.836168011312682e-05,0.6071669948909721,0.0001398046849937059,0.9783417479755364,5.9357470064653666e-05,6.198742336755027e-05,0.8682857116212952
2013-04-04,6.901245142532413e-05,0.6110732355404199,0.00013654853645755688,0.9612119122296044,5.931991424210366e-05,6.360477176457076e-05,0.8595537909023792
2013-04-05,6.697476452894188e-05,0.6160935498793771,0.00013816190119770813,0.9758673815473328,5.926474363665897e-05,6.386435502476336e-05,0.8848817021379572
2013-04-08,7.273438811092278e-05,0.6197130543979221,0.00013986873001830053,0.9636057129034028,6.250587733947082e-05,6.528492907414155e-05,0.85937173547328
2013-04-09,7.022991067372413e-05,0.6323224683924911,0.00015195051355077082,0.9316696531377794,6.53206891564922e-05,6.473971710032979e-05,0.9300978533200859
2013-04-10,6.636144982931065e-05,0.6293435635078992,0.0001526917534504225,0.9865113851227104,6.335100646024785e-05,7.024003623098283e-05,0.9546356600585729
2013-04-11,6.716170407401359e-05,0.6294957087972433,0.0001531806814897661,1.013579426866494,6.384922438583126e-05,7.31316314550274e-05,0.9506790404762229
2013-04-12,6.98842565011876e-05,0.6391297819358545,0.0001537808488970028,0.9960848050249546,6.625670841178957e-05,7.27780195732127e-05,0.9480920557645715
2013-04-15,9.593981606210937e-05,0.63625285140719,0.0001773151251847329,0.915280249220384,8.29854730362634e-05,5.524291528226109e-05,0.8649742770253009
2013-04-16,8.836558039441448e-05,0.6353782448029511,0.00017546500309424963,0.9052102848149808,7.91168817426886e-05,5.55298077437036e-05,0.8953359598788933
2013-04-17,8.959564094882932e-05,0.632948255665202,0.00017805217127878358,0.8177640226987016,7.994389145231788e-05,5.811696743462714e-05,0.8922743406453911
2013-04-18,9.719405369416862e-05,0.6318132804727064,0.00017544219399517224,0.8005522432317261,8.250411747470513e-05,5.61560709832261e-05,0.8488597227800897
2013-04-19,7.72897485213767e-05,0.6230327604791996,0.00017042733438200295,0.8584407638634016,7.150583068753831e-05,6.229534694479582e-05,0.9251657827268169
2013-04-22,7.797978274745508e-05,0.6319381315201532,0.00019519935399890805,0.8326797679374219,7.796591143302888e-05,6.174362983054595e-05,0.9998221165289582
2013-04-23,8.499754389235151e-05,0.6330944153271417,0.00019962827351966753,0.7758324053996154,8.246747474513895e-05,5.737925695790849e-05,0.97023362051006
2013-04-24,7.773768893068322e-05,0.6324825160287352,0.0001933737946093664,0.7870158847341516,7.754666891818464e-05,5.873945555645178e-05,0.9975427618813199
2013-04-25,6.90805921567358e-05,0.6263922509390534,0.0001785554138008495,0.7825492948697328,6.95682235381126e-05,5.851785062535919e-05,1.0070588766852262
2013-04-26,7.034557142953508e-05,0.6248519265241609,0.00016322629259792474,0.7835957497170807,6.69561621329529e-05,5.905365976607648e-05,0.9518177302749279
2013-04-29,6.776168711759701e-05,0.6232279332062045,0.00015873400025975663,0.7898563211112573,6.46359291185035e-05,5.8836254797132554e-05,0.9538713079314434
2013-04-30,5.8041023931509805e-05,0.627014866223685,0.00014445554103585263,0.7911000903379981,5.7413295140228684e-05,5.884726631972299e-05,0.9891847395383331
2013-05-01,6.311211636341748e-05,0.6274622522843979,0.00015047017603952076,0.7470063914126,6.114616029714452e-05,5.591470814938357e-05,0.9688497838520828
2013-05-02,6.214021471172626e-05,0.6223287506632079,0.00014137825052366271,0.740419193159561,5.833074745845202e-05,5.459660525511593e-05,0.938695621330781
2013-05-03,7.476459886581012e-05,0.630146969174733,0.0001642950684745913,0.7087974169813225,6.983966047772051e-05,5.151493406721978e-05,0.9341274017007829
2013-05-06,7.535412832838797e-05,0.6240413513485634,0.00015856874027407632,0.7050037029565744,6.821434005300065e-05,5.117128898447613e-05,0.9052502041524171
2013-05-07,7.392273390092128e-05,0.624216410505287,0.00016041699366012535,0.7209191809627733,6.797502540477137e-05,5.4746555503393157e-05,0.9195415512618672
2013-05-08,6.958015556766957e-05,0.622722886857341,0.00015550206219006282,0.7161601701115115,6.477472855235427e-05,5.413366444240716e-05,0.9309368170262019
2013-05-09,7.111722928104653e-05,0.6173229051977189,0.00015084631239895658,0.716331123791203,6.393919356219893e-05,5.41206548907299e-05,0.8990675566045903
2013-05-10,7.562958883543677e-05,0.6233079695898465,0.00014947806151316206,0.7130182027616528,6.627309883122706e-05,5.4071235924475375e-05,0.8762853249861163
2013-05-13,7.357910230951406e-05,0.626180008223531,0.00014249105179738337,0.7026653672116875,6.411656341930117e-05,5.334683465153852e-05,0.8713963803145048
2013-05-14,7.590263764609063e-05,0.6215057474755035,0.00013874778045184239,0.7182913417043675,6.378030701637489e-05,5.337939019205582e-05,0.8402910490905701
2013-05-15,7.650099964197039e-05,0.6186423920185001,0.00013216343453310126,0.7319241675494628,6.220551493911859e-05,5.402299226412786e-05,0.8131333607435773
2013-05-16,7.639729836462006e-05,0.6167855333354125,0.00013044091230983272,0.7358417512502524,6.157155091204295e-05,5.390388995862344e-05,0.8059388516355838
2013-05-17,7.425705624970095e-05,0.6163821753958204,0.00012952937578605922,0.7274150895743184,6.0450941870587266e-05,5.1991903569175486e-05,0.8140767345706721
2013-05-20,7.217439206379002e-05,0.6198080628007311,0.0001303346983808312,0.7541602081777281,6.011444118401253e-05,5.4165655137747695e-05,0.8329054040508089
2013-05-21,7.13709588975209e-05,0.6208646003395739,0.00015129588960345939,0.7438329957360715,6.451656387852175e-05,5.3481412772057384e-05,0.9039610070415174
2013-05-22,7.35750525384875e-05,0.6195561300294078,0.00016760174482776186,0.7507125117218987,6.879948963303505e-05,5.2954597475268535e-05,0.9350926334309536
2013-05-23,7.454058968752127e-05,0.619670779975899,0.00017221328058529932,0.7280544763917159,7.020867062152214e-05,5.137692366679306e-05,0.9418850979827394
2013-05-24,7.630250921850573e-05,0.6158142276538701,0.00017689458299413133,0.7248148451354572,7.154452348547356e-05,5.112425077597394e-05,0.9376431288857509
2013-05-28,7.438631671877e-05,0.6109665948595951,0.0001638549619367237,0.7308261941765363,6.745183851771955e-05,5.102846024838965e-05,0.9067775028132201
2013-05-29,7.273626036607267e-05,0.6065227952655875,0.00016780776342917937,0.7899489097457337,6.700830565670152e-05,5.642936936640509e-05,0.9212503546299595
2013-05-30,7.309916508279677e-05,0.6083034309300418,0.00017241153576211488,0.7919550589205944,6.829039652629189e-05,5.643004047752037e-05,0.9342158210554367
2013-05-31,7.696255068093324e-05,0.6050169023458635,0.0001651161309538695,0.826547844259933,6.820276564071394e-05,5.459142619639372e-05,0.8861812016010865
2013-06-03,7.835861755638394e-05,0.6039406515061488,0.00015879329917187858,0.8392860397272487,6.736801201121769e-05,5.583038355549693e-05,0.8597396701484961
2013-06-04,7.696792659140356e-05,0.5998768625332245,0.00014680854233594862,0.8411137976883907,6.376651294630339e-05,5.566543798665275e-05,0.8284816256623104
2013-06-05,8.390672708275947e-05,0.5990633761666629,0.00015797681170163822,0.8330398628357677,6.897120800830752e-05,5.099014681612867e-05,0.8219985501314973
2013-06-06,8.864935953499249e-05,0.5994065108985758,0.00015838595085340503,0.8537919754841529,7.102603733154804e-05,5.1318101532021694e-05,0.8012019229931604
2013-06-07,8.584609796353898e-05,0.5957122136683962,0.00015130456832446854,0.8497376805852482,6.789265689437912e-05,4.840365392033146e-05,0.7908647976430433
2013-06-10,7.344670994631798e-05,0.5886691454285237,0.00014911191808051716,0.847588163330585,6.160466847444468e-05,4.8379584114577526e-05,0.8387668898916151
2013-06-11,7.540176794643908e-05,0.5804019431542858,0.00014367246483665616,0.8828310859651209,6.040966028758613e-05,4.861282316215915e-05,0.8011703429884768
2013-06-12,7.564969572692771e-05,0.5740877982701723,0.00013315979003278528,0.8211411230714539,5.761936397371837e-05,4.778198606994625e-05,0.7616602211026291
2013-06-13,7.668406692361186e-05,0.5792867051076481,0.0001450049706784508,0.7643049096061361,6.108542151544892e-05,4.097780611002092e-05,0.796585574631802
2013-06-14,7.978958283363962e-05,0.58525327983769,0.00014716186588689415,0.7541245504461653,6.341830002821052e-05,4.0452250532625866e-05,0.7948192956521275
2013-06-17,6.406673037804978e-05,0.5680963853937657,0.0001451974424271459,0.755228266072502,5.479208028412797e-05,3.991848042519888e-05,0.8552345337557691
2013-06-18,5.269216623890948e-05,0.5474181746029616,0.00012019585399339028,0.7656660333941052,4.356492618725168e-05,4.006271426944708e-05,0.8267818405818743
2013-06-19,5.313666894497608e-05,0.5384550379501291,0.00015150973273128952,0.8459186215686971,4.831331901929465e-05,4.20537416091284e-05,0.9092274690632923
2013-06-20,6.610900161714408e-05,0.5319286908858598,0.000172786711877648,0.9900988593972816,5.685110167630501e-05,3.4454952700816693e-05,0.8599600702722121
2013-06-21,6.524441916700448e-05,0.5269050512025928,0.00018513653426936345,0.9921406842337168,5.790953949208828e-05,3.481466661831698e-05,0.8875784355418769
2013-06-24,5.5679700730278476e-05,0.5288824778336892,0.00018963149350219,0.8748871819246099,5.434540852223761e-05,3.283928283624086e-05,0.9760362898769088
2013-06-25,5.683904438603972e-05,0.5222914929413168,0.00016196282765840297,0.8539680208638861,5.011226251958819e-05,3.069800193628311e-05,0.8816520942758197
2013-06-26,5.616484134519195e-05,0.5180148255173553,0.00015119891761174116,0.9196122300932564,4.773630489161942e-05,3.1316114931954703e-05,0.8499321594844306
2013-06-27,5.600093181678947e-05,0.5175840866387993,0.0001535532048374857,0.891304967728998,4.799632490285716e-05,3.0027428013409948e-05,0.8570629692355856
2013-06-28,5.651835513949762e-05,0.5174003965236963,0.00014871446389977746,0.8756585146204123,4.743491417725503e-05,2.9416428696896674e-05,0.8392833453871225
2013-07-01,4.0959150997653995e-05,0.5080967246139658,0.00014604404142607946,0.910801600055862,3.929739747322677e-05,3.123900543040004e-05,0.9594290046558239
2013-07-02,4.708768430286185e-05,0.5099998137596367,0.00014372617277453765,0.9057274855504466,4.1955762137576235e-05,3.102402757023955e-05,0.8910134944781366
2013-07-03,4.5307854285029834e-05,0.5145202773111407,0.00014260798730084313,0.9040772007115948,4.1358156079362426e-05,3.0967131127768796e-05,0.9128253088124628
2013-07-05,5.048108536897671e-05,0.5034285895806387,0.0001360322207515557,1.0506362896783126,4.171796461062747e-05,3.545285578859187e-05,0.8264078378208833
2013-07-08,5.858594159480322e-05,0.5013918889678184,0.0001363831496324648,1.0458376953199198,4.481819575282731e-05,3.57614278424482e-05,0.7649991539404197
2013-07-09,6.185296409698371e-05,0.5041675656411363,0.0001246294506985882,0.9709067395700944,4.426551300294603e-05,3.2381338311425085e-05,0.7156571014695261
2013-07-10,6.043816195282401e-05,0.5087123084767018,0.0001250873913849254,0.9719380429195256,4.4231802479462096e-05,3.264046949668553e-05,0.7318522114221135
2013-07-11,6.428746384905295e-05,0.5050062896594474,0.0001233391335138689,0.8992377378728966,4.496870491709751e-05,2.6740852948142557e-05,0.6994941505654056
2013-07-12,6.999194674271863e-05,0.5152108228057596,0.00012694754577532305,0.8865618808278796,4.856475125340273e-05,2.696476973187323e-05,0.6938619871786178
2013-07-15,7.060701256657018e-05,0.5193328596322223,0.00013100644939284924,0.8729060360891362,4.9947764907523586e-05,2.6640648811774064e-05,0.7074051583818463
