Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_QQQ,Predicted_Covariance,Future_Cov_45_QQQ,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.9262669901013971,6.917067877235232e-05,1.0860813505350335,5.712090646590862e-05,5.948328997594558e-05,1.0389611804048415
2013-03-01,5.488021190183326e-05,0.9272912481681559,7.176392142921228e-05,1.086183643045766,5.819385555211826e-05,5.943230888691074e-05,1.0603795709865746
2013-03-04,5.501029900576039e-05,0.927007546482325,7.178905625214267e-05,1.0790977853800707,5.8255159332763824e-05,5.8996717211330225e-05,1.0589864150104629
2013-03-05,5.845535101370509e-05,0.9278197326346428,7.660817564883023e-05,1.0626551156280828,6.208880499369084e-05,5.695276076799461e-05,1.0621577651485468
2013-03-06,5.9250468430820016e-05,0.929593412846867,7.589509084924495e-05,1.0601942076757902,6.233698227444528e-05,5.7212568955653404e-05,1.0520926488071403
2013-03-07,5.369174155549812e-05,0.930201047811502,6.802205739368562e-05,1.0622586046794262,5.6215418950861304e-05,5.741712980716264e-05,1.047003083197713
2013-03-08,4.524810700565277e-05,0.9222705599746226,4.8394358040846575e-05,1.0668332840184014,4.3157464271959175e-05,5.743274801407278e-05,0.953796017733241
2013-03-11,4.8373919939468494e-05,0.9227273729531051,5.332186086686047e-05,1.046245816589047,4.686317335900649e-05,5.812559922890641e-05,0.9687693992475193
2013-03-12,5.1431479865635213e-05,0.925152796107632,5.987608269214456e-05,1.0383841749985834,5.133985831979741e-05,5.7757122411767134e-05,0.998218570687113
2013-03-13,5.5261000285198275e-05,0.9257364216327166,6.670934118469862e-05,1.0295830577885094,5.620695361747592e-05,5.8123976372929344e-05,1.017117919100191
2013-03-14,6.195858588029715e-05,0.9251877890989484,7.28588655508331e-05,1.0314016359857818,6.21615511474558e-05,5.947145512119605e-05,1.0032758214906774
2013-03-15,6.386120353979619e-05,0.9246430803005018,7.546315781619702e-05,1.034224567591829,6.418893362279984e-05,5.846206905547201e-05,1.005131912097451
2013-03-18,6.402550064969363e-05,0.9244628485265641,7.655475800407947e-05,1.0441900369600177,6.47220177729839e-05,5.78160255079984e-05,1.0108787454408388
2013-03-19,6.71640875084588e-05,0.9256017670269595,7.989229393370069e-05,1.048888501567565,6.780241766765254e-05,5.966578271614503e-05,1.0095040397759196
2013-03-20,6.839791392936718e-05,0.9271818266659022,8.388352610535795e-05,1.0484814629414765,7.023032494099288e-05,5.93742065505283e-05,1.0267904517309985
2013-03-21,6.814178529168062e-05,0.9264814864972093,8.78080148033996e-05,1.037789855026232,7.166557315880809e-05,5.652366798245008e-05,1.0517125850466629
2013-03-22,6.79733209422515e-05,0.9263121967200759,9.066448336488245e-05,1.034760149398248,7.271855197124327e-05,5.583540480908745e-05,1.0698101985192572
2013-03-25,7.243408887933498e-05,0.9259386648106889,9.024538631629589e-05,1.0298858380880405,7.486282724571114e-05,5.6314188257844416e-05,1.0335303225864012
2013-03-26,7.339742545776695e-05,0.9251194081424703,9.05822361610036e-05,1.0395407879198122,7.543271239442784e-05,5.5941113845523366e-05,1.0277296774916445
2013-03-27,7.311742529462491e-05,0.9251319806711626,9.01610981369774e-05,1.0068769608919672,7.51144921975493e-05,5.976143755303374e-05,1.0273131458729197
2013-03-28,6.422356192814954e-05,0.9239105431734337,8.652672682787221e-05,1.0005860103437365,6.8873516103359e-05,5.9751671394661185e-05,1.0724026204029546
2013-04-01,6.678777769649997e-05,0.9153943911226524,7.953898544040931e-05,0.9960583147468446,6.671857579002768e-05,5.969165614444196e-05,0.9989638537340357
2013-04-02,6.451960799026473e-05,0.9149782503491397,7.912587635810167e-05,0.989267255581472,6.537563154196391e-05,6.391426948498916e-05,1.013267649608602
2013-04-03,6.836168011312682e-05,0.9132398935321101,8.220202265705348e-05,0.9790892042161002,6.845930574235573e-05,6.203478195827612e-05,1.0014280753350029
2013-04-04,6.901245142532413e-05,0.9128546285406243,8.247166695787721e-05,0.9866680229444336,6.886804199073685e-05,6.52892391452075e-05,0.9979074872489706
2013-04-05,6.697476452894188e-05,0.9141286313620182,8.379662721033296e-05,0.9780371911289004,6.848195954032449e-05,6.400635535398178e-05,1.0225039240075462
2013-04-08,7.273438811092278e-05,0.9143334585063646,8.342084429416259e-05,0.9825433888260624,7.12216117627298e-05,6.656796923557295e-05,0.979201360079005
2013-04-09,7.022991067372413e-05,0.9150810161728891,8.018092421841249e-05,0.9915520214462938,6.866827421464983e-05,6.890081386948427e-05,0.9777639406900376
2013-04-10,6.636144982931065e-05,0.9158576996665304,7.917991827789176e-05,0.9542166403940274,6.638859204779458e-05,6.794063647339058e-05,1.000409005809152
2013-04-11,6.716170407401359e-05,0.916192803200223,7.451497432356123e-05,0.9588511150649632,6.481410188821696e-05,6.918288247420115e-05,0.9650455238120593
2013-04-12,6.98842565011876e-05,0.9204477532635266,7.518494055450134e-05,0.9647242029152268,6.671972488732427e-05,7.04866860415136e-05,0.9547175319263854
2013-04-15,9.593981606210937e-05,0.9209986462396745,8.789740160879586e-05,0.9892656641344524,8.457586553620739e-05,5.9708400046847806e-05,0.8815512579412784
2013-04-16,8.836558039441448e-05,0.9212910375436945,8.793048939046128e-05,0.9834871539153636,8.120974720585207e-05,6.033167485109258e-05,0.9190201302744487
2013-04-17,8.959564094882932e-05,0.9228738923081033,9.726806095344836e-05,0.9541274197698296,8.615310408323297e-05,6.780806032558658e-05,0.961576960339371
2013-04-18,9.719405369416862e-05,0.924779278940592,9.789364671441747e-05,0.9413553124545956,9.020595144025736e-05,6.603293688021759e-05,0.9281015454309575
2013-04-19,7.72897485213767e-05,0.9304378818800496,9.559153927663629e-05,0.9215209827307028,7.997570157425645e-05,6.687295356031458e-05,1.0347517375106592
2013-04-22,7.797978274745508e-05,0.9353746699480694,9.291432084296287e-05,0.9088822412617348,7.961922461578539e-05,6.739408212478489e-05,1.0210239348016625
2013-04-23,8.499754389235151e-05,0.9352221573553593,9.004638212245447e-05,0.9082211036930946,8.181842404941965e-05,6.717050192890417e-05,0.9625975093238202
2013-04-24,7.773768893068322e-05,0.9353881765430894,8.576899181346278e-05,0.9062432114670682,7.637880183842627e-05,6.763806662083746e-05,0.9825195846319971
2013-04-25,6.90805921567358e-05,0.9364731696169064,7.758684922175556e-05,0.8979097581724161,6.855946545536286e-05,6.714433128782312e-05,0.9924562502274072
2013-04-26,7.034557142953508e-05,0.9388191137823704,7.445866942340355e-05,0.8978248572904729,6.794506828733235e-05,6.766223996378314e-05,0.9658755612695916
2013-04-29,6.776168711759701e-05,0.9408923578159665,7.392641642091298e-05,0.8918387256232375,6.659350497691841e-05,6.643290570226068e-05,0.9827604330652028
2013-04-30,5.8041023931509805e-05,0.9418433128193177,7.22839449393897e-05,0.8888452958686471,6.10052364187724e-05,6.611820233855282e-05,1.051070988870914
2013-05-01,6.311211636341748e-05,0.9413074547548946,7.649736371565262e-05,0.8906913296277909,6.540502323942337e-05,6.66697719321337e-05,1.0363306922366964
2013-05-02,6.214021471172626e-05,0.9391457970633819,8.050183324700263e-05,0.8728438381486046,6.642358006787405e-05,6.436125767810835e-05,1.068930649435614
2013-05-03,7.476459886581012e-05,0.9393955932128523,8.190811914036385e-05,0.8635202059593827,7.351229798788157e-05,6.276008547711988e-05,0.9832500822992949
2013-05-06,7.535412832838797e-05,0.9405351778922324,8.078100659035315e-05,0.8621787880795777,7.338092790572631e-05,6.257952935010747e-05,0.9738143023290963
2013-05-07,7.392273390092128e-05,0.9420991734171293,7.837052768743326e-05,0.8996580051154306,7.1707076771103e-05,6.831997013222364e-05,0.9700273919415923
2013-05-08,6.958015556766957e-05,0.941121818649579,7.283938454962111e-05,0.898850132238514,6.699951726179758e-05,6.794297347622185e-05,0.9629112886451912
2013-05-09,7.111722928104653e-05,0.940545367810574,7.171086646817393e-05,0.8983405960551288,6.716757176185865e-05,6.787193765379878e-05,0.9444627193843657
2013-05-10,7.562958883543677e-05,0.9410804495844196,7.177568674609608e-05,0.8936074963457117,6.93364016295338e-05,6.776609849740473e-05,0.9167893505332103
2013-05-13,7.357910230951406e-05,0.9401055081971331,7.096587902871409e-05,0.8936182994985112,6.793266198966969e-05,6.784411170584172e-05,0.9232602716992613
2013-05-14,7.590263764609063e-05,0.9400460409073031,7.050138151253433e-05,0.8946408102943378,6.876641318170953e-05,6.648469516717831e-05,0.9059818645874338
2013-05-15,7.650099964197039e-05,0.9391392719382498,6.900772092952368e-05,0.8938799755117055,6.823581751992593e-05,6.597687730930705e-05,0.8919598154177587
2013-05-16,7.639729836462006e-05,0.9359937030200298,6.780122948775094e-05,0.8995967664807732,6.73644412800983e-05,6.589971964097135e-05,0.8817647053249082
2013-05-17,7.425705624970095e-05,0.9285035929382219,6.907655719865629e-05,0.9005207198613724,6.649941043008868e-05,6.436460708627278e-05,0.8955298498027451
2013-05-20,7.217439206379002e-05,0.9251712456927148,6.905233561627169e-05,0.8920572118653988,6.531348838617395e-05,6.40697596838136e-05,0.9049399173109463
2013-05-21,7.13709588975209e-05,0.9215152103667995,6.947185072164967e-05,0.8950270826128859,6.488849600741097e-05,6.435223110803547e-05,0.9091722601146794
2013-05-22,7.35750525384875e-05,0.9205436416634618,7.292061183986455e-05,0.890506761610507,6.742715336196693e-05,6.281556038266533e-05,0.9164404378331286
2013-05-23,7.454058968752127e-05,0.919407468930955,7.264951444015332e-05,0.8898210811347828,6.765825577803656e-05,6.279237508316368e-05,0.9076699830476809
2013-05-24,7.630250921850573e-05,0.9121317485827658,6.916642863691999e-05,0.889101022104975,6.626354379472022e-05,6.271204835874278e-05,0.8684320407466921
2013-05-28,7.438631671877e-05,0.9085971145410128,6.858873668525632e-05,0.8875202744998603,6.489993810687283e-05,6.196930735082017e-05,0.8724714567094103
2013-05-29,7.273626036607267e-05,0.9056073315315949,6.89078627653847e-05,0.888026048861716,6.411354697430367e-05,6.343543145636662e-05,0.8814523409868483
2013-05-30,7.309916508279677e-05,0.9032421804219871,6.999607791034983e-05,0.887583120955935,6.460963263834185e-05,6.324393143087322e-05,0.8838627987769883
2013-05-31,7.696255068093324e-05,0.9040775727737762,7.32283888761486e-05,0.9038646997243112,6.787114280187855e-05,5.9698011904810915e-05,0.881872315839098
2013-06-03,7.835861755638394e-05,0.9002739344453555,7.244329264382748e-05,0.9119192562029464,6.782927101601531e-05,6.066203825098726e-05,0.8656261829429022
2013-06-04,7.696792659140356e-05,0.8978105119115333,7.132427200159622e-05,0.9086863029668945,6.652092099452308e-05,6.0137428711951475e-05,0.8642680651599196
2013-06-05,8.390672708275947e-05,0.8942521595995396,7.47602919128993e-05,0.90631860152568,7.082619037000927e-05,5.5475518778497794e-05,0.844106221663866
2013-06-06,8.864935953499249e-05,0.8925123946931096,7.236132610570035e-05,0.9202281359171732,7.148341891650059e-05,5.531131969803471e-05,0.8063613690100491
2013-06-07,8.584609796353898e-05,0.8892293478269114,7.542524745185429e-05,0.910709494482852,7.155375657924702e-05,5.187679468626973e-05,0.8335120439561239
2013-06-10,7.344670994631798e-05,0.8876333697237414,7.323643893359821e-05,0.9129594351926712,6.510036197233307e-05,5.211091860289928e-05,0.8863618536475598
2013-06-11,7.540176794643908e-05,0.8863271876825906,7.628148899318161e-05,0.9072495123614236,6.721936672019355e-05,4.995741632745752e-05,0.891482634305633
2013-06-12,7.564969572692771e-05,0.8867590391558225,7.911391505618293e-05,0.9188547478490972,6.860182278166866e-05,5.34679162064192e-05,0.9068354092169819
2013-06-13,7.668406692361186e-05,0.8853187980871052,7.297611938560119e-05,0.9270108373994144,6.622815205261314e-05,4.9701198931741506e-05,0.8636494477866662
2013-06-14,7.978958283363962e-05,0.8846952680489003,7.433026450390684e-05,0.9132673272341008,6.813176514700996e-05,4.8988882145102224e-05,0.8538929861190517
2013-06-17,6.406673037804978e-05,0.8807344457740524,7.415065358433796e-05,0.9055128227205576,6.070420194650091e-05,4.786194785387837e-05,0.9475152171539423
2013-06-18,5.269216623890948e-05,0.8798327012439208,6.400693035576007e-05,0.9001801412509627,5.109596741237778e-05,4.710103128135629e-05,0.9697070942330508
2013-06-19,5.313666894497608e-05,0.8788031096900484,6.476705411183253e-05,0.9076856060081314,5.155440985207785e-05,4.512440672674217e-05,0.9702228400026978
2013-06-20,6.610900161714408e-05,0.8758185109653416,6.960673554098123e-05,0.8772277131687594,5.9411436396035964e-05,3.052709239911085e-05,0.898689058112001
2013-06-21,6.524441916700448e-05,0.8746428094308422,6.697844371707234e-05,0.8537420318250329,5.7818915419576094e-05,2.9958195131358242e-05,0.8861894420667381
2013-06-24,5.5679700730278476e-05,0.868428574191002,6.534620244229044e-05,0.9339006207576368,5.2383284751808256e-05,3.505437873547866e-05,0.9407968086172267
2013-06-25,5.683904438603972e-05,0.8610107264282487,6.281758489070178e-05,0.9475130155777504,5.144848177364842e-05,3.4060709155636316e-05,0.9051609211481522
2013-06-26,5.616484134519195e-05,0.8517390496357959,6.13615603960271e-05,0.9585074662766304,5.000195955541987e-05,3.26406380806959e-05,0.8902715356766576
2013-06-27,5.600093181678947e-05,0.8514421972106923,6.091048169845057e-05,0.9779677009390249,4.9727750478737796e-05,3.2947033622183584e-05,0.8879807686312295
2013-06-28,5.651835513949762e-05,0.8588845986595927,5.9857727727847465e-05,0.992825812714946,4.995623332910817e-05,3.3352487574254715e-05,0.8838939704775036
2013-07-01,4.0959150997653995e-05,0.8521387631739665,5.888487106939914e-05,1.002564100783605,4.184924802774349e-05,3.438630914436494e-05,1.0217313349620083
2013-07-02,4.708768430286185e-05,0.849412430135726,5.604849175053718e-05,1.0028393402045768,4.3636935508354445e-05,3.4350415368171676e-05,0.9267165322398817
2013-07-03,4.5307854285029834e-05,0.8473228449614532,5.4441811196999346e-05,1.00324525691426,4.2082540089891383e-05,3.436390985163958e-05,0.9288133537543374
2013-07-05,5.048108536897671e-05,0.8442075841364529,5.632030683369625e-05,1.0378064176954338,4.5013843579706723e-05,3.501992233134904e-05,0.8916972218543087
2013-07-08,5.858594159480322e-05,0.8441357584698417,5.7103196597448436e-05,1.0408594373942426,4.882465859677255e-05,3.5591201035375737e-05,0.8333852331751798
2013-07-09,6.185296409698371e-05,0.845983793248638,5.492678736350256e-05,1.0410362061895986,4.9309931652983816e-05,3.4720271487655144e-05,0.7972121041065586
2013-07-10,6.043816195282401e-05,0.8485930125156627,5.530442521569538e-05,1.0387244177022714,4.9060844200528636e-05,3.4883347676803076e-05,0.8117527505026357
2013-07-11,6.428746384905295e-05,0.8477777480648505,6.157317711565667e-05,0.985989222389656,5.333851760492891e-05,2.932060309962423e-05,0.8296876935473426
2013-07-12,6.999194674271863e-05,0.8486505288304224,6.168753512895618e-05,0.9493904654892332,5.576370632840314e-05,2.8875700434635687e-05,0.7967160355373931
2013-07-15,7.060701256657018e-05,0.8496614834765587,6.133092379764814e-05,0.9601715415798852,5.591258905014186e-05,2.930394771113408e-05,0.7918843613079646
2013-07-16,3.5042919617133015e-05,0.841746788475449,5.854617632069728e-05,0.9687344294805964,3.812684575887607e-05,3.1802846187754135e-05,1.088004258076581
2013-07-17,3.792838595062833e-05,0.8364339269608655,5.598075949434372e-05,0.9634904086397418,3.854190832359819e-05,3.1676618824720185e-05,1.0161758102168779
2013-07-18,3.7451029819475974e-05,0.8388352722348841,5.4360701018368396e-05,0.9569884029524104,3.7848710725383745e-05,3.421078710142604e-05,1.010618690803022
2013-07-19,4.0860668714576163e-05,0.8463315135835812,5.518180853518399e-05,0.9656119004526542,4.0187520545679484e-05,3.4970137481324304e-05,0.9835257671968411
2013-07-22,3.950888193740232e-05,0.8511531647017893,5.3407539848804926e-05,0.9640048488023808,3.909816496923232e-05,3.496018013855849e-05,0.9896044396087762
2013-07-23,3.3171208880188284e-05,0.8613868297783234,5.149752698418407e-05,0.9586754618133444,3.560180882420382e-05,3.4850806210474106e-05,1.073274385410392
2013-07-24,3.471216593235655e-05,0.8697452915509768,5.081960082677844e-05,0.9782210131950496,3.65299070911942e-05,3.556550865769725e-05,1.0523661117079204
2013-07-25,3.488954269695917e-05,0.8736391115193305,5.06718649771083e-05,0.9682974627329765,3.6733571149400434e-05,3.556649687159685e-05,1.0528533282438806
2013-07-26,3.343176772700175e-05,0.8757596725949751,4.902696112148373e-05,0.9610305671071676,3.545537642185107e-05,3.587617741564834e-05,1.0605295152614655
2013-07-29,3.360094972876798e-05,0.8769978663753809,5.013723863629586e-05,0.9671910465780827,3.599602284211658e-05,3.72755294109519e-05,1.0712799231177095
2013-07-30,3.816574763863081e-05,0.8840986116399953,5.026481903159905e-05,0.9677979844839846,3.8723058953834986e-05,3.7322196761548806e-05,1.0146023948091107
2013-07-31,3.750748633018741e-05,0.8859480276104024,4.9907593171639935e-05,0.9874959585713176,3.833103433614564e-05,3.998124985052765e-05,1.0219568967834405
2013-08-01,4.226173154810077e-05,0.8857875129967526,5.131068788566985e-05,1.0035324802813057,4.124840080745924e-05,3.888405805259547e-05,0.9760224982857554
2013-08-02,4.130983358011611e-05,0.8876292632832739,5.105102267280206e-05,1.0032200021328772,4.0762476130486756e-05,4.036070338608035e-05,0.9867499478406804
2013-08-05,3.7225611971094185e-05,0.8890138850021214,4.978232054792246e-05,1.0543989505606255,3.8270755484794886e-05,4.537403863326821e-05,1.0280759256425995
2013-08-06,4.1983018398946586e-05,0.8945757014929374,5.074994085393933e-05,1.049112202264822,4.129254944822419e-05,4.4574292844088236e-05,0.9835536134119476
2013-08-07,4.81253999850549e-05,0.8917687566259527,5.083642428535087e-05,1.03091661266205,4.4108971012560334e-05,5.4529099846775256e-05,0.9165424292838741
2013-08-08,4.5117615842124565e-05,0.890707158930241,4.848341824311179e-05,1.0316978292903016,4.165859606139779e-05,5.522004849676956e-05,0.9233332764561282
2013-08-09,4.7210405389653165e-05,0.8956555096669515,5.039714876563057e-05,1.033149293139806,4.368806906253674e-05,5.5430605823389484e-05,0.9253906782192471
2013-08-12,4.729046229109182e-05,0.899155547887243,4.8925016183024996e-05,1.0257569919938887,4.325009811451549e-05,5.6278730284871243e-05,0.9145628107480477
2013-08-13,5.1414947954433665e-05,0.9047216562345489,5.239205794120164e-05,1.00462055675211,4.695614285666534e-05,5.921368101431533e-05,0.9132780392636024
2013-08-14,5.361675369996386e-05,0.9100242516568368,5.304749642530363e-05,1.0026517025589206,4.853283601430172e-05,5.9263374323262394e-05,0.9051804271084475
2013-08-15,5.120699157562921e-05,0.9129177335433138,5.8449248299037956e-05,1.0013676912199074,4.99442780010581e-05,5.49301547698474e-05,0.9753409927879444
2013-08-16,4.9139520575593413e-05,0.9153322021454949,5.755315312043242e-05,1.0047916970650734,4.867755542782365e-05,5.470065777402814e-05,0.990598908122046
2013-08-19,5.1240075352845624e-05,0.9160057351658633,5.8047345437347247e-05,1.007957748061331,4.995675892111359e-05,5.3994047369241056e-05,0.974954829342171
2013-08-20,5.687877447837599e-05,0.9142140241622683,5.8647899368821275e-05,1.01442099812667,5.280186045387813e-05,5.4891063823608365e-05,0.928322751995161
2013-08-21,5.746511661394483e-05,0.9131803384993998,5.9694546231760434e-05,1.0220943570649017,5.34842642693165e-05,5.4109983767277425e-05,0.9307257588743444
2013-08-22,5.43081375808944e-05,0.9130999707718952,6.112345919137026e-05,1.0250298828081106,5.260835787890238e-05,5.3112184499719785e-05,0.9687011969530326
2013-08-23,4.6628310947370826e-05,0.8927495027054245,4.9982088381291235e-05,1.022258731736951,4.3098450653614116e-05,5.2868506182935244e-05,0.9242979163937367
2013-08-26,5.7057237442025364e-05,0.8954436841714846,5.251549492862483e-05,1.0238757242979113,4.901594491268142e-05,5.272022993790937e-05,0.8590662133350826
2013-08-27,6.26349019454684e-05,0.9092478946674873,6.83165043814272e-05,0.9717526286490072,5.947758457390363e-05,4.399691735467873e-05,0.9495917248451412
2013-08-28,6.352118414260544e-05,0.9095943293522099,7.169103987579779e-05,0.972094950035476,6.138177979365416e-05,4.437174548883324e-05,0.9663198289227684
2013-08-29,6.345432123592429e-05,0.9072304158299109,7.546340022356197e-05,0.9709977794658836,6.277928833697718e-05,4.433658448171088e-05,0.9893619081285683
2013-08-30,6.533098257867051e-05,0.908589128519719,7.854296046609112e-05,0.9595727526398452,6.508497831628745e-05,4.338422962727816e-05,0.9962344931505228
2013-09-03,6.741624909395761e-05,0.9117722834554766,7.976141455752649e-05,0.9495455544834664,6.68598045508336e-05,4.325125625390913e-05,0.9917461361229323
2013-09-04,5.29054408502055e-05,0.9092075655392278,7.848174314862071e-05,0.9315051324529372,5.858649679095909e-05,4.1743444309335475e-05,1.1073813174875289
