Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SWKS,Predicted_Covariance,Future_Cov_45_SWKS,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.6675599738521979,0.000764557390764557,1.984928561673356,0.00013686525765108632,0.00010871200500532347,2.4894158451503743
2013-03-01,5.488021190183326e-05,0.6700277139543925,0.000753249293473601,2.024659474276269,0.00013622914246178377,0.0001107825440351689,2.4822998625709216
2013-03-04,5.501029900576039e-05,0.6634732371756253,0.0007329398701886246,2.0247360336018567,0.00013322311543337482,0.0001106968995955512,2.421784971927246
2013-03-05,5.845535101370509e-05,0.6567170915372292,0.0007403740703795572,2.0190967239308484,0.0001366205583144007,0.00010821303261454559,2.337177964808893
2013-03-06,5.9250468430820016e-05,0.6534196419325402,0.0007481211710901514,1.989854714104939,0.00013757009967160457,0.00010738098663266322,2.3218398658270427
2013-03-07,5.369174155549812e-05,0.6623182747578624,0.0007459406492088812,2.0018266284533754,0.00013254782964498761,0.00010820259668504108,2.468681883003933
2013-03-08,4.524810700565277e-05,0.6366220834643018,0.0007065815363700362,1.995060096729152,0.00011383165480085865,0.00010740364546631529,2.515721923717999
2013-03-11,4.8373919939468494e-05,0.6221807479127118,0.0007153559140664612,1.9443620834291888,0.00011573995132066558,0.00010802166128199539,2.392610552659241
2013-03-12,5.1431479865635213e-05,0.6110785007787367,0.0007219077370417004,1.9581956585799984,0.00011774768110582735,0.00010891898112656656,2.2894087709209083
2013-03-13,5.5261000285198275e-05,0.6059570705259074,0.0007453790659178466,1.9689957756316916,0.00012298151080182728,0.00011115748562047828,2.225466606958398
2013-03-14,6.195858588029715e-05,0.6019219067317244,0.000691091631204373,1.9560776703724567,0.0001245542970587343,0.00011278902546624731,2.010283083273897
2013-03-15,6.386120353979619e-05,0.6067321225294616,0.0006657787445219296,1.9215600260687105,0.0001251066805415767,0.00010862087254399822,1.9590404440720313
2013-03-18,6.402550064969363e-05,0.6092715592581555,0.000658135310515244,1.9331400097935736,0.00012506765112605772,0.0001070365241581378,1.9534037197201704
2013-03-19,6.71640875084588e-05,0.6114303409424479,0.0006573366191581665,1.9596714946533829,0.00012847228800142655,0.00011147546514264102,1.9128122299770165
2013-03-20,6.839791392936718e-05,0.6048126915942497,0.0006561572547122077,1.980412952720237,0.0001281286621799386,0.00011214833248484095,1.873283186856457
2013-03-21,6.814178529168062e-05,0.6320721503160542,0.0006161581956676385,2.042871801572701,0.00012951483719562116,0.00011126588575091291,1.900666920322581
2013-03-22,6.79733209422515e-05,0.6478377554280212,0.0005828789316513549,2.085163762898309,0.00012895098918055023,0.00011251492711849545,1.8970823757471535
2013-03-25,7.243408887933498e-05,0.6588490114941137,0.0005881844990923063,2.07570306305889,0.0001359922586887326,0.00011349950522427738,1.8774621285742492
2013-03-26,7.339742545776695e-05,0.6704466214626693,0.0005657862517756853,2.113981210939792,0.00013662520134348575,0.00011376029200847725,1.8614440559921304
2013-03-27,7.311742529462491e-05,0.6805279142669218,0.000556499421913745,1.873540567748956,0.00013727414512708402,0.00011120075440341516,1.8774477434611672
2013-03-28,6.422356192814954e-05,0.6875109929914294,0.0005225288663653076,1.8259071415602195,0.00012594530564207442,0.000109037106647325,1.961045165681972
2013-04-01,6.678777769649997e-05,0.6993936679006137,0.0005157911578012907,1.744598694557668,0.00012980969780058564,0.00010455008892932759,1.9436145695769775
2013-04-02,6.451960799026473e-05,0.7028329190992594,0.0005232590455875975,1.754757813681073,0.0001291386752799513,0.00011337084407851006,2.001541536015483
2013-04-03,6.836168011312682e-05,0.7054644643161193,0.0005309425916065917,1.6302789526935524,0.00013440186306162114,0.00010329395822772198,1.9660409580222309
2013-04-04,6.901245142532413e-05,0.7141523972644769,0.0005403099578597324,1.4870327233102358,0.0001379037612281553,9.839908949235196e-05,1.9982446410757624
2013-04-05,6.697476452894188e-05,0.7009229471687691,0.0005238494557230693,1.496439894336632,0.00013128923705371068,9.793253724045961e-05,1.960279188394556
2013-04-08,7.273438811092278e-05,0.7017465138937423,0.0004462658693567875,1.5676561320701845,0.00012642908509495051,0.00010620974743546859,1.738229857686315
2013-04-09,7.022991067372413e-05,0.6925098027169396,0.0004485273635235386,1.6215821222576068,0.0001229083688536855,0.0001126802483008265,1.750085792144835
2013-04-10,6.636144982931065e-05,0.6862787385081573,0.00046546585592025777,1.7274492167695732,0.00012061529729224851,0.0001229951295067771,1.8175506653710105
2013-04-11,6.716170407401359e-05,0.685862266323458,0.0004824010381188265,1.7034045000568607,0.00012345306606158216,0.00012290378712807276,1.8381467201239314
2013-04-12,6.98842565011876e-05,0.6708264504516516,0.0004969833771773512,1.6759441017115653,0.00012501749262304218,0.0001224513134049053,1.7889221246979663
2013-04-15,9.593981606210937e-05,0.6670399403164965,0.0005098127214773103,1.7139680259185133,0.00014752193961143536,0.0001034487421016362,1.5376508489023246
2013-04-16,8.836558039441448e-05,0.6587977722318267,0.0005145607909784111,1.6291029728218551,0.00014047920286675854,9.993675104341519e-05,1.5897502425688603
2013-04-17,8.959564094882932e-05,0.6676782847124892,0.0005363135851466414,1.4069853067314644,0.00014635922158250328,9.999182769433085e-05,1.63355292771546
2013-04-18,9.719405369416862e-05,0.6652382754829154,0.0005449265808769123,1.358022161568143,0.00015309678591890098,9.526072726241859e-05,1.5751661763242863
2013-04-19,7.72897485213767e-05,0.6296179241198456,0.0005343851977327765,1.4425651112849682,0.00012795735085778566,0.00010468409455944108,1.6555539810353423
2013-04-22,7.797978274745508e-05,0.6150778855986407,0.0005212489356278667,1.4168844529349578,0.00012400628978661394,0.00010506270542800838,1.5902364102272517
2013-04-23,8.499754389235151e-05,0.6019980937076875,0.0005128749561150311,1.437437790595223,0.00012569096212652534,0.00010631047604293907,1.4787599308247261
2013-04-24,7.773768893068322e-05,0.5897072197461783,0.0005172119403299533,1.408609652554316,0.00011824601913532632,0.00010513252106792306,1.5210899727256284
2013-04-25,6.90805921567358e-05,0.5791864894780188,0.0005160023123659514,1.3578902944464657,0.00010935087748914904,0.00010154097887120432,1.5829464408910199
2013-04-26,7.034557142953508e-05,0.5680904396888409,0.00041421612419066835,1.331561292254694,9.697267189298162e-05,0.00010034966057291257,1.378518504041421
2013-04-29,6.776168711759701e-05,0.5679409486925113,0.0004191446357220484,1.2973435887469495,9.571439178227776e-05,9.663888976611764e-05,1.4125148864161283
2013-04-30,5.8041023931509805e-05,0.5565523428804908,0.00041225204053446353,1.2989482219403727,8.609044546174614e-05,9.662437520313903e-05,1.4832688955200983
2013-05-01,6.311211636341748e-05,0.5678722046854988,0.0004182447608370374,1.232209549107416,9.226186699397316e-05,9.223299574041996e-05,1.4618724946997996
2013-05-02,6.214021471172626e-05,0.5620733047987834,0.00041283189056739826,1.141216289222552,9.00255852375575e-05,8.415035135368902e-05,1.4487491820746654
2013-05-03,7.476459886581012e-05,0.5506385882382234,0.00041707931702663714,1.137650634218855,9.72353034099447e-05,8.268370624558799e-05,1.3005527333125362
2013-05-06,7.535412832838797e-05,0.5494379533059881,0.0004155312210341353,1.1187372240049014,9.722411777782526e-05,8.120131220186193e-05,1.2902294795864324
2013-05-07,7.392273390092128e-05,0.5408660700241499,0.0004127513489601807,1.1773836722709907,9.44763265405093e-05,8.941043915171017e-05,1.2780415652258752
2013-05-08,6.958015556766957e-05,0.5313462574229808,0.000408692714987874,1.1641638021648566,8.960222039231994e-05,8.799770673168906e-05,1.2877553903307688
2013-05-09,7.111722928104653e-05,0.5240046328057261,0.0004103704990378406,1.1671009179163725,8.951804870794472e-05,8.817746975296491e-05,1.2587392621017393
2013-05-10,7.562958883543677e-05,0.5213734308653815,0.0004117471003260035,1.099055732618568,9.200470563457206e-05,8.33461215750072e-05,1.2165173320559244
2013-05-13,7.357910230951406e-05,0.5167046631855884,0.00040670903962569015,1.1006572584699688,8.93843602524066e-05,8.356265089399807e-05,1.2148063437415553
2013-05-14,7.590263764609063e-05,0.5138667516379001,0.0004038481859551808,1.0832947739694003,8.996799063914076e-05,8.050440131370452e-05,1.1853078289404422
2013-05-15,7.650099964197039e-05,0.5156257545010603,0.00039940161863258404,1.0983930074379216,9.013076697444747e-05,8.107189183609108e-05,1.1781645651202635
2013-05-16,7.639729836462006e-05,0.5198047639582862,0.0003905758675965557,1.083670661704673,8.9790824398196e-05,7.938400342283836e-05,1.1753141317858242
2013-05-17,7.425705624970095e-05,0.49345863389752576,0.0004042657102183211,1.0653297137577902,8.549743180058782e-05,7.614430954338011e-05,1.1513711439501366
2013-05-20,7.217439206379002e-05,0.47080890081505017,0.0004001037636001673,1.046874563644545,8.000599860276912e-05,7.518912556241291e-05,1.1085094909016662
2013-05-21,7.13709588975209e-05,0.4596322167519218,0.00040335190915638384,1.0434868947911182,7.79853967849389e-05,7.502645575346055e-05,1.0926768813196897
2013-05-22,7.35750525384875e-05,0.4604918133742919,0.0004113294721153705,1.0091908568849377,8.010914900216334e-05,7.11874316301001e-05,1.0888085871261568
2013-05-23,7.454058968752127e-05,0.46519836539126,0.00041168096450962954,1.0189551686854412,8.149200164429177e-05,7.1905034058564e-05,1.0932567341620352
2013-05-24,7.630250921850573e-05,0.46105427825126544,0.00042696721612658,1.0100510607891673,8.321827921830989e-05,7.124316516816605e-05,1.0906362067333806
2013-05-28,7.438631671877e-05,0.4544035446777756,0.0004509050864862256,1.0058233114911872,8.322059282863765e-05,7.022957753336054e-05,1.1187621124361773
2013-05-29,7.273626036607267e-05,0.4510301446461441,0.00047107038576339164,1.047467242818369,8.34879802514476e-05,7.482498578703441e-05,1.1478178810852089
2013-05-30,7.309916508279677e-05,0.45376954091157123,0.0005161900122827745,1.0056473675139228,8.814472914289534e-05,7.165649239272378e-05,1.2058240206034776
2013-05-31,7.696255068093324e-05,0.44604686202216454,0.0005313842443322548,1.128814487918024,9.020374142830488e-05,7.455538506881357e-05,1.1720471921761817
2013-06-03,7.835861755638394e-05,0.4327066111629637,0.0005179417846329174,1.1785796785714755,8.717207579144244e-05,7.840063147808813e-05,1.1124759281098426
2013-06-04,7.696792659140356e-05,0.42134346288477414,0.00048060058884100273,1.2228437762769135,8.103699034350021e-05,8.092856707710924e-05,1.0528670048980002
2013-06-05,8.390672708275947e-05,0.418762379982701,0.00047658392965089434,1.2085855173862654,8.374053802807139e-05,7.397719571496934e-05,0.9980193595857437
2013-06-06,8.864935953499249e-05,0.4056180033048875,0.000469482111024143,1.2893615749025462,8.274934186629286e-05,7.749848922486705e-05,0.9334454563501869
2013-06-07,8.584609796353898e-05,0.4041432103305979,0.00046300937291714124,1.407272022823737,8.057317142110394e-05,8.016251311535374e-05,0.9385769805789591
2013-06-10,7.344670994631798e-05,0.42798439350478024,0.0004648687502722344,1.418090972185852,7.908229827585977e-05,8.094338080583841e-05,1.0767303032860265
2013-06-11,7.540176794643908e-05,0.4412779268446316,0.0004833185007821272,1.2952146662116328,8.424025609065783e-05,7.132059861343495e-05,1.1172185796823368
2013-06-12,7.564969572692771e-05,0.4410854013152158,0.0004947073240407655,1.1933726523020338,8.532974482684287e-05,6.944204089458172e-05,1.1279588636398115
2013-06-13,7.668406692361186e-05,0.4447855945779023,0.0005270887433468535,0.9458569910472224,8.942215928906611e-05,5.0711625556499954e-05,1.1661113302473014
2013-06-14,7.978958283363962e-05,0.44315091178456956,0.0005160716695919163,0.9200244736270916,8.992485655399268e-05,4.9351344524311704e-05,1.1270250245760152
2013-06-17,6.406673037804978e-05,0.4331736374965563,0.0004936858906113076,0.9577116056841511,7.703776168813734e-05,5.062097607032427e-05,1.2024612655202962
2013-06-18,5.269216623890948e-05,0.41940565501816857,0.0004669894904168369,0.9178235083622976,6.57901477977698e-05,4.802420293127153e-05,1.248575499809085
2013-06-19,5.313666894497608e-05,0.411897016972591,0.0004559632255783226,0.9635673302271268,6.411368191393367e-05,4.790249380398413e-05,1.2065807508619797
2013-06-20,6.610900161714408e-05,0.4049754356262167,0.0005073464351390284,0.8720146311240603,7.416709812505997e-05,3.0345679711306284e-05,1.1218910634074102
2013-06-21,6.524441916700448e-05,0.4017058702842962,0.0005527484891118402,0.8786032399667857,7.628578945836152e-05,3.083058620143344e-05,1.1692308772508915
2013-06-24,5.5679700730278476e-05,0.42339137906482444,0.0005256543400591001,0.9039800233765298,7.243368569194982e-05,3.39312956907987e-05,1.3008993356992054
2013-06-25,5.683904438603972e-05,0.43790152579592395,0.00048599298319583744,0.9585998920310892,7.278046763597888e-05,3.445925447175684e-05,1.2804660673333654
2013-06-26,5.616484134519195e-05,0.45244224677983197,0.0005163848594947832,0.9433728505942912,7.705169000003289e-05,3.212524980219184e-05,1.3718847619718058
2013-06-27,5.600093181678947e-05,0.4600564335350458,0.0004873319146105675,1.057217887421657,7.600132466112293e-05,3.561691582391746e-05,1.3571439294932803
2013-06-28,5.651835513949762e-05,0.4634513372377717,0.0005057530912523614,1.0866762943486727,7.835526244580011e-05,3.65052531273251e-05,1.3863684152237803
2013-07-01,4.0959150997653995e-05,0.4248098615940392,0.0004904242911197141,1.135577177800004,6.020825626368455e-05,3.894844016716372e-05,1.4699586001461085
2013-07-02,4.708768430286185e-05,0.3947670244212732,0.0004805644737273976,1.1168495739992337,5.938412553712754e-05,3.825562603359095e-05,1.2611392217798731
2013-07-03,4.5307854285029834e-05,0.3773080221315929,0.0004955185572183118,1.1190300963681798,5.6534394921642776e-05,3.8329859112560164e-05,1.2477835424733918
2013-07-05,5.048108536897671e-05,0.3636518725000672,0.00047284560267583193,1.1891596498622274,5.618363673323504e-05,4.0127212423898266e-05,1.1129641195821602
2013-07-08,5.858594159480322e-05,0.3543508403527136,0.00048593239466407384,1.3612143778623789,5.978856092265009e-05,4.654543431534823e-05,1.0205274387525343
2013-07-09,6.185296409698371e-05,0.3714389479687066,0.00046650202464547076,1.2810767923734154,6.309493036324871e-05,4.272602025105628e-05,1.020079333050517
2013-07-10,6.043816195282401e-05,0.3809476935301387,0.0004383954040758275,1.296080711166168,6.200889164575542e-05,4.352611077038026e-05,1.025989038087516
2013-07-11,6.428746384905295e-05,0.3841540144467016,0.000452432924227405,1.2684574738036494,6.551573586933889e-05,3.772043070411064e-05,1.0191059336726975
2013-07-12,6.999194674271863e-05,0.38294961558394924,0.0004598800389919274,1.2335971681047302,6.870493834048332e-05,3.751984412951872e-05,0.9816120502124881
2013-07-15,7.060701256657018e-05,0.38246036894630697,0.00046696430908623517,1.301242974267297,6.944679407969608e-05,3.9713274582859614e-05,0.983567942549896
2013-07-16,3.5042919617133015e-05,0.3834511389647601,0.0004578779332001291,1.309516722082874,4.8571893065947806e-05,4.299048080186758e-05,1.386068672263263
2013-07-17,3.792838595062833e-05,0.3866612791086675,0.0004359889543575768,1.3197287125509083,4.9722231064810585e-05,4.338864508110017e-05,1.3109503560086737
2013-07-18,3.7451029819475974e-05,0.39156602412367203,0.00042150952624025627,1.308459366486895,4.919722203850249e-05,4.677530540563518e-05,1.3136413678247651
2013-07-19,4.0860668714576163e-05,0.4008897911723611,0.00046224655685411206,1.2067210268611277,5.5095302805224024e-05,4.3702029967895735e-05,1.3483700717205824
2013-07-22,3.950888193740232e-05,0.4049986195840669,0.0004471413019984715,1.209485092649231,5.382986694698107e-05,4.386265978480212e-05,1.3624750766743754
2013-07-23,3.3171208880188284e-05,0.43036390651783923,0.0004194424164853255,1.2747872806133975,5.076362929487834e-05,4.634244459767451e-05,1.5303521037847145
2013-07-24,3.471216593235655e-05,0.4485260617117703,0.00040015924899608333,1.2858816032393714,5.286216782347641e-05,4.6751227663175184e-05,1.522871489105252
2013-07-25,3.488954269695917e-05,0.46182829643872325,0.0003839952157235229,1.308418164400383,5.3455338510825276e-05,4.805945728654656e-05,1.532130672365741
2013-07-26,3.343176772700175e-05,0.46364377279977875,0.00037327682999253116,1.2937521536789145,5.17940197659643e-05,4.829698803127261e-05,1.549245621377417
2013-07-29,3.360094972876798e-05,0.46397651973081117,0.0003663028540235756,1.3515306174859611,5.147447556497944e-05,5.2087971099547284e-05,1.531935138157978
2013-07-30,3.816574763863081e-05,0.48519115639679,0.0003424290479407158,1.360835453909213,5.5467049238629215e-05,5.2479308063419335e-05,1.4533201278752437
2013-07-31,3.750748633018741e-05,0.4952322226834966,0.00032800769971748654,1.3531823620131915,5.493003727806015e-05,5.4786980786483286e-05,1.464508626211254
2013-08-01,4.226173154810077e-05,0.49686539641830785,0.00032366382625808465,1.3469907700872517,5.8111150975238347e-05,5.219209973722145e-05,1.3750300531131419
2013-08-02,4.130983358011611e-05,0.4937172715053846,0.0002980084383306241,1.372214813207242,5.477965890720726e-05,5.520579228892577e-05,1.3260682544500653
2013-08-05,3.7225611971094185e-05,0.502085234325324,0.00031659716640238054,1.3843212912120806,5.4506950386243705e-05,5.957161443959653e-05,1.4642324867236176
2013-08-06,4.1983018398946586e-05,0.5238300118980317,0.00031673319366079593,1.352801888828715,6.04051540848392e-05,5.747734839277532e-05,1.4387996954110107
2013-08-07,4.81253999850549e-05,0.542978350559603,0.00032309019520392507,1.185686235875225,6.770668945185178e-05,6.271545375142962e-05,1.406880555234403
