Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AIG,Predicted_Covariance,Future_Cov_45_AIG,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.6724031298507968,0.0003626963072138643,1.83625293987138,9.495092022957142e-05,0.00010056923087551796,1.7270440240845752
2013-03-01,5.488021190183326e-05,0.6735480152730189,0.0003884101990616549,1.852912893004916,9.83380887243236e-05,0.00010138514983415915,1.7918678758060451
2013-03-04,5.501029900576039e-05,0.6951756604224205,0.00041705335497210956,1.8153598514803724,0.00010529612051266319,9.924983003914546e-05,1.914116491198078
2013-03-05,5.845535101370509e-05,0.708047338857877,0.00042931803661809136,1.8352745291843608,0.00011216671435809764,9.836112362989212e-05,1.9188442531428767
2013-03-06,5.9250468430820016e-05,0.6924189201960534,0.00043910108856933596,1.838718315460507,0.00011168557317031733,9.922502655803706e-05,1.884973674102168
2013-03-07,5.369174155549812e-05,0.6752988188321563,0.00042900501745746423,1.832494099552466,0.0001024898650730341,9.904984635696755e-05,1.9088571557526424
2013-03-08,4.524810700565277e-05,0.6580782396544174,0.0003832130419255292,1.8231933509484957,8.665584836343617e-05,9.815123494417717e-05,1.9151264903216925
2013-03-11,4.8373919939468494e-05,0.6841230590281422,0.0003860690432575305,1.8794517057243392,9.349154986719185e-05,0.00010441547759127394,1.9326850084545595
2013-03-12,5.1431479865635213e-05,0.7067989007574361,0.00040008481137093657,1.835370502566295,0.0001013879653926904,0.00010208718636126457,1.9713211763994842
2013-03-13,5.5261000285198275e-05,0.7141734764898195,0.00039990841003716853,1.8526886084418128,0.00010616793166565844,0.00010459149272985381,1.9212090102917598
2013-03-14,6.195858588029715e-05,0.7134763885013544,0.0003974644753298864,1.8263513797318205,0.00011196428549224406,0.00010530890229919414,1.8070826488609182
2013-03-15,6.386120353979619e-05,0.7156399645882543,0.00039651670424284066,1.8565130322373613,0.00011387906139150576,0.00010494393238575595,1.7832276104934366
2013-03-18,6.402550064969363e-05,0.7259912353756286,0.0004014430376636,1.857931537400608,0.0001163911165241857,0.00010287228699404027,1.8178868629392382
2013-03-19,6.71640875084588e-05,0.738299743945122,0.00038492090084947766,1.858923266828607,0.0001187099231854772,0.00010574442522615233,1.7674612667152905
2013-03-20,6.839791392936718e-05,0.7336730008182378,0.00038172812495724503,1.876212735442699,0.00011854985988973458,0.00010624760324744508,1.7332379465864713
2013-03-21,6.814178529168062e-05,0.7385829405268171,0.00039543662524519724,1.8809418823602395,0.00012123959353777868,0.0001024463034957378,1.779225375719364
2013-03-22,6.79733209422515e-05,0.6833212261838162,0.00038223220492118856,1.922741023376933,0.00011014322630917358,0.0001037506357832997,1.620389070040415
2013-03-25,7.243408887933498e-05,0.6467218581798263,0.0003802905806037925,1.8702114965053829,0.0001073363504584064,0.00010226322025333649,1.481848562176487
2013-03-26,7.339742545776695e-05,0.6184500617976865,0.00039925625400310903,1.8683638718412676,0.0001058695127695493,0.0001005428139752778,1.4424145276112834
2013-03-27,7.311742529462491e-05,0.6033408320265702,0.00037454658187848074,1.9438225151039243,9.98449449606201e-05,0.00011537221762195871,1.3655424074124232
2013-03-28,6.422356192814954e-05,0.6407052582377698,0.00037962924414655576,1.9286159112906616,0.00010004267890769,0.0001151705330542915,1.5577254811810854
2013-04-01,6.678777769649997e-05,0.6689617077021953,0.00039662520199764,1.9262772824152037,0.00010887794330256446,0.00011543770026155789,1.6302076077052978
2013-04-02,6.451960799026473e-05,0.6805987996958952,0.0004197822308455851,1.801331069069774,0.00011200800563497514,0.00011637983439827675,1.7360304738968018
