Date,Code,Symbol,Close,Volume,Adjustment Factor,Adj_Close,Log_Return,SPY_Return,Beta_45d,Future_Beta_45d,Variance_45d,Variance_45d_MA,Variance_5d_MA,MA_45d,MA_5d
2010-01-05,49602,HAL,31.65,19000000.0,1.0,31.65,0.012718772407774612,0.0026436391850606,,1.7060749933384163,,,,,
2010-01-06,49602,HAL,32.4,15700000.0,1.0,32.4,0.023420274208098422,0.0007037917067137724,,1.7026676044326623,,,,,
2010-01-07,49602,HAL,32.48,9000174.0,1.0,32.48,0.0024660924951934683,0.004212380076925267,,1.7058019387222727,,,,,
2010-01-08,49602,HAL,34.12,23000000.0,1.0,34.12,0.04925920733000114,0.00332226219197786,,1.6920545021928086,,,,,
2010-01-11,49602,HAL,33.78,15900000.0,1.0,33.78,-0.010014811243824237,0.0013955519055172563,,1.7155059285275218,,,,,0.01556990703944868
2010-01-12,49602,HAL,33.29,15700000.0,1.0,33.29,-0.01461185979272052,-0.00937000594207626,,1.7298480479914164,,,,,0.010103780599349655
2010-01-13,49602,HAL,34.05,13900000.0,1.0,34.05,0.022572981008587675,0.008410773254615995,,1.7463906059343144,,,,,0.009934321959447504
2010-01-14,49602,HAL,34.31,12000000.0,1.0,34.31,0.00760682427483721,0.002700938257075907,,1.7411402645473504,,,,,0.010962468315376252
2010-01-15,49602,HAL,34.03,12000000.0,1.0,34.03,-0.008194368357544057,-0.011287690394680128,,1.7716586785289483,,,,,-0.0005282468221327864
2010-01-19,49602,HAL,34.6,12000000.0,1.0,34.6,0.016611193550864135,0.012418174449160133,,1.7821217520736594,,,,,0.004796954136804888
2010-01-20,49602,HAL,33.27,17500000.0,1.0,33.27,-0.03919759203329315,-0.010220661148887651,,1.7444303207110232,,,,,-0.0001201923113096373
2010-01-21,49602,HAL,32.53,20800000.0,1.0,32.53,-0.022493349545125274,-0.019416364211104684,,1.8277654977353686,,,,,-0.009133458422052227
2010-01-22,49602,HAL,31.15,21600000.0,1.0,31.15,-0.04334849525179799,-0.022544071865518076,,1.8566218250232491,,,,,-0.019324522327379266
2010-01-25,49602,HAL,31.07,29800000.0,1.0,31.07,-0.002571521828506096,0.005114633489588099,,1.8642522070714147,,,,,-0.018199953021571676
2010-01-26,49602,HAL,30.88,18900000.0,1.0,30.88,-0.006133998248380694,-0.004199385393481015,,1.8514392050130197,,,,,-0.02274899138142064
2010-01-27,49602,HAL,30.41,19400000.0,1.0,30.41,-0.015337223467302086,0.00474583349451048,,1.890450533549306,,,,,-0.017976917668222427
2010-01-28,49602,HAL,29.65,16900000.0,1.0,29.65,-0.02530937624553885,-0.01153858955649378,,1.9332832123006687,,,,,-0.018540123008305143
2010-01-29,49602,HAL,29.21,18200000.0,1.0,29.21,-0.014951009044084779,-0.010928058373635528,,1.972726030029406,,,,,-0.012860625766762501
2010-02-01,49602,HAL,30.65,13800000.0,1.0,30.65,0.048121545982570645,0.015431121627790404,,1.8842996521045396,,,,,-0.002722012204547153
2010-02-02,49602,HAL,30.76,16400000.0,1.0,30.76,0.003582482255222879,0.012030768513439743,,1.9471971110809037,,,,,-0.0007787161038264386
2010-02-03,49602,HAL,30.36,11100000.0,1.0,30.36,-0.013089192110014162,-0.004995242211100722,,1.921735378947102,,,,,-0.0003291098323688537
2010-02-04,49602,HAL,28.86,18000000.0,1.0,28.86,-0.05066939918170441,-0.031352269690766106,,2.2086400940545166,,,,,-0.005401114419601965
2010-02-05,49602,HAL,28.29,22100000.0,1.0,28.29,-0.019948168032249025,0.002064759062967673,,2.2017632290533635,,,,,-0.006400546217234815
2010-02-08,49602,HAL,28.1,16300000.0,1.0,28.1,-0.006738808973775628,-0.007245385730093096,,2.349295660731434,,,,,-0.01737261720850407
